Normal vs No_Repulsion summary
wins_normal: 17
wins_no_repulsion: 13
mean_gap: 0.04%
mean_rank_normal: 19.133333333333333
median_rank_normal: 2.0
mean_rank_no_repulsion: 19.6
median_rank_no_repulsion: 4.0
per_instance_gap:
QUBO_dim64_t0: normal=199.919998, no_repulsion=200.979996, gap=-0.53% (no_repulsion better)
QUBO_dim64_t1: normal=147.600006, no_repulsion=145.820007, gap=1.22% (normal better)
QUBO_dim64_t2: normal=138.979996, no_repulsion=138.759995, gap=0.16% (normal better)
QUBO_dim64_t3: normal=414.859985, no_repulsion=416.559998, gap=-0.41% (no_repulsion better)
QUBO_dim64_t4: normal=328.600006, no_repulsion=327.660004, gap=0.29% (normal better)
QUBO_dim64_t5: normal=310.720001, no_repulsion=311.420013, gap=-0.22% (no_repulsion better)
QUBO_dim128_t0: normal=582.940002, no_repulsion=583.460022, gap=-0.09% (no_repulsion better)
QUBO_dim128_t1: normal=440.260010, no_repulsion=442.820007, gap=-0.58% (no_repulsion better)
QUBO_dim128_t2: normal=429.420013, no_repulsion=431.679993, gap=-0.52% (no_repulsion better)
QUBO_dim128_t3: normal=1189.739990, no_repulsion=1195.579956, gap=-0.49% (no_repulsion better)
QUBO_dim128_t4: normal=952.940002, no_repulsion=944.219971, gap=0.92% (normal better)
QUBO_dim128_t5: normal=917.619995, no_repulsion=916.799988, gap=0.09% (normal better)
QUBO_dim256_t0: normal=1633.479980, no_repulsion=1627.640015, gap=0.36% (normal better)
QUBO_dim256_t1: normal=1313.719971, no_repulsion=1317.920044, gap=-0.32% (no_repulsion better)
QUBO_dim256_t2: normal=1243.099976, no_repulsion=1243.020020, gap=0.01% (normal better)
QUBO_dim256_t3: normal=3318.000000, no_repulsion=3302.979980, gap=0.45% (normal better)
QUBO_dim256_t4: normal=2643.959961, no_repulsion=2652.560059, gap=-0.32% (no_repulsion better)
QUBO_dim256_t5: normal=2620.399902, no_repulsion=2595.879883, gap=0.94% (normal better)
NK_dim128_t1: normal=0.710445, no_repulsion=0.710353, gap=0.01% (normal better)
NK_dim128_t2: normal=0.736695, no_repulsion=0.737340, gap=-0.09% (no_repulsion better)
NK_dim128_t4: normal=0.758441, no_repulsion=0.757979, gap=0.06% (normal better)
NK_dim128_t8: normal=0.733718, no_repulsion=0.733510, gap=0.03% (normal better)
NK_dim256_t1: normal=0.707701, no_repulsion=0.707636, gap=0.01% (normal better)
NK_dim256_t2: normal=0.735650, no_repulsion=0.735722, gap=-0.01% (no_repulsion better)
NK_dim256_t4: normal=0.748647, no_repulsion=0.748375, gap=0.04% (normal better)
NK_dim256_t8: normal=0.718621, no_repulsion=0.717659, gap=0.13% (normal better)
NK_dim64_t1: normal=0.711777, no_repulsion=0.711507, gap=0.04% (normal better)
NK_dim64_t2: normal=0.742823, no_repulsion=0.743887, gap=-0.14% (no_repulsion better)
NK_dim64_t4: normal=0.754322, no_repulsion=0.751752, gap=0.34% (normal better)
NK_dim64_t8: normal=0.740432, no_repulsion=0.741886, gap=-0.20% (no_repulsion better)
