name_algo,score
CMApara,154.28
RF1MetaModelD,153.9
EDCMA,153.9
Neural1MetaModelD,153.9
SVM1MetaModelD,153.9
Quad1MetaModelD,153.9
DiagonalCMA,153.82
MetaModelDiagonalCMA,153.82
ECMA,153.78000000000003
DiscreteDE,153.78
ChainCMAwithR,153.74
ChainCMAwithMetaRecentering,153.72
ChainCMAwithLHSdim,153.71999999999997
LargeCMA,153.68
ChainCMAwithLHS,153.65999999999997
ChainCMAwithRdim,153.54
LPCMA,153.45999999999998
Carola3,153.42
RF1MetaModel,153.42
ChoiceBase,153.42
Quad1MetaModel,153.42
SVM1MetaModel,153.42
SVMMetaModel,153.42
OldCMA,153.42
NeuralMetaModel,153.42
RescaledCMA,153.42
RFMetaModel,153.42
Neural1MetaModel,153.42
CMA,153.42
MetaCMA,153.42
MetaModel,153.42
LSCMA,153.42
CM,153.42
LargeDiagCMA,153.32
CMAL3,153.32
CMASL3,153.29999999999998
CMAL2,153.29999999999998
CMAL,153.29999999999998
ChainCMAwithMetaRecenteringdim,153.12
ChainDiagonalCMAPowell,152.96
TripleCMA,152.82
CMAstd,152.8
MultiCMA,152.79999999999998
CmaFmin2,152.59999999999997
PolyCMA,152.54000000000002
CMALL,152.48
CMAsmall,152.35999999999999
CMASL2,152.3
LPSDE,152.26000000000002
TinyCMA,152.23999999999995
Carola9,152.2
SqrtSQPCMAPlus,152.18
SqrtBFGSCMAPlus,152.18
SqrtSQPCMA,152.18
SqrtBFGSCMA,152.18
Carola14,152.1
Carola11,152.1
CMALS,151.98
Carola8,151.94
ChainMetaModelPowell,151.94
ChainCMAPowell,151.94
SqrtMultiBFGSPlus,151.86
SqrtMultiBFGS,151.86
EDA,151.85999999999999
Carola13,151.73999999999998
F3SQPCMA,151.62
FSQPCMA,151.62
MetaModelFmin2,151.62
Carola10,151.40000000000003
ChainCMASQP,151.34
ChainMetaModelSQP,151.34
NLOPT_GN_ESCH,151.16000000000003
TripleDiagonalCMA,150.94
HugeLognormalDiscreteOnePlusOne,150.9
SplitCMA,150.62000000000003
discretememetic,149.54
Carola5,149.29999999999998
Carola15,149.22
SplitDE,149.0
SplitQODE,148.98
BigLognormalDiscreteOnePlusOne,148.9
PPO-EDA,148.78
NgRS,148.70000000000002
CMALn,148.6
Carola7,148.24
SQOPSODCMA20,148.18
Carola4,147.95999999999998
pCarola6,147.88000000000002
Carola6,147.88000000000002
PCarola6,147.88000000000002
PBIL,147.78
PolyLN,147.76000000000002
MetaNGOpt10,147.76000000000002
NgLn,147.67999999999998
BAR,147.54000000000002
ChainCMAwithR30,147.32
SQOPSODCMA,147.32
ChainCMAwithRsqrt,147.28
SVM1MetaModelLogNormal,147.22
SplitTwoPointsDE,147.18
MultiLN,147.16000000000003
Neural1MetaModelLogNormal,146.94
SmoothLognormalDiscreteOnePlusOne,146.92
RFMetaModelLogNormal,146.92
LognormalDiscreteOnePlusOne,146.92
MetaModelLogNormal,146.92
SVMMetaModelLogNormal,146.92
SmoothDiscreteLognormalOnePlusOne,146.92
NeuralMetaModelLogNormal,146.92
RF1MetaModelLogNormal,146.66
NgDS3,146.54000000000002
NgIohLn,146.54000000000002
MixDeterministicRL,146.45999999999998
MultiCobyla,146.42000000000002
BFGSCMA,146.42000000000002
SQPCMA,146.42000000000002
Portfolio,146.42000000000002
SQPCMAPlus,146.42000000000002
MultiCobylaPlus,146.42000000000002
BFGSCMAPlus,146.42000000000002
MultiSQP,146.42000000000002
MultiBFGSPlus,146.42000000000002
MultiBFGS,146.42000000000002
MultiSQPPlus,146.42000000000002
NgIohRS,146.3
Carola2,146.26000000000002
RecombiningDiscreteLognormalOnePlusOne,146.12
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,146.12
VLPCMA,146.02
LogBFGSCMA,146.02
LogBFGSCMAPlus,146.02
LogSQPCMAPlus,146.02
LogSQPCMA,146.02
MIMIC,146.01999999999998
RotatedTwoPointsDE,145.92000000000002
ChainCMAwithMetaRecenteringsqrt,145.76
SmallLognormalDiscreteOnePlusOne,145.48
ASCMADEthird,145.44
BAR4,145.4
BOA,145.35999999999996
CMandAS2,145.32
MaxRecombiningDiscreteLenglerOnePlusOne,145.26000000000002
LogMultiBFGS,145.22
LogMultiBFGSPlus,145.22
CMARS,145.18
Carola1,145.18
NgIoh3,145.12
SmootherDiscreteLenglerOnePlusOne,145.12
SmoothDiscreteLenglerOnePlusOne,145.12
NGOpt10,145.12
NgIoh5,145.12
NGOptF3,145.12
NgIoh2,145.12
NGOptRW,145.12
NGOptF5,145.12
NGOptF2,145.12
NGOptF,145.12
NGOpt39,145.12
NGOpt36,145.12
NGOpt16,145.12
NGDSRW,145.12
NGOpt15,145.12
NgIoh,145.12
NGOpt,145.12
VastLengler,145.12
DiscreteLenglerOnePlusOne,145.12
YoSmoothDiscreteLenglerOnePlusOne,145.12
UltraSmoothDiscreteLenglerOnePlusOne,145.12
SuperSmoothDiscreteLenglerOnePlusOne,145.12
Wiz,145.12
NGOptSingle25,145.1
FCarola6,145.06
NgLglr,145.01999999999998
OpoTinyDE,144.96000000000004
OpoDE,144.96000000000004
NgIohMLn,144.9
CMandAS3,144.88000000000002
ChainCMAwithMetaRecentering30,144.72
F2SQPCMA,144.66000000000003
SpecialRL,144.6
XLognormalDiscreteOnePlusOne,144.56
OnePtRecombiningDiscreteLenglerOnePlusOne,144.44
NoisyRL2,144.38
NoisyRL3,144.38
ChainNaiveTBPSACMAPowell,144.35999999999999
UltraSmoothElitistRecombiningDiscreteLognormalOnePlusOne,144.28
RotatedRecombiningGA,144.26000000000002
ChainCMAwithLHSsqrt,144.2
RandRecombiningDiscreteLognormalOnePlusOne,143.92000000000002
RandRecombiningDiscreteLenglerOnePlusOne,143.88
ChainDEwithRsqrt,143.84
ChainCMAwithLHS30,143.8
BAR2,143.78000000000003
ChainDEwithMetaTuneRecenteringdim,143.64
ChainDEwithMetaRecenteringdim,143.64
ChainDE,143.58000000000004
ChainDEwithLHSsqrt,143.56
NGOptSingle16,143.54000000000002
BPRotationInvariantDE,143.51999999999998
