name_algo,score
CMApara,0.7118996098437498
LPCMA,0.7112861360937499
CMAL3,0.7111814956249999
ChainCMAwithMetaRecentering,0.7111559628124999
MetaModelFmin2,0.7111084804687497
DiscreteDE,0.7110784276562498
ChainCMAwithMetaRecenteringsqrt,0.711018866875
ChainCMAwithLHS,0.71090691671875
CmaFmin2,0.71089802171875
Carola15,0.7108007745312499
F3SQPCMA,0.7107652596874999
FSQPCMA,0.7107652596874999
NLOPT_GN_ESCH,0.7107089726562499
SqrtSQPCMA,0.7106833132812499
SqrtSQPCMAPlus,0.7106833132812499
SqrtBFGSCMAPlus,0.7106833132812499
SqrtBFGSCMA,0.7106833132812499
SqrtMultiBFGS,0.71062734109375
SqrtMultiBFGSPlus,0.71062734109375
ChainCMAwithRsqrt,0.710523995
ChainCMAwithLHSsqrt,0.7105037274999999
Carola5,0.7104459068749999
CMALn,0.7104226932812499
Carola8,0.7104195103125
ChainCMAwithR,0.7104111470312499
Carola9,0.71034201125
CMALS,0.71033716234375
Carola10,0.7103112678125
PPO-EDA,0.7102964
CMASL3,0.7102664346875
CMAL2,0.7102664346875
CMAL,0.7102664346875
Carola13,0.7101741685937499
SQOPSODCMA,0.71004242734375
CMandAS2,0.7100048121874999
TripleDiagonalCMA,0.7099967806249999
Neural1MetaModelD,0.7099721192187499
RF1MetaModelD,0.7099721192187499
EDCMA,0.7099721192187499
SVM1MetaModelD,0.7099721192187499
Quad1MetaModelD,0.7099721192187499
CMASL2,0.7099437987499999
MetaModelDiagonalCMA,0.70994062109375
DiagonalCMA,0.70994062109375
PCarola6,0.70981481375
BAR,0.7097971835937499
Carola6,0.7097914735937499
pCarola6,0.7097914735937499
CMARS,0.7096719784375
Carola7,0.70966769390625
ChainCMAwithR30,0.7096093742187499
PBIL,0.7096058526562499
ChainCMAwithMetaRecentering30,0.7095683399999999
CMALL,0.7095040625
NaiveIsoEMNATBPSA,0.70928644875
IsoEMNATBPSA,0.70928644875
Tabu,0.7091663349999998
ChainDiagonalCMAPowell,0.7090586392187499
Carola4,0.7090323581249999
ChainCMAwithLHS30,0.70899113171875
LargeDiagCMA,0.7086769881249999
ChainNaiveTBPSACMAPowell,0.7085917717187499
BAR2,0.7085452034374999
LSCMA,0.7084443195312499
MetaCMA,0.7084443195312499
ChoiceBase,0.7084443195312499
SVMMetaModel,0.7084443195312499
SVM1MetaModel,0.7084443195312499
RescaledCMA,0.7084443195312499
RFMetaModel,0.7084443195312499
CM,0.7084443195312499
CMA,0.7084443195312499
RF1MetaModel,0.7084443195312499
Neural1MetaModel,0.7084443195312499
Quad1MetaModel,0.7084443195312499
OldCMA,0.7084443195312499
NeuralMetaModel,0.7084443195312499
Carola3,0.7084443195312499
MetaModel,0.7084443195312499
ECMA,0.7083411825
ChainCMAwithRdim,0.7081751365625
CMandAS3,0.7080355093749999
ChainCMAwithMetaRecenteringdim,0.7079426931249999
CMAstd,0.7077706637500001
MultiCMA,0.7077419289062499
ChainCMAwithLHSdim,0.7077188209374999
ASCMADEthird,0.7076485009375
ChainCMAPowell,0.7076015582812499
ChainMetaModelPowell,0.7076015582812499
Carola1,0.70753290734375
LargeCMA,0.7073766270312498
TripleCMA,0.707114973125
Carola2,0.7070787168749999
CMAsmall,0.7070520739062499
BigLognormalDiscreteOnePlusOne,0.7069582904687499
PolyCMA,0.7069296376562499
Carola14,0.7069215275
Carola11,0.7069215275
TinyCMA,0.70672712703125
UltraSmoothElitistRecombiningDiscreteLenglerOnePlusOne,0.7066395585937498
SmoothElitistRecombiningDiscreteLenglerOnePlusOne,0.7066395585937498
SuperSmoothElitistRecombiningDiscreteLenglerOnePlusOne,0.7066395585937498
UltraSmoothRecombiningDiscreteLenglerOnePlusOne,0.7064760787499998
RecombiningDiscreteLenglerOnePlusOne,0.7064760787499998
SuperSmoothRecombiningDiscreteLenglerOnePlusOne,0.7064760787499998
SmoothRecombiningDiscreteLenglerOnePlusOne,0.7064760787499998
NgLglr,0.7062758748437499
ChainCMASQP,0.70592488
ChainMetaModelSQP,0.70592488
RandRecombiningDiscreteLenglerOnePlusOne,0.7056414412499998
TwoPtRecombiningDiscreteLenglerOnePlusOne,0.70551551734375
MetaModelLogNormal,0.7054728646874999
RFMetaModelLogNormal,0.7054728646874999
SmoothLognormalDiscreteOnePlusOne,0.7054728646874999
SVMMetaModelLogNormal,0.7054728646874999
NeuralMetaModelLogNormal,0.7054728646874999
SmoothDiscreteLognormalOnePlusOne,0.7054728646874999
LognormalDiscreteOnePlusOne,0.7054728646874999
RotatedTwoPointsDE,0.7054021849999998
NgRS,0.70532939828125
DiscreteLenglerHalfOnePlusOne,0.7051986921875
FCarola6,0.7051873071875001
CMASL,0.7051496068749998
CMALYS,0.7051496068749998
CLengler,0.7051496068749998
NgLn,0.70513466125
MIMIC,0.7050417549999999
SplitCMA,0.70499510984375
NgDS3,0.7048200314062499
NgIohLn,0.7048200314062499
SmoothElitistRandRecombiningDiscreteLenglerOnePlusOne,0.7046394976562499
MixDeterministicRL,0.7044948249999999
NGOptRW,0.7044007296875
NgIoh3,0.7044007296875
NGDSRW,0.7044007296875
NgIoh,0.7044007296875
NgIoh2,0.7044007296875
NGOptF5,0.7044007296875
NGOpt,0.7044007296875
NGOpt10,0.7044007296875
NGOpt15,0.7044007296875
NGOpt16,0.7044007296875
NGOpt36,0.7044007296875
NGOpt39,0.7044007296875
NGOptF,0.7044007296875
NGOptF2,0.7044007296875
NGOptF3,0.7044007296875
NgIoh5,0.7044007296875
YoSmoothDiscreteLenglerOnePlusOne,0.7044007296875
Wiz,0.7044007296875
VastLengler,0.7044007296875
UltraSmoothDiscreteLenglerOnePlusOne,0.7044007296875
SuperSmoothDiscreteLenglerOnePlusOne,0.7044007296875
SmootherDiscreteLenglerOnePlusOne,0.7044007296875
SmoothDiscreteLenglerOnePlusOne,0.7044007296875
DiscreteLenglerOnePlusOne,0.7044007296875
RF1MetaModelLogNormal,0.7043774934374998
LPSDE,0.7042676165624999
F2SQPCMA,0.7041375571874999
ForceMultiCobyla,0.7040612265624999
OnePtRecombiningDiscreteLenglerOnePlusOne,0.7039876648437497
MinRecombiningDiscreteLenglerOnePlusOne,0.7038952815624999
LogSQPCMAPlus,0.7037890298437499
LogBFGSCMA,0.7037890298437499
LogSQPCMA,0.7037890298437499
LogBFGSCMAPlus,0.7037890298437499
SmallLognormalDiscreteOnePlusOne,0.703771784375
BAR3,0.7036535553124998
BFGSCMA,0.7036264340624999
SQPCMA,0.7036264340624999
Portfolio,0.7036264340624999
SQPCMAPlus,0.7036264340624999
MultiCobyla,0.7036264340624999
MultiSQPPlus,0.7036264340624999
MultiSQP,0.7036264340624999
MultiCobylaPlus,0.7036264340624999
MultiBFGS,0.7036264340624999
MultiBFGSPlus,0.7036264340624999
BFGSCMAPlus,0.7036264340624999
SVM1MetaModelLogNormal,0.7035823289062499
discretememetic,0.7033523564062498
LogMultiBFGS,0.703348810625
LogMultiBFGSPlus,0.703348810625
MaxRecombiningDiscreteLenglerOnePlusOne,0.7033091610937499
Neural1MetaModelLogNormal,0.7032950204687499
RecombiningDiscreteLognormalOnePlusOne,0.7032144071875
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,0.7032144071875
HugeLognormalDiscreteOnePlusOne,0.7031120928124999
SpecialRL,0.7027038301562499
NoisyRL1,0.70230541828125
NaiveTBPSA,0.7022770924999999
TBPSA,0.7022770924999999
NgIohRS,0.7022248125
RecombiningGA,0.7021873574999999
MetaNGOpt10,0.7021375459374999
BAR4,0.7020934153124998
DiscreteLenglerFourthOnePlusOne,0.70194557234375
NLOPT_GN_DIRECT_L,0.7019309499999997
NGOptBase,0.7014213010937499
NgIoh9,0.7014213010937499
NGOptDSBase,0.7014213010937499
NgIohRW2,0.7014213010937499
NGO,0.7014213010937499
