step,best_fitness,avg_hamming,avg_l1,avg_entropy,mean,median,std,2%,5%,10%,25%,50%,75%,90%,95%,98%
45,-0.5399165749549866,127.87031555175781,8.543380737304688,176.86807759602866,0.5399165749549866,0.540062665939331,0.008505619131028652,0.5212709307670593,0.5282554030418396,0.5295758843421936,0.534300684928894,0.540062665939331,0.5436978340148926,0.5515549182891846,0.5559750199317932,0.5594791769981384
90,-0.5443951487541199,127.84375,8.81014633178711,176.81316630045572,0.5443952083587646,0.5435377359390259,0.008877807296812534,0.5281670689582825,0.5315434336662292,0.5342040657997131,0.5393097400665283,0.5435377359390259,0.5499310493469238,0.5560508966445923,0.5596304535865784,0.5631262063980103
135,-0.5474939942359924,127.81758880615234,9.042970657348633,176.76044718424478,0.5474939942359924,0.5474951267242432,0.008556186221539974,0.5336366891860962,0.5347966551780701,0.5367319583892822,0.5420446395874023,0.5474951267242432,0.5525826215744019,0.5589450597763062,0.5625375509262085,0.5694595575332642
180,-0.5487226247787476,127.7909164428711,9.265199661254883,176.7088877360026,0.548722505569458,0.5485876202583313,0.00804948527365923,0.5336422324180603,0.5350700616836548,0.5396173596382141,0.5435057282447815,0.5485876202583313,0.5531500577926636,0.5589826107025146,0.5625375509262085,0.5694595575332642
225,-0.5495505332946777,127.7662353515625,9.462453842163086,176.66041564941406,0.5495505332946777,0.5489252805709839,0.007702205795794725,0.5350777506828308,0.5376141667366028,0.5403426885604858,0.5441792011260986,0.5489252805709839,0.5537229776382446,0.5594874620437622,0.5625375509262085,0.5694595575332642
270,-0.5513115525245667,127.73824310302734,9.661745071411133,176.6094716389974,0.5513115525245667,0.5503612160682678,0.00794578343629837,0.537593424320221,0.5396148562431335,0.5426880717277527,0.5449897646903992,0.5503612160682678,0.5552350878715515,0.562434732913971,0.5672765970230103,0.5715764760971069
315,-0.5524012446403503,127.70838928222656,9.850879669189453,176.55767822265625,0.5524012446403503,0.5523676872253418,0.007785821799188852,0.5399465560913086,0.5409069061279297,0.5434947609901428,0.5471237897872925,0.5523676872253418,0.5561984777450562,0.5625674724578857,0.5675051808357239,0.5716908574104309
360,-0.5530771613121033,127.67935180664062,10.015653610229492,176.5073496500651,0.5530771613121033,0.5526856184005737,0.007651095278561115,0.5404044389724731,0.5409442782402039,0.5440996885299683,0.5475383996963501,0.5526856184005737,0.5571258068084717,0.5635057091712952,0.5675051808357239,0.5716908574104309
405,-0.553922712802887,127.649658203125,10.175292015075684,176.45663452148438,0.553922712802887,0.5528924465179443,0.0073594702407717705,0.5404441356658936,0.5437290072441101,0.5447773337364197,0.5488702058792114,0.5528924465179443,0.5581016540527344,0.5638476014137268,0.5675051808357239,0.5716908574104309
450,-0.5545720458030701,127.61627197265625,10.343549728393555,176.40186055501303,0.5545720458030701,0.5535853505134583,0.007515911478549242,0.5404441356658936,0.5437290072441101,0.5447773337364197,0.5499225854873657,0.5535853505134583,0.5591174364089966,0.5641663074493408,0.5694020986557007,0.5716908574104309
495,-0.5557565093040466,127.58321380615234,10.505528450012207,176.3476308186849,0.5557565093040466,0.5545875430107117,0.008263418450951576,0.5404441356658936,0.5440595746040344,0.545744001865387,0.550143837928772,0.5545875430107117,0.5605781078338623,0.5683077573776245,0.57157301902771,0.5722045302391052
540,-0.5564364790916443,127.54827880859375,10.645546913146973,176.29322814941406,0.5564364790916443,0.5551377534866333,0.008758967742323875,0.5404441356658936,0.5440595746040344,0.5457482933998108,0.5504307746887207,0.5551377534866333,0.5605781078338623,0.5691900253295898,0.5717013478279114,0.5749639868736267
