step,best_fitness,avg_hamming,avg_l1,avg_entropy,mean,median,std,2%,5%,10%,25%,50%,75%,90%,95%,98%
60,-0.5433371663093567,127.79839324951172,10.59164047241211,176.55675252278647,0.5433372259140015,0.5421478152275085,0.0076804072596132755,0.5292027592658997,0.5315190553665161,0.5347403287887573,0.5383182764053345,0.5421478152275085,0.5464256405830383,0.5534942746162415,0.5574374198913574,0.5606693029403687
120,-0.5471790432929993,127.588134765625,13.104496955871582,175.97845713297525,0.5471790432929993,0.545322060585022,0.007904975675046444,0.5338452458381653,0.5366676449775696,0.5382394790649414,0.5412400960922241,0.545322060585022,0.5536200404167175,0.5579227805137634,0.5606791973114014,0.5617311000823975
180,-0.5494161248207092,127.36992645263672,15.143242835998535,175.4019978841146,0.549416184425354,0.5480216145515442,0.006854245904833078,0.5373407006263733,0.5395167469978333,0.5413997769355774,0.5443425178527832,0.5480216145515442,0.5549242496490479,0.5579902529716492,0.5612606406211853,0.5623031258583069
240,-0.551918625831604,127.13623809814453,16.90584373474121,174.81158192952475,0.551918625831604,0.5514054894447327,0.007011876441538334,0.5406114459037781,0.543349027633667,0.5440061688423157,0.5466024279594421,0.5514054894447327,0.5565720200538635,0.5610861778259277,0.5622930526733398,0.5687530636787415
300,-0.5531335473060608,126.88599395751953,18.45368194580078,174.216064453125,0.5531335473060608,0.5531718730926514,0.007007223553955555,0.5406415462493896,0.5436157584190369,0.544536292552948,0.5480362176895142,0.5531718730926514,0.5575960278511047,0.5614849925041199,0.5634273290634155,0.5687530636787415
360,-0.5546726584434509,126.62915802001953,19.876018524169922,173.61457316080728,0.5546727180480957,0.5545422434806824,0.007276980672031641,0.541431188583374,0.5440183877944946,0.5465148091316223,0.5493273138999939,0.5545422434806824,0.5586725473403931,0.5622921586036682,0.5686809420585632,0.5728353261947632
420,-0.5557214021682739,126.37238311767578,21.179851531982422,173.016721089681,0.5557214617729187,0.5553216934204102,0.00727847358211875,0.5424253344535828,0.5440183877944946,0.5468581914901733,0.5506470203399658,0.5553216934204102,0.5593979954719543,0.5662127137184143,0.5687788128852844,0.5728353261947632
480,-0.5568524599075317,126.10810852050781,22.36183738708496,172.417116800944,0.556852400302887,0.5562365651130676,0.006804918870329857,0.5450869202613831,0.5478188395500183,0.5491838455200195,0.5520924925804138,0.5562365651130676,0.5607538819313049,0.5662127137184143,0.5687788128852844,0.574882447719574
540,-0.5582990646362305,125.81416320800781,23.472461700439453,171.7927703857422,0.5582990050315857,0.5571296811103821,0.007481318432837725,0.5450922846794128,0.5482726693153381,0.5495829582214355,0.5535919666290283,0.5571296811103821,0.5622891187667847,0.5686827301979065,0.5732272863388062,0.5765108466148376
600,-0.5588395595550537,125.50849151611328,24.516843795776367,171.16327921549478,0.5588396191596985,0.557985782623291,0.0072461990639567375,0.5482307076454163,0.5489243268966675,0.5502892136573792,0.5541852116584778,0.557985782623291,0.5627604722976685,0.5686827301979065,0.5732272863388062,0.5765108466148376
660,-0.5599749088287354,125.18187713623047,25.487781524658203,170.51469930013022,0.5599749088287354,0.5589608550071716,0.0069084782153368,0.548850417137146,0.5497725009918213,0.5518863201141357,0.555609405040741,0.5589608550071716,0.5633504986763,0.5688433051109314,0.5748887658119202,0.5765108466148376
720,-0.5611050724983215,124.87248229980469,26.423234939575195,169.88141123453775,0.5611050128936768,0.560284435749054,0.006782334763556719,0.5498985648155212,0.5514427423477173,0.5521539449691772,0.5562076568603516,0.560284435749054,0.5656906366348267,0.5703942775726318,0.5748887658119202,0.5765108466148376
780,-0.5621082782745361,124.53742218017578,27.310195922851562,169.22404988606772,0.5621082782745361,0.5616211891174316,0.006933078169822693,0.5512180924415588,0.5519331693649292,0.5534116625785828,0.556989312171936,0.5616211891174316,0.5666639804840088,0.5713354349136353,0.5752403736114502,0.5775800943374634
840,-0.5635201334953308,124.20376586914062,28.142038345336914,168.57278696695963,0.5635201930999756,0.5628785490989685,0.006575996056199074,0.5512180924415588,0.5531165599822998,0.5558873414993286,0.5590978860855103,0.5628785490989685,0.5677735209465027,0.5731746554374695,0.5761328935623169,0.5775800943374634
900,-0.5648566484451294,123.8586196899414,28.8995361328125,167.9194590250651,0.5648565888404846,0.5644535422325134,0.006443546619266272,0.5530898571014404,0.5559015274047852,0.556422233581543,0.559678316116333,0.5644535422325134,0.5689449310302734,0.5748993754386902,0.5764899849891663,0.5775800943374634
960,-0.5659620761871338,123.53397369384766,29.618539810180664,167.2967987060547,0.5659620761871338,0.5663940906524658,0.006228126119822264,0.555630087852478,0.556064248085022,0.5581857562065125,0.5609322786331177,0.5663940906524658,0.5701334476470947,0.5750982165336609,0.5765249729156494,0.5776184797286987
1020,-0.5665583610534668,123.17057800292969,30.333253860473633,166.62946319580078,0.5665583610534668,0.5664334297180176,0.006101749837398529,0.5559082627296448,0.5580708384513855,0.5591768026351929,0.5615145564079285,0.5664334297180176,0.570408284664154,0.5752635598182678,0.5768833160400391,0.5777626633644104
1080,-0.5679794549942017,122.79369354248047,31.004831314086914,165.9461237589518,0.5679794549942017,0.5684827566146851,0.00622751098126173,0.5560078620910645,0.5581838488578796,0.5600250363349915,0.5637274384498596,0.5684827566146851,0.5717165470123291,0.5761516690254211,0.5776206851005554,0.5813299417495728
1140,-0.5685389041900635,122.42571258544922,31.636316299438477,165.28894805908203,0.5685389041900635,0.5686266422271729,0.00601698225364089,0.5560078620910645,0.5595493912696838,0.5603277683258057,0.5639491677284241,0.5686266422271729,0.5723916888237,0.5761516690254211,0.5776206851005554,0.5813299417495728
1200,-0.5693036317825317,122.03848266601562,32.239723205566406,164.60452779134116,0.5693036317825317,0.5695821046829224,0.005909648258239031,0.5586588382720947,0.5600446462631226,0.5606293678283691,0.5648109912872314,0.5695821046829224,0.5733665823936462,0.5765419006347656,0.5777096152305603,0.5813299417495728
1260,-0.570431113243103,121.62015533447266,32.81409454345703,163.8968505859375,0.570431113243103,0.570165753364563,0.006080235820263624,0.5590277910232544,0.5606459975242615,0.5627484321594238,0.566600501537323,0.570165753364563,0.5746503472328186,0.5776243209838867,0.5813425183296204,0.5832641124725342
1320,-0.5711665153503418,121.24097442626953,33.37999725341797,163.22949727376303,0.5711665153503418,0.5713090896606445,0.006025289185345173,0.5599932670593262,0.5615794658660889,0.5636433959007263,0.5679173469543457,0.5713090896606445,0.5752394795417786,0.578167736530304,0.5813425183296204,0.5832641124725342
1380,-0.5718231201171875,120.844482421875,33.941715240478516,162.5353978474935,0.5718231797218323,0.5720385909080505,0.006347028538584709,0.5599932670593262,0.5615898966789246,0.5639103651046753,0.5683445930480957,0.5720385909080505,0.5760761499404907,0.5798068642616272,0.582561731338501,0.5856227874755859
1440,-0.5728785991668701,120.42897033691406,34.48136520385742,161.8257827758789,0.5728785991668701,0.5729131698608398,0.006063613574951887,0.5602485537528992,0.5636870265007019,0.5649802684783936,0.5692042708396912,0.5729131698608398,0.5765081644058228,0.5806562304496765,0.582561731338501,0.5856227874755859
1500,-0.574339747428894,120.04895782470703,35.00227355957031,161.1560287475586,0.5743396878242493,0.574737548828125,0.00600021705031395,0.562976598739624,0.5639137029647827,0.5656847953796387,0.5702483057975769,0.574737548828125,0.5777689218521118,0.5817824602127075,0.5833916068077087,0.5862771272659302
1560,-0.5755054950714111,119.65615844726562,35.49502182006836,160.4815190633138,0.5755054950714111,0.5753042697906494,0.0062820808961987495,0.5638329386711121,0.5649787783622742,0.568383514881134,0.571121871471405,0.5753042697906494,0.5797312259674072,0.5834888219833374,0.5872297883033752,0.589445173740387
1620,-0.576672375202179,119.21253967285156,35.945472717285156,159.76040903727213,0.5766724348068237,0.5762990713119507,0.006424569059163332,0.5639157295227051,0.5678794980049133,0.5689383745193481,0.5722342729568481,0.5762990713119507,0.5806231498718262,0.5857073068618774,0.5874432921409607,0.5914497971534729
1680,-0.5773463845252991,118.7863998413086,36.39020919799805,159.05431111653647,0.5773464441299438,0.5764762163162231,0.006237703841179609,0.5666261315345764,0.5684828162193298,0.5696530342102051,0.5731433629989624,0.5764762163162231,0.581322193145752,0.5857914090156555,0.5874432921409607,0.5914497971534729
