step,best_fitness,avg_hamming,avg_l1,avg_entropy,mean,median,std,2%,5%,10%,25%,50%,75%,90%,95%,98%
60,-0.5602045059204102,61.7693977355957,19.271223068237305,81.69477844238281,0.5602045059204102,0.5600293874740601,0.013615750707685947,0.5377454161643982,0.5391155481338501,0.5404684543609619,0.5509785413742065,0.5600293874740601,0.5694975852966309,0.5778926014900208,0.5817239284515381,0.584036648273468
120,-0.5672287344932556,60.184959411621094,24.613279342651367,76.69167582194011,0.5672287344932556,0.5669035911560059,0.011931221932172775,0.544406533241272,0.5482639670372009,0.552362859249115,0.558962345123291,0.5669035911560059,0.5752847194671631,0.5828108787536621,0.587448239326477,0.5885904431343079
180,-0.5713909268379211,58.96240997314453,27.98476791381836,72.65060170491536,0.5713909268379211,0.5708494782447815,0.010569031350314617,0.5521221160888672,0.5541096329689026,0.5592966675758362,0.5646499395370483,0.5708494782447815,0.5778433084487915,0.5854389071464539,0.5884034037590027,0.5927092432975769
240,-0.5741933584213257,58.00434112548828,30.459428787231445,69.24985122680664,0.5741933584213257,0.5731086730957031,0.01084955781698227,0.5567309260368347,0.5592727661132812,0.563209593296051,0.5669558048248291,0.5731086730957031,0.5799219608306885,0.5870116949081421,0.5886409282684326,0.5993618965148926
300,-0.5755800008773804,57.296958923339844,32.41657638549805,66.34428151448567,0.5755800008773804,0.5751053094863892,0.010670359246432781,0.5573170781135559,0.5601842999458313,0.5646835565567017,0.5679142475128174,0.5751053094863892,0.5817942023277283,0.5877906084060669,0.5912178754806519,0.5993618965148926
360,-0.5780707001686096,56.536888122558594,33.864463806152344,63.68538920084635,0.5780707001686096,0.5776517391204834,0.010047645308077335,0.5608704090118408,0.5652949213981628,0.5669086575508118,0.5709201097488403,0.5776517391204834,0.5823991894721985,0.5884038805961609,0.593903124332428,0.6030421853065491
420,-0.5802838802337646,55.95344543457031,35.08039093017578,61.37694549560547,0.5802839398384094,0.5797677636146545,0.010084900073707104,0.5657413601875305,0.5669043660163879,0.5694195628166199,0.5736459493637085,0.5797677636146545,0.5853439569473267,0.591742992401123,0.597707211971283,0.6088917851448059
480,-0.5828283429145813,55.254085540771484,36.04259490966797,59.052842458089195,0.5828284621238708,0.5817117691040039,0.009565180167555809,0.5673106908798218,0.5697450041770935,0.5717553496360779,0.5771471261978149,0.5817117691040039,0.5877401828765869,0.5937783122062683,0.599261462688446,0.6088917851448059
540,-0.5847000479698181,54.664058685302734,36.87697219848633,56.981371561686196,0.5847001075744629,0.5823268890380859,0.009796567261219025,0.5679543018341064,0.570414125919342,0.5737107992172241,0.5785791873931885,0.5823268890380859,0.5902447700500488,0.5974838137626648,0.6011314392089844,0.6088917851448059
600,-0.5877115726470947,54.09416961669922,37.565792083740234,54.98066711425781,0.5877116322517395,0.5860172510147095,0.010497615672647953,0.56952965259552,0.5736453533172607,0.5770092010498047,0.5806066989898682,0.5860172510147095,0.5928630232810974,0.6010889410972595,0.6039629578590393,0.6106248497962952
660,-0.5891984701156616,53.60090637207031,38.21125030517578,53.13417879740397,0.5891985297203064,0.5882219672203064,0.01007531862705946,0.5736280083656311,0.5770151615142822,0.5795314311981201,0.5818783044815063,0.5882219672203064,0.5943553447723389,0.601213812828064,0.6057131886482239,0.6106248497962952
720,-0.5913890600204468,53.103607177734375,38.74335861206055,51.325011571248375,0.5913891196250916,0.5909627676010132,0.010157497599720955,0.5746309757232666,0.5789888501167297,0.5802555680274963,0.5831986665725708,0.5909627676010132,0.5974696278572083,0.6036556959152222,0.6063470840454102,0.613602340221405
780,-0.5933359861373901,52.58953094482422,39.214988708496094,49.56319109598795,0.5933359861373901,0.5921332836151123,0.010504768230021,0.5746398568153381,0.5796558260917664,0.5818599462509155,0.5853015184402466,0.5921332836151123,0.6002563238143921,0.6058456897735596,0.6105372309684753,0.6183558106422424
840,-0.5954038500785828,52.1295280456543,39.631202697753906,47.9013417561849,0.5954038500785828,0.5943633317947388,0.010320490226149559,0.5794752240180969,0.5823133587837219,0.5839709639549255,0.5876553058624268,0.5943633317947388,0.6014465093612671,0.6075007915496826,0.6134788393974304,0.622398853302002
900,-0.5987009406089783,51.725341796875,40.02085876464844,46.35719617207845,0.5987008810043335,0.5973228216171265,0.011054483242332935,0.5823427438735962,0.5839763879776001,0.585328221321106,0.5906769037246704,0.5973228216171265,0.6057441234588623,0.6127715110778809,0.620474636554718,0.624202311038971
960,-0.6013315320014954,51.2782096862793,40.32819747924805,44.772271474202476,0.6013315320014954,0.5999847650527954,0.010485570877790451,0.5834303498268127,0.5851230025291443,0.5874180197715759,0.5943750143051147,0.5999847650527954,0.6069071888923645,0.6155946850776672,0.620474636554718,0.624202311038971
1020,-0.6047529578208923,50.84061813354492,40.55530548095703,43.31136703491211,0.6047529578208923,0.6022675037384033,0.01244253758341074,0.5842486023902893,0.586076557636261,0.5905376672744751,0.5969406962394714,0.6022675037384033,0.611811637878418,0.6196511387825012,0.6256399154663086,0.6343808770179749
1080,-0.6080399751663208,50.39982986450195,40.76300811767578,41.850396474202476,0.6080399751663208,0.6072944402694702,0.01218382827937603,0.5883756875991821,0.5894767045974731,0.5943694114685059,0.5987998247146606,0.6072944402694702,0.6156227588653564,0.6232274174690247,0.6295652389526367,0.6343808770179749
1140,-0.6123580932617188,49.993473052978516,40.97721481323242,40.42066446940104,0.612358033657074,0.6115849018096924,0.012462743557989597,0.5894848108291626,0.5941103100776672,0.5969609022140503,0.6038421988487244,0.6115849018096924,0.6189930438995361,0.6278857588768005,0.6333404183387756,0.6409654021263123
