Interact vs No_Interact summary
wins_interact: 18
wins_no_interact: 12
mean_gap: 1.56%
mean_rank_interact: 34.56666666666667
median_rank_interact: 14.5
mean_rank_no_interact: 55.2
median_rank_no_interact: 53.0
per_instance_gap:
QUBO_dim64_t0: interact=198.179993, no_interact=202.000000, gap=-1.89% (no_interact better)
QUBO_dim64_t1: interact=145.320007, no_interact=150.339996, gap=-3.34% (no_interact better)
QUBO_dim64_t2: interact=137.100006, no_interact=138.479996, gap=-1.00% (no_interact better)
QUBO_dim64_t3: interact=411.140015, no_interact=415.660004, gap=-1.09% (no_interact better)
QUBO_dim64_t4: interact=323.619995, no_interact=332.179993, gap=-2.58% (no_interact better)
QUBO_dim64_t5: interact=304.440002, no_interact=309.140015, gap=-1.52% (no_interact better)
QUBO_dim128_t0: interact=577.080017, no_interact=575.239990, gap=0.32% (interact better)
QUBO_dim128_t1: interact=436.480011, no_interact=440.140015, gap=-0.83% (no_interact better)
QUBO_dim128_t2: interact=424.959991, no_interact=426.239990, gap=-0.30% (no_interact better)
QUBO_dim128_t3: interact=1193.260010, no_interact=1174.180054, gap=1.62% (interact better)
QUBO_dim128_t4: interact=932.880005, no_interact=930.739990, gap=0.23% (interact better)
QUBO_dim128_t5: interact=912.580017, no_interact=898.140015, gap=1.61% (interact better)
QUBO_dim256_t0: interact=1623.479980, no_interact=1529.500000, gap=6.14% (interact better)
QUBO_dim256_t1: interact=1300.380005, no_interact=1245.260010, gap=4.43% (interact better)
QUBO_dim256_t2: interact=1234.660034, no_interact=1165.819946, gap=5.90% (interact better)
QUBO_dim256_t3: interact=3285.860107, no_interact=3086.060059, gap=6.47% (interact better)
QUBO_dim256_t4: interact=2633.379883, no_interact=2519.020020, gap=4.54% (interact better)
QUBO_dim256_t5: interact=2606.939941, no_interact=2378.379883, gap=9.61% (interact better)
NK_dim128_t1: interact=0.709802, no_interact=0.709730, gap=0.01% (interact better)
NK_dim128_t2: interact=0.734384, no_interact=0.735465, gap=-0.15% (no_interact better)
NK_dim128_t4: interact=0.755499, no_interact=0.752736, gap=0.37% (interact better)
NK_dim128_t8: interact=0.735285, no_interact=0.710636, gap=3.47% (interact better)
NK_dim256_t1: interact=0.707237, no_interact=0.704676, gap=0.36% (interact better)
NK_dim256_t2: interact=0.734322, no_interact=0.727519, gap=0.94% (interact better)
NK_dim256_t4: interact=0.747674, no_interact=0.729013, gap=2.56% (interact better)
NK_dim256_t8: interact=0.724831, no_interact=0.650092, gap=11.50% (interact better)
NK_dim64_t1: interact=0.710602, no_interact=0.711807, gap=-0.17% (no_interact better)
NK_dim64_t2: interact=0.742896, no_interact=0.743505, gap=-0.08% (no_interact better)
NK_dim64_t4: interact=0.750437, no_interact=0.753758, gap=-0.44% (no_interact better)
NK_dim64_t8: interact=0.739614, no_interact=0.738282, gap=0.18% (interact better)
