score
-158.0
-156.0
-156.0
-158.0
-160.0
-158.0
-150.0
-152.0
-152.0
-160.0
-133.0
-129.0
-131.0
-123.0
-133.0
-125.0
-125.0
-131.0
-131.0
-123.0
-145.0
-149.0
-149.0
-139.0
-151.0
-147.0
-153.0
-151.0
-145.0
-141.0
-143.0
-143.0
-143.0
-141.0
-141.0
-139.0
-143.0
-141.0
-143.0
-141.0
-146.0
-146.0
-142.0
-146.0
-146.0
-140.0
-144.0
-146.0
-140.0
-146.0
-114.0
-134.0
-134.0
-132.0
-132.0
-128.0
-134.0
-130.0
-134.0
-132.0
-146.0
-146.0
-146.0
-146.0
-146.0
-146.0
-146.0
-146.0
-146.0
-144.0
-121.0
-127.0
-127.0
-125.0
-125.0
-129.0
-125.0
-129.0
-127.0
-129.0
-141.0
-141.0
-139.0
-139.0
-141.0
-139.0
-139.0
-141.0
-137.0
-135.0
-159.0
-155.0
-161.0
-159.0
-159.0
-159.0
-159.0
-153.0
-149.0
-157.0
