Interact vs No_Interact summary
wins_interact: 17
wins_no_interact: 13
mean_gap: 0.81%
per_instance_gap:
QUBO_dim64_t0: interact=200.520004, no_interact=202.800003, gap=-1.12% (no_interact better)
QUBO_dim64_t1: interact=149.600006, no_interact=152.639999, gap=-1.99% (no_interact better)
QUBO_dim64_t2: interact=139.600006, no_interact=141.080002, gap=-1.05% (no_interact better)
QUBO_dim64_t3: interact=412.179993, no_interact=421.820007, gap=-2.29% (no_interact better)
QUBO_dim64_t4: interact=330.279999, no_interact=337.760010, gap=-2.21% (no_interact better)
QUBO_dim64_t5: interact=307.480011, no_interact=314.339996, gap=-2.18% (no_interact better)
QUBO_dim128_t0: interact=578.119995, no_interact=578.719971, gap=-0.10% (no_interact better)
QUBO_dim128_t1: interact=439.660004, no_interact=448.600006, gap=-1.99% (no_interact better)
QUBO_dim128_t2: interact=425.100006, no_interact=430.839996, gap=-1.33% (no_interact better)
QUBO_dim128_t3: interact=1192.780029, no_interact=1182.099976, gap=0.90% (interact better)
QUBO_dim128_t4: interact=938.659973, no_interact=949.799988, gap=-1.17% (no_interact better)
QUBO_dim128_t5: interact=917.979980, no_interact=913.080017, gap=0.54% (interact better)
QUBO_dim256_t0: interact=1633.079956, no_interact=1539.359985, gap=6.09% (interact better)
QUBO_dim256_t1: interact=1314.579956, no_interact=1266.180054, gap=3.82% (interact better)
QUBO_dim256_t2: interact=1248.319946, no_interact=1195.479980, gap=4.42% (interact better)
QUBO_dim256_t3: interact=3320.560059, no_interact=3117.280029, gap=6.52% (interact better)
QUBO_dim256_t4: interact=2657.959961, no_interact=2561.500000, gap=3.77% (interact better)
QUBO_dim256_t5: interact=2608.820068, no_interact=2478.800049, gap=5.25% (interact better)
NK_dim128_t1: interact=0.709679, no_interact=0.708983, gap=0.10% (interact better)
NK_dim128_t2: interact=0.735231, no_interact=0.734209, gap=0.14% (interact better)
NK_dim128_t4: interact=0.753952, no_interact=0.747689, gap=0.84% (interact better)
NK_dim128_t8: interact=0.731093, no_interact=0.723093, gap=1.11% (interact better)
NK_dim256_t1: interact=0.706970, no_interact=0.702054, gap=0.70% (interact better)
NK_dim256_t2: interact=0.735089, no_interact=0.724853, gap=1.41% (interact better)
NK_dim256_t4: interact=0.746117, no_interact=0.728751, gap=2.38% (interact better)
NK_dim256_t8: interact=0.719030, no_interact=0.704108, gap=2.12% (interact better)
NK_dim64_t1: interact=0.711299, no_interact=0.711351, gap=-0.01% (no_interact better)
NK_dim64_t2: interact=0.742641, no_interact=0.744006, gap=-0.18% (no_interact better)
NK_dim64_t4: interact=0.752184, no_interact=0.755092, gap=-0.39% (no_interact better)
NK_dim64_t8: interact=0.741009, no_interact=0.738486, gap=0.34% (interact better)
