step,best_fitness,avg_hamming,avg_l1,avg_entropy
15,-103.83999633789062,31.999187469482422,1.8466860055923462,44.27690785725911
30,-119.89999389648438,31.998350143432617,1.8942699432373047,44.271705627441406
45,-130.4199981689453,31.997434616088867,1.937560796737671,44.266703287760414
60,-133.9199981689453,31.99657440185547,1.9796180725097656,44.26187032063802
75,-138.97999572753906,31.995691299438477,2.0192744731903076,44.25714340209961
90,-140.83999633789062,31.99480438232422,2.057330846786499,44.25240427652995
105,-144.4199981689453,31.994020462036133,2.0986154079437256,44.24741007486979
120,-146.39999389648438,31.99304962158203,2.1369404792785645,44.24251073201497
135,-149.33999633789062,31.99249839782715,2.176754951477051,44.237770080566406
150,-153.47999572753906,31.991607666015625,2.2146189212799072,44.23276062011719
165,-155.39999389648438,31.99066162109375,2.2508485317230225,44.22784957885742
180,-157.239990234375,31.989768981933594,2.286165714263916,44.22296829223633
195,-158.3199920654297,31.98879623413086,2.3223989009857178,44.21790593465169
210,-159.33999633789062,31.987716674804688,2.3567638397216797,44.212860870361325
225,-159.5399932861328,31.986970901489258,2.3940587043762207,44.20772069295247
240,-160.39999389648438,31.9860782623291,2.4283699989318848,44.20270792643229
255,-162.8000030517578,31.985103607177734,2.4640402793884277,44.19750493367513
270,-164.51998901367188,31.98442268371582,2.4976112842559814,44.1926628112793
285,-165.6199951171875,31.983427047729492,2.530531883239746,44.18759333292643
300,-166.51998901367188,31.98272132873535,2.5628089904785156,44.182839711507164
315,-168.47999572753906,31.981884002685547,2.5915215015411377,44.17830200195313
330,-169.87998962402344,31.980918884277344,2.6229231357574463,44.17329355875651
345,-171.33999633789062,31.98016357421875,2.6546294689178467,44.16833597819011
360,-172.239990234375,31.97919273376465,2.6866953372955322,44.16318969726562
375,-173.4199981689453,31.978357315063477,2.716259479522705,44.15849304199219
390,-173.8199920654297,31.977445602416992,2.7439534664154053,44.15387827555339
405,-176.09999084472656,31.976577758789062,2.774120569229126,44.14897079467774
420,-176.44000244140625,31.975921630859375,2.80470609664917,44.1441769917806
435,-176.5399932861328,31.974950790405273,2.8329689502716064,44.13931579589844
450,-177.0,31.97428321838379,2.8624367713928223,44.13445154825846
465,-177.17999267578125,31.97352409362793,2.8918025493621826,44.129530843098955
480,-177.63999938964844,31.97279167175293,2.919557571411133,44.12481969197591
495,-178.4199981689453,31.972278594970703,2.9491310119628906,44.11994349161784
510,-178.72000122070312,31.971214294433594,2.978745460510254,44.11450932820638
525,-179.1199951171875,31.969999313354492,3.0056560039520264,44.10940246582031
540,-179.47999572753906,31.969064712524414,3.031954288482666,44.10441487630208
555,-180.1999969482422,31.968093872070312,3.059518575668335,44.099256642659505
570,-180.47999572753906,31.96723747253418,3.0850839614868164,44.09456125895182
585,-180.63999938964844,31.966678619384766,3.1123785972595215,44.089752705891925
600,-181.01998901367188,31.965925216674805,3.1371641159057617,44.08517278035482
615,-181.36000061035156,31.965248107910156,3.1659064292907715,44.08013407389323
630,-181.39999389648438,31.964738845825195,3.191777229309082,44.075626881917316
645,-181.67999267578125,31.96376609802246,3.214934825897217,44.0709841410319
660,-181.86000061035156,31.962757110595703,3.241196632385254,44.06576919555664
675,-182.36000061035156,31.96194076538086,3.265958786010742,44.06094182332357
690,-182.739990234375,31.96122169494629,3.288297176361084,44.05647328694661
705,-183.45999145507812,31.9604549407959,3.313727855682373,44.05152893066406
720,-184.239990234375,31.95946502685547,3.3393232822418213,44.04634068806966
735,-184.55999755859375,31.959129333496094,3.3611111640930176,44.042369333903
750,-185.45999145507812,31.958175659179688,3.387690305709839,44.037115478515624
765,-186.1599884033203,31.95756721496582,3.412296772003174,44.03236719767253
780,-186.22000122070312,31.956771850585938,3.4363136291503906,44.02757110595703
795,-186.22000122070312,31.955860137939453,3.460069417953491,44.02273025512695
810,-186.37998962402344,31.955047607421875,3.4834933280944824,44.017906443277994
825,-186.8000030517578,31.953983306884766,3.5050787925720215,44.0129753112793
840,-187.01998901367188,31.95316505432129,3.5262229442596436,44.00845616658528
855,-187.1599884033203,31.95272445678711,3.5475101470947266,44.004198964436846
870,-187.63999938964844,31.95163345336914,3.5708322525024414,43.9990234375
885,-187.95999145507812,31.950729370117188,3.594243288040161,43.99388783772786
900,-188.3000030517578,31.94988441467285,3.6170361042022705,43.988992055257164
915,-189.44000244140625,31.94870376586914,3.6376852989196777,43.98407185872396
930,-190.0800018310547,31.947980880737305,3.659715414047241,43.97939529418945
945,-190.0800018310547,31.947277069091797,3.681497812271118,43.9748280843099
960,-191.5800018310547,31.946046829223633,3.7038564682006836,43.96931406656901
975,-191.83999633789062,31.945377349853516,3.7259325981140137,43.964664967854816
990,-192.239990234375,31.944517135620117,3.7467989921569824,43.959920247395836
1005,-192.33999633789062,31.943849563598633,3.7666690349578857,43.95564295450846
1020,-192.5399932861328,31.942670822143555,3.7877066135406494,43.95050811767578
1035,-192.5399932861328,31.941686630249023,3.809692621231079,43.945526377360025
1050,-192.5399932861328,31.9406795501709,3.830037832260132,43.940802256266274
1065,-192.5399932861328,31.939922332763672,3.8503053188323975,43.9361572265625
1080,-192.67999267578125,31.93912124633789,3.8724687099456787,43.931087239583334
1095,-193.0,31.937559127807617,3.8941709995269775,43.925480143229166
1110,-193.0,31.93663215637207,3.9144556522369385,43.92063878377279
1125,-193.0,31.93572425842285,3.9347424507141113,43.91565882364909
1140,-193.09999084472656,31.93524169921875,3.9581520557403564,43.91066004435221
1155,-193.1199951171875,31.934467315673828,3.978410005569458,43.90589294433594
1170,-193.94000244140625,31.93366050720215,3.9977517127990723,43.90128682454427
1185,-194.13999938964844,31.932207107543945,4.016374111175537,43.89598134358724
1200,-194.13999938964844,31.931394577026367,4.035940647125244,43.89132181803385
1215,-194.45999145507812,31.930437088012695,4.0555925369262695,43.88644790649414
1230,-194.87998962402344,31.929428100585938,4.073383808135986,43.88194020589193
1245,-195.01998901367188,31.928998947143555,4.093569278717041,43.87746607462565
1260,-195.44000244140625,31.92815399169922,4.1123151779174805,43.87288869222005
1275,-195.45999145507812,31.92765235900879,4.130446910858154,43.8687240600586
1290,-195.45999145507812,31.926511764526367,4.149084568023682,43.86377894083659
1305,-195.45999145507812,31.925432205200195,4.168756008148193,43.858636474609376
1320,-195.6199951171875,31.924427032470703,4.186995983123779,43.853661092122394
1335,-195.6199951171875,31.92398452758789,4.206259250640869,43.84927698771159
1350,-195.63999938964844,31.923194885253906,4.224277496337891,43.84461517333985
1365,-195.6999969482422,31.9224853515625,4.245278835296631,43.83953806559245
1380,-196.01998901367188,31.921602249145508,4.2634429931640625,43.83480504353841
1395,-196.01998901367188,31.92115020751953,4.283061981201172,43.83019765218099
1410,-196.01998901367188,31.919872283935547,4.302280902862549,43.82478637695313
1425,-196.5800018310547,31.918703079223633,4.320708274841309,43.81967748006185
1440,-196.5800018310547,31.91748809814453,4.338796615600586,43.81457265218099
1455,-196.9199981689453,31.91696548461914,4.357393741607666,43.8101687113444
1470,-197.1999969482422,31.916221618652344,4.374195575714111,43.805824279785156
1485,-197.37998962402344,31.91519546508789,4.393246650695801,43.800750732421875
1500,-197.37998962402344,31.91436195373535,4.4097371101379395,43.7961181640625
1515,-197.45999145507812,31.91339111328125,4.4278130531311035,43.79124247233073
1530,-197.59999084472656,31.912134170532227,4.446798324584961,43.78584442138672
1545,-198.01998901367188,31.91050910949707,4.464694976806641,43.78019485473633
1560,-198.1199951171875,31.909326553344727,4.481649875640869,43.775255330403645
1575,-198.5399932861328,31.908428192138672,4.5019941329956055,43.769859568277994
1590,-198.6199951171875,31.907743453979492,4.520443439483643,43.76506652832031
1605,-198.6199951171875,31.906450271606445,4.53807258605957,43.75975112915039
1620,-198.6199951171875,31.90555763244629,4.556142807006836,43.7547243754069
1635,-198.6599884033203,31.904495239257812,4.575160503387451,43.749182891845706
1650,-199.22000122070312,31.904146194458008,4.594770908355713,43.7445437113444
1665,-199.22000122070312,31.90350341796875,4.611530780792236,43.74017181396484
1680,-199.39999389648438,31.90255355834961,4.626733779907227,43.735572814941406
1695,-199.39999389648438,31.90144920349121,4.642065048217773,43.7307133992513
1710,-199.39999389648438,31.90049171447754,4.658534526824951,43.725914255777994
1725,-199.6599884033203,31.89961051940918,4.67470645904541,43.72122624715169
1740,-199.6599884033203,31.89842414855957,4.690643310546875,43.716304016113284
1755,-199.6999969482422,31.897584915161133,4.707021713256836,43.711656443277995
1770,-199.6999969482422,31.896800994873047,4.725293159484863,43.70675303141276
1785,-199.739990234375,31.895936965942383,4.741458892822266,43.702154795328774
1800,-199.739990234375,31.895416259765625,4.756948947906494,43.698035939534506
1815,-199.739990234375,31.894832611083984,4.77463436126709,43.693363189697266
1830,-199.95999145507812,31.894289016723633,4.790195465087891,43.68907623291015
1845,-199.95999145507812,31.8933048248291,4.806626796722412,43.68421401977539
1860,-200.01998901367188,31.892549514770508,4.8206467628479,43.67998224894206
1875,-200.5800018310547,31.891786575317383,4.83681058883667,43.675279998779295
1890,-200.5800018310547,31.891033172607422,4.85063362121582,43.670982106526694
1905,-200.77999877929688,31.889604568481445,4.866636276245117,43.66587677001953
1920,-200.77999877929688,31.888954162597656,4.883204460144043,43.66131846110026
1935,-200.77999877929688,31.888832092285156,4.901122570037842,43.65708236694336
1950,-200.77999877929688,31.88785743713379,4.91743278503418,43.65202204386393
1965,-200.77999877929688,31.886648178100586,4.930105686187744,43.647501881917314
1980,-200.77999877929688,31.885652542114258,4.944689750671387,43.643001810709634
1995,-201.1599884033203,31.88492202758789,4.958372116088867,43.63876800537109
2010,-201.59999084472656,31.884037017822266,4.972663879394531,43.6344233194987
2025,-201.59999084472656,31.88295555114746,4.987947940826416,43.62964019775391
2040,-201.59999084472656,31.882591247558594,5.003719806671143,43.625447845458986
2055,-201.67999267578125,31.881986618041992,5.0190839767456055,43.621194458007814
2070,-201.77999877929688,31.880935668945312,5.031848907470703,43.6169553120931
2085,-201.77999877929688,31.88043212890625,5.046102046966553,43.613101959228516
2100,-201.8199920654297,31.879863739013672,5.062129497528076,43.608473459879555
2115,-201.8199920654297,31.878942489624023,5.07853889465332,43.60348637898763
2130,-201.86000061035156,31.87797737121582,5.091885566711426,43.59912897745768
2145,-201.86000061035156,31.87727928161621,5.1069135665893555,43.594669850667316
2160,-202.22000122070312,31.876874923706055,5.124348163604736,43.59001795450846
2175,-202.63999938964844,31.875694274902344,5.137818813323975,43.58544718424479
2190,-202.83999633789062,31.875391006469727,5.154452323913574,43.5810292561849
2205,-202.83999633789062,31.874191284179688,5.168288707733154,43.57630360921224
2220,-202.83999633789062,31.873517990112305,5.18399715423584,43.57169926961263
2235,-202.83999633789062,31.872926712036133,5.19736909866333,43.56762822469076
2250,-203.05999755859375,31.872159957885742,5.212542533874512,43.56292546590169
2265,-203.05999755859375,31.871410369873047,5.226518154144287,43.55851389567057
2280,-203.05999755859375,31.870746612548828,5.23970890045166,43.55431086222331
2295,-203.05999755859375,31.8697509765625,5.254034996032715,43.54948272705078
2310,-203.1599884033203,31.868486404418945,5.265763759613037,43.545144144694014
2325,-203.1999969482422,31.86742401123047,5.280941963195801,43.54016825358073
2340,-203.1999969482422,31.86659049987793,5.295438289642334,43.53549372355143
2355,-203.1999969482422,31.86582374572754,5.311745643615723,43.53045425415039
2370,-203.27999877929688,31.865432739257812,5.326982498168945,43.526153818766275
2385,-203.77999877929688,31.86473846435547,5.340636730194092,43.52184956868489
2400,-203.8199920654297,31.863845825195312,5.353588581085205,43.51751225789388
2415,-203.8199920654297,31.86244010925293,5.367682933807373,43.51225763956706
2430,-203.8199920654297,31.86174774169922,5.3796563148498535,43.50836461385091
2445,-203.8199920654297,31.860868453979492,5.392826080322266,43.503892008463545
2460,-203.8199920654297,31.859508514404297,5.4064717292785645,43.49873530069987
2475,-203.8199920654297,31.858867645263672,5.421006679534912,43.49402364095052
2490,-203.8199920654297,31.857818603515625,5.435993671417236,43.488853200276694
2505,-204.0,31.85662841796875,5.451394557952881,43.48341344197591
2520,-204.05999755859375,31.855335235595703,5.465906620025635,43.478268178304035
2535,-204.1599884033203,31.854211807250977,5.479799747467041,43.47343012491862
2550,-204.27999877929688,31.85301399230957,5.494460582733154,43.46822509765625
2565,-204.27999877929688,31.85147476196289,5.508370876312256,43.46306381225586
2580,-204.33999633789062,31.85055923461914,5.520270824432373,43.45884679158529
2595,-204.33999633789062,31.84989356994629,5.533871650695801,43.454489390055336
2610,-204.33999633789062,31.84935760498047,5.548890590667725,43.449790700276694
2625,-204.33999633789062,31.848365783691406,5.562967777252197,43.445062255859376
2640,-204.79998779296875,31.847318649291992,5.577548503875732,43.43994216918945
2655,-204.79998779296875,31.846281051635742,5.592257022857666,43.43482386271159
2670,-204.79998779296875,31.84563446044922,5.60336971282959,43.43100814819336
2685,-204.79998779296875,31.84496307373047,5.6176862716674805,43.42640711466471
2700,-204.94000244140625,31.844324111938477,5.632084846496582,43.42186762491862
2715,-204.95999145507812,31.84406280517578,5.644652843475342,43.418007405598956
2730,-205.1599884033203,31.843564987182617,5.657860279083252,43.41380767822265
2745,-205.1599884033203,31.842052459716797,5.671253681182861,43.408487701416014
2760,-205.1599884033203,31.84067726135254,5.683279037475586,43.40372899373372
2775,-205.1599884033203,31.83987808227539,5.696681499481201,43.399105072021484
2790,-205.1599884033203,31.8391170501709,5.710517406463623,43.394430033365886
2805,-205.1599884033203,31.83782958984375,5.722841262817383,43.38945541381836
2820,-205.33999633789062,31.83704376220703,5.734118461608887,43.38536554972331
2835,-205.87998962402344,31.83638572692871,5.750524520874023,43.380080159505205
2850,-205.87998962402344,31.835159301757812,5.7637619972229,43.375029754638675
2865,-205.87998962402344,31.834325790405273,5.7779669761657715,43.37029215494792
