step,best_fitness,avg_hamming,avg_l1,avg_entropy
75,-0.5426363348960876,126.42363739013672,16.400978088378906,174.1878458658854
150,-0.5499716997146606,124.71257019042969,21.539688110351562,171.18474833170572
225,-0.5565395355224609,122.78218841552734,25.210439682006836,168.03181966145834
300,-0.5629895925521851,120.80171203613281,27.96963119506836,164.92303466796875
375,-0.5686963200569153,118.69834899902344,30.19454002380371,161.74432881673178
450,-0.5742557644844055,116.60038757324219,31.94314193725586,158.62093098958334
525,-0.5803549289703369,114.4723129272461,33.56886291503906,155.42022196451822
600,-0.5873767733573914,112.25296020507812,34.76825714111328,152.23532104492188
675,-0.5935161709785461,110.05494689941406,35.772064208984375,149.0993194580078
750,-0.5978032350540161,107.85533905029297,36.53119659423828,145.9869842529297
825,-0.6031193733215332,105.56880950927734,37.11650848388672,142.8316904703776
900,-0.6088402271270752,103.34789276123047,37.60293197631836,139.74866231282553
975,-0.6133874654769897,101.25682067871094,38.01894760131836,136.79858907063803
1050,-0.6175833344459534,99.06097412109375,38.26996612548828,133.80050659179688
1125,-0.6219696402549744,96.92269897460938,38.444393157958984,130.8450164794922
1200,-0.6264432668685913,94.92671966552734,38.633087158203125,128.03540802001953
1275,-0.6305997967720032,92.91455078125,38.67399978637695,125.25478108723958
1350,-0.6351538896560669,90.9228744506836,38.66813278198242,122.51040649414062
1425,-0.6387215852737427,88.92581176757812,38.61481475830078,119.75836435953777
1500,-0.6420486569404602,86.98995208740234,38.471092224121094,117.11058298746745
1575,-0.646753191947937,85.0991439819336,38.31645965576172,114.49947865804036
1650,-0.6504531502723694,83.20175170898438,38.16565704345703,111.87987263997395
1725,-0.6535356044769287,81.4162826538086,37.951534271240234,109.41088104248047
1800,-0.6568511128425598,79.61894989013672,37.72283935546875,106.9164555867513
1875,-0.6600179076194763,77.9620361328125,37.54383850097656,104.5547103881836
1950,-0.6633772253990173,76.31937408447266,37.34172058105469,102.19307454427083
2025,-0.6668075323104858,74.75479125976562,37.13276290893555,99.93862660725911
2100,-0.6689109802246094,73.14986419677734,36.80979537963867,97.71628316243489
2175,-0.6710951328277588,71.6356201171875,36.56986618041992,95.5392354329427
2250,-0.6734699606895447,70.1448974609375,36.243934631347656,93.4239985148112
2325,-0.6758169531822205,68.65290832519531,35.90027618408203,91.35727183024089
2400,-0.678265392780304,67.16275024414062,35.47195053100586,89.30154673258464
2475,-0.6813653707504272,65.81092834472656,35.173492431640625,87.35253397623698
2550,-0.6833019256591797,64.48092651367188,34.84819412231445,85.41445922851562
