step,best_fitness,avg_hamming,avg_l1,avg_entropy
60,-0.5403395891189575,127.02262878417969,14.25763988494873,175.20682271321616
120,-0.547339141368866,125.93450927734375,18.58526611328125,173.20840454101562
180,-0.5518167018890381,124.74272155761719,21.77589988708496,171.15450032552084
240,-0.5569054484367371,123.46312713623047,24.324169158935547,169.05001322428384
300,-0.5614995360374451,122.08873748779297,26.491104125976562,166.86476135253906
360,-0.5663522481918335,120.68704223632812,28.301998138427734,164.68890380859375
420,-0.5707224607467651,119.21318054199219,29.822277069091797,162.46135965983072
480,-0.5755921006202698,117.72787475585938,31.14891815185547,160.23878479003906
540,-0.5796352028846741,116.19688415527344,32.3160514831543,157.98169962565103
600,-0.5841365456581116,114.6646957397461,33.315704345703125,155.75826517740884
660,-0.5881077647209167,113.1185531616211,34.19033432006836,153.53690592447916
720,-0.5921404957771301,111.50955200195312,34.9764404296875,151.22896321614584
780,-0.5943089723587036,109.94286346435547,35.559635162353516,149.02618408203125
840,-0.5993601679801941,108.35406494140625,36.09423828125,146.80435180664062
900,-0.6021063327789307,106.6755599975586,36.51169967651367,144.51384480794272
960,-0.6057285666465759,105.15333557128906,36.91603088378906,142.37289428710938
1020,-0.6095676422119141,103.5625228881836,37.223175048828125,140.17694600423178
1080,-0.613183856010437,102.00701904296875,37.5428581237793,138.00022888183594
1140,-0.6171364188194275,100.51359558105469,37.79598617553711,135.93066914876303
1200,-0.6202940344810486,99.0179443359375,38.032432556152344,133.82526652018228
1260,-0.6233314275741577,97.50567626953125,38.19259262084961,131.72990926106772
1320,-0.6264569759368896,95.98644256591797,38.311279296875,129.6319122314453
1380,-0.6305188536643982,94.43154907226562,38.28411865234375,127.56198628743489
1440,-0.6340464353561401,92.96708679199219,38.32306671142578,125.54001108805339
1500,-0.6367273330688477,91.4736557006836,38.245025634765625,123.5479227701823
1560,-0.639616847038269,90.01372528076172,38.197998046875,121.5394999186198
1620,-0.6427223086357117,88.51915740966797,38.12874984741211,119.50062561035156
1680,-0.6456350684165955,87.18994140625,38.09038543701172,117.6348393758138
1740,-0.6482981443405151,85.78622436523438,37.97589874267578,115.71729278564453
1800,-0.651071310043335,84.40882110595703,37.8489875793457,113.82019551595052
1860,-0.6533151268959045,83.05059814453125,37.67237091064453,111.9731674194336
1920,-0.6559557318687439,81.74974060058594,37.58763885498047,110.12957763671875
1980,-0.6580775380134583,80.3846206665039,37.368064880371094,108.28838602701823
2040,-0.6605961322784424,79.0624008178711,37.1815299987793,106.47493743896484
2100,-0.6628837585449219,77.76908874511719,36.8997802734375,104.73107401529948
2160,-0.6659124493598938,76.51033020019531,36.68593978881836,102.99186706542969
2220,-0.6679112315177917,75.2222900390625,36.409820556640625,101.2625732421875
2280,-0.6696183085441589,74.02437591552734,36.23969650268555,99.55066680908203
2340,-0.6711877584457397,72.85387420654297,36.05519104003906,97.89818318684895
2400,-0.6731517910957336,71.66261291503906,35.82685470581055,96.22647603352864
2460,-0.674748957157135,70.55781555175781,35.60559844970703,94.66454060872395
2520,-0.6770511269569397,69.44218444824219,35.40797424316406,93.07639058430989
2580,-0.678303599357605,68.37459564208984,35.198768615722656,91.53907267252605
2640,-0.6804959774017334,67.29759216308594,34.92738342285156,90.03916931152344
2700,-0.6817878484725952,66.25498962402344,34.699951171875,88.52869160970052
2760,-0.684194803237915,65.1888198852539,34.41581344604492,87.04210408528645
2820,-0.6859591007232666,64.09956359863281,34.15128707885742,85.5256830851237
2880,-0.6874324083328247,63.11852264404297,33.90771484375,84.10378774007161
2940,-0.6887933015823364,62.18438720703125,33.6568717956543,82.75122324625652
3000,-0.6898104548454285,61.243064880371094,33.4105110168457,81.3737564086914
3060,-0.6912417411804199,60.34532928466797,33.14647674560547,80.0968526204427
3120,-0.6928014755249023,59.493133544921875,32.921504974365234,78.83014678955078
3180,-0.6941736936569214,58.649635314941406,32.695945739746094,77.5966288248698
3240,-0.6948049664497375,57.8064079284668,32.45500183105469,76.35062154134114
3300,-0.6964365839958191,57.009979248046875,32.26203536987305,75.11984507242839
3360,-0.6975629925727844,56.13896942138672,32.00216293334961,73.85359446207683
3420,-0.698607325553894,55.32062911987305,31.752891540527344,72.66000366210938
3480,-0.6998016238212585,54.51496887207031,31.495346069335938,71.47381337483723
3540,-0.7012829184532166,53.73268127441406,31.270320892333984,70.29408518473308
3600,-0.7024348974227905,53.00288009643555,31.037199020385742,69.19652811686198
3660,-0.7032835483551025,52.270111083984375,30.82678985595703,68.0890604654948
3720,-0.7043710350990295,51.57469940185547,30.592853546142578,67.05190531412761
3780,-0.7050619125366211,50.935020446777344,30.4136962890625,66.01893615722656
3840,-0.706305205821991,50.300270080566406,30.22127914428711,65.02857208251953
3900,-0.7070307731628418,49.667816162109375,30.02557373046875,64.04688898722331
3960,-0.708076000213623,49.01044845581055,29.76395034790039,63.10400517781576
4020,-0.7091917395591736,48.352840423583984,29.522930145263672,62.10931650797526
4080,-0.7097827792167664,47.72895050048828,29.31665802001953,61.134595235188804
4140,-0.710637629032135,47.109676361083984,29.095439910888672,60.18566767374674
4200,-0.7114456295967102,46.50495910644531,28.881370544433594,59.27071762084961
4260,-0.712081253528595,45.93202209472656,28.67340660095215,58.37954076131185
4320,-0.7125239968299866,45.39808654785156,28.51277732849121,57.52289835611979
4380,-0.7130650281906128,44.88911437988281,28.335538864135742,56.703914642333984
4440,-0.7141051888465881,44.37104034423828,28.151195526123047,55.86148198445638
4500,-0.714880645275116,43.87602996826172,27.986282348632812,55.0485725402832
4560,-0.7153924107551575,43.3711051940918,27.80661392211914,54.24748865763346
4620,-0.7161174416542053,42.86846923828125,27.626293182373047,53.420135498046875
4680,-0.7166236639022827,42.38242721557617,27.455753326416016,52.6279182434082
