problem_type,n,type_instance,M,fitness
QUBO,64,0,1,-204.0
QUBO,64,0,1,-210.0
QUBO,64,0,1,-202.0
QUBO,64,0,1,-206.0
QUBO,64,0,1,-200.0
QUBO,64,0,1,-190.0
QUBO,64,0,1,-208.0
QUBO,64,0,1,-204.0
QUBO,64,0,1,-182.0
QUBO,64,0,1,-186.0
QUBO,64,0,1,-189.0
QUBO,64,0,1,-215.0
QUBO,64,0,1,-203.0
QUBO,64,0,1,-197.0
QUBO,64,0,1,-191.0
QUBO,64,0,1,-195.0
QUBO,64,0,1,-217.0
QUBO,64,0,1,-207.0
QUBO,64,0,1,-187.0
QUBO,64,0,1,-185.0
QUBO,64,0,1,-197.0
QUBO,64,0,1,-187.0
QUBO,64,0,1,-181.0
QUBO,64,0,1,-201.0
QUBO,64,0,1,-201.0
QUBO,64,0,1,-165.0
QUBO,64,0,1,-177.0
QUBO,64,0,1,-203.0
QUBO,64,0,1,-177.0
QUBO,64,0,1,-195.0
QUBO,64,0,1,-209.0
QUBO,64,0,1,-213.0
QUBO,64,0,1,-193.0
QUBO,64,0,1,-203.0
QUBO,64,0,1,-189.0
QUBO,64,0,1,-193.0
QUBO,64,0,1,-207.0
QUBO,64,0,1,-191.0
QUBO,64,0,1,-189.0
QUBO,64,0,1,-197.0
QUBO,64,0,1,-172.0
QUBO,64,0,1,-198.0
QUBO,64,0,1,-186.0
QUBO,64,0,1,-192.0
QUBO,64,0,1,-194.0
QUBO,64,0,1,-204.0
QUBO,64,0,1,-200.0
QUBO,64,0,1,-192.0
QUBO,64,0,1,-188.0
QUBO,64,0,1,-192.0
QUBO,64,0,1,-200.0
QUBO,64,0,1,-170.0
QUBO,64,0,1,-220.0
QUBO,64,0,1,-210.0
QUBO,64,0,1,-222.0
QUBO,64,0,1,-222.0
QUBO,64,0,1,-222.0
QUBO,64,0,1,-156.0
QUBO,64,0,1,-224.0
QUBO,64,0,1,-176.0
QUBO,64,0,1,-180.0
QUBO,64,0,1,-170.0
QUBO,64,0,1,-198.0
QUBO,64,0,1,-176.0
QUBO,64,0,1,-182.0
QUBO,64,0,1,-158.0
QUBO,64,0,1,-178.0
QUBO,64,0,1,-172.0
QUBO,64,0,1,-182.0
QUBO,64,0,1,-172.0
QUBO,64,0,1,-173.0
QUBO,64,0,1,-177.0
QUBO,64,0,1,-175.0
QUBO,64,0,1,-183.0
QUBO,64,0,1,-181.0
QUBO,64,0,1,-183.0
QUBO,64,0,1,-175.0
QUBO,64,0,1,-179.0
QUBO,64,0,1,-163.0
QUBO,64,0,1,-161.0
QUBO,64,0,1,-211.0
QUBO,64,0,1,-209.0
QUBO,64,0,1,-203.0
QUBO,64,0,1,-219.0
QUBO,64,0,1,-185.0
QUBO,64,0,1,-191.0
QUBO,64,0,1,-195.0
QUBO,64,0,1,-195.0
QUBO,64,0,1,-185.0
QUBO,64,0,1,-213.0
QUBO,64,0,1,-201.0
QUBO,64,0,1,-203.0
QUBO,64,0,1,-179.0
QUBO,64,0,1,-183.0
QUBO,64,0,1,-197.0
QUBO,64,0,1,-197.0
QUBO,64,0,1,-205.0
QUBO,64,0,1,-181.0
QUBO,64,0,1,-195.0
QUBO,64,0,1,-177.0
QUBO,64,0,2,-190.0
QUBO,64,0,2,-208.0
QUBO,64,0,2,-188.0
QUBO,64,0,2,-216.0
QUBO,64,0,2,-218.0
QUBO,64,0,2,-206.0
QUBO,64,0,2,-184.0
QUBO,64,0,2,-192.0
QUBO,64,0,2,-206.0
QUBO,64,0,2,-202.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-181.0
QUBO,64,0,2,-205.0
QUBO,64,0,2,-205.0
QUBO,64,0,2,-215.0
QUBO,64,0,2,-213.0
QUBO,64,0,2,-181.0
QUBO,64,0,2,-215.0
QUBO,64,0,2,-195.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-175.0
QUBO,64,0,2,-179.0
QUBO,64,0,2,-195.0
QUBO,64,0,2,-197.0
QUBO,64,0,2,-187.0
QUBO,64,0,2,-187.0
QUBO,64,0,2,-195.0
QUBO,64,0,2,-185.0
QUBO,64,0,2,-197.0
QUBO,64,0,2,-199.0
QUBO,64,0,2,-203.0
QUBO,64,0,2,-207.0
QUBO,64,0,2,-195.0
QUBO,64,0,2,-193.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-189.0
QUBO,64,0,2,-193.0
QUBO,64,0,2,-197.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-198.0
QUBO,64,0,2,-180.0
QUBO,64,0,2,-212.0
QUBO,64,0,2,-190.0
QUBO,64,0,2,-204.0
QUBO,64,0,2,-194.0
QUBO,64,0,2,-182.0
QUBO,64,0,2,-194.0
QUBO,64,0,2,-192.0
QUBO,64,0,2,-198.0
QUBO,64,0,2,-214.0
QUBO,64,0,2,-204.0
QUBO,64,0,2,-156.0
QUBO,64,0,2,-158.0
QUBO,64,0,2,-162.0
QUBO,64,0,2,-224.0
QUBO,64,0,2,-206.0
QUBO,64,0,2,-166.0
QUBO,64,0,2,-224.0
QUBO,64,0,2,-178.0
QUBO,64,0,2,-174.0
QUBO,64,0,2,-170.0
QUBO,64,0,2,-184.0
QUBO,64,0,2,-184.0
QUBO,64,0,2,-172.0
QUBO,64,0,2,-192.0
QUBO,64,0,2,-192.0
QUBO,64,0,2,-186.0
QUBO,64,0,2,-178.0
QUBO,64,0,2,-184.0
QUBO,64,0,2,-179.0
QUBO,64,0,2,-191.0
QUBO,64,0,2,-185.0
QUBO,64,0,2,-179.0
QUBO,64,0,2,-183.0
QUBO,64,0,2,-183.0
QUBO,64,0,2,-191.0
QUBO,64,0,2,-175.0
QUBO,64,0,2,-181.0
QUBO,64,0,2,-175.0
QUBO,64,0,2,-217.0
QUBO,64,0,2,-215.0
QUBO,64,0,2,-183.0
QUBO,64,0,2,-215.0
QUBO,64,0,2,-215.0
QUBO,64,0,2,-207.0
QUBO,64,0,2,-219.0
QUBO,64,0,2,-221.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-199.0
QUBO,64,0,2,-199.0
QUBO,64,0,2,-181.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-205.0
QUBO,64,0,2,-207.0
QUBO,64,0,2,-195.0
QUBO,64,0,2,-193.0
QUBO,64,0,2,-193.0
QUBO,64,0,2,-201.0
QUBO,64,0,2,-209.0
QUBO,64,0,4,-210.0
QUBO,64,0,4,-212.0
QUBO,64,0,4,-202.0
QUBO,64,0,4,-208.0
QUBO,64,0,4,-194.0
QUBO,64,0,4,-198.0
QUBO,64,0,4,-194.0
QUBO,64,0,4,-196.0
QUBO,64,0,4,-190.0
QUBO,64,0,4,-198.0
QUBO,64,0,4,-209.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-205.0
QUBO,64,0,4,-215.0
QUBO,64,0,4,-211.0
QUBO,64,0,4,-213.0
QUBO,64,0,4,-205.0
QUBO,64,0,4,-219.0
QUBO,64,0,4,-193.0
QUBO,64,0,4,-203.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-209.0
QUBO,64,0,4,-195.0
QUBO,64,0,4,-191.0
QUBO,64,0,4,-201.0
QUBO,64,0,4,-183.0
QUBO,64,0,4,-201.0
QUBO,64,0,4,-193.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-213.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-199.0
QUBO,64,0,4,-211.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-201.0
QUBO,64,0,4,-203.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-207.0
QUBO,64,0,4,-199.0
QUBO,64,0,4,-198.0
QUBO,64,0,4,-200.0
QUBO,64,0,4,-206.0
QUBO,64,0,4,-198.0
QUBO,64,0,4,-196.0
QUBO,64,0,4,-186.0
QUBO,64,0,4,-198.0
QUBO,64,0,4,-190.0
QUBO,64,0,4,-196.0
QUBO,64,0,4,-208.0
QUBO,64,0,4,-220.0
QUBO,64,0,4,-222.0
QUBO,64,0,4,-216.0
QUBO,64,0,4,-224.0
QUBO,64,0,4,-220.0
QUBO,64,0,4,-224.0
QUBO,64,0,4,-220.0
QUBO,64,0,4,-224.0
QUBO,64,0,4,-224.0
QUBO,64,0,4,-214.0
QUBO,64,0,4,-178.0
QUBO,64,0,4,-194.0
QUBO,64,0,4,-182.0
QUBO,64,0,4,-180.0
QUBO,64,0,4,-182.0
QUBO,64,0,4,-178.0
QUBO,64,0,4,-178.0
QUBO,64,0,4,-188.0
QUBO,64,0,4,-180.0
QUBO,64,0,4,-194.0
QUBO,64,0,4,-187.0
QUBO,64,0,4,-183.0
QUBO,64,0,4,-201.0
QUBO,64,0,4,-187.0
QUBO,64,0,4,-189.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-175.0
QUBO,64,0,4,-189.0
QUBO,64,0,4,-183.0
QUBO,64,0,4,-205.0
QUBO,64,0,4,-219.0
QUBO,64,0,4,-221.0
QUBO,64,0,4,-217.0
QUBO,64,0,4,-219.0
QUBO,64,0,4,-205.0
QUBO,64,0,4,-215.0
QUBO,64,0,4,-215.0
QUBO,64,0,4,-199.0
QUBO,64,0,4,-217.0
QUBO,64,0,4,-193.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-203.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-195.0
QUBO,64,0,4,-199.0
QUBO,64,0,4,-199.0
QUBO,64,0,4,-197.0
QUBO,64,0,4,-211.0
QUBO,64,0,4,-191.0
QUBO,64,0,4,-201.0
QUBO,64,0,8,-180.0
QUBO,64,0,8,-178.0
QUBO,64,0,8,-190.0
QUBO,64,0,8,-198.0
QUBO,64,0,8,-200.0
QUBO,64,0,8,-204.0
QUBO,64,0,8,-188.0
QUBO,64,0,8,-180.0
QUBO,64,0,8,-208.0
QUBO,64,0,8,-178.0
QUBO,64,0,8,-187.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-193.0
QUBO,64,0,8,-201.0
QUBO,64,0,8,-189.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-187.0
QUBO,64,0,8,-203.0
QUBO,64,0,8,-181.0
QUBO,64,0,8,-199.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-193.0
QUBO,64,0,8,-177.0
QUBO,64,0,8,-185.0
QUBO,64,0,8,-175.0
QUBO,64,0,8,-185.0
QUBO,64,0,8,-185.0
QUBO,64,0,8,-189.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-187.0
QUBO,64,0,8,-207.0
QUBO,64,0,8,-185.0
QUBO,64,0,8,-195.0
QUBO,64,0,8,-185.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-199.0
QUBO,64,0,8,-179.0
QUBO,64,0,8,-200.0
QUBO,64,0,8,-190.0
QUBO,64,0,8,-182.0
QUBO,64,0,8,-162.0
QUBO,64,0,8,-180.0
QUBO,64,0,8,-182.0
QUBO,64,0,8,-182.0
QUBO,64,0,8,-192.0
QUBO,64,0,8,-192.0
QUBO,64,0,8,-190.0
QUBO,64,0,8,-212.0
QUBO,64,0,8,-222.0
QUBO,64,0,8,-212.0
QUBO,64,0,8,-184.0
QUBO,64,0,8,-170.0
QUBO,64,0,8,-206.0
QUBO,64,0,8,-214.0
QUBO,64,0,8,-218.0
QUBO,64,0,8,-222.0
QUBO,64,0,8,-178.0
QUBO,64,0,8,-176.0
QUBO,64,0,8,-176.0
QUBO,64,0,8,-190.0
QUBO,64,0,8,-176.0
QUBO,64,0,8,-188.0
QUBO,64,0,8,-170.0
QUBO,64,0,8,-174.0
QUBO,64,0,8,-182.0
QUBO,64,0,8,-176.0
QUBO,64,0,8,-164.0
QUBO,64,0,8,-183.0
QUBO,64,0,8,-175.0
QUBO,64,0,8,-167.0
QUBO,64,0,8,-175.0
QUBO,64,0,8,-163.0
QUBO,64,0,8,-187.0
QUBO,64,0,8,-181.0
QUBO,64,0,8,-181.0
QUBO,64,0,8,-183.0
QUBO,64,0,8,-151.0
QUBO,64,0,8,-177.0
QUBO,64,0,8,-203.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-177.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-207.0
QUBO,64,0,8,-183.0
QUBO,64,0,8,-201.0
QUBO,64,0,8,-205.0
QUBO,64,0,8,-197.0
QUBO,64,0,8,-181.0
QUBO,64,0,8,-183.0
QUBO,64,0,8,-191.0
QUBO,64,0,8,-199.0
QUBO,64,0,8,-183.0
QUBO,64,0,8,-199.0
QUBO,64,0,8,-193.0
QUBO,64,0,8,-199.0
QUBO,64,0,8,-175.0
QUBO,64,0,8,-169.0
QUBO,64,0,10,-182.0
QUBO,64,0,10,-166.0
QUBO,64,0,10,-152.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-180.0
QUBO,64,0,10,-166.0
QUBO,64,0,10,-146.0
QUBO,64,0,10,-142.0
QUBO,64,0,10,-148.0
QUBO,64,0,10,-177.0
QUBO,64,0,10,-149.0
QUBO,64,0,10,-177.0
QUBO,64,0,10,-145.0
QUBO,64,0,10,-141.0
QUBO,64,0,10,-175.0
QUBO,64,0,10,-189.0
QUBO,64,0,10,-161.0
QUBO,64,0,10,-155.0
QUBO,64,0,10,-169.0
QUBO,64,0,10,-153.0
QUBO,64,0,10,-159.0
QUBO,64,0,10,-149.0
QUBO,64,0,10,-161.0
QUBO,64,0,10,-153.0
QUBO,64,0,10,-135.0
QUBO,64,0,10,-169.0
QUBO,64,0,10,-149.0
QUBO,64,0,10,-185.0
QUBO,64,0,10,-163.0
QUBO,64,0,10,-151.0
QUBO,64,0,10,-161.0
QUBO,64,0,10,-163.0
QUBO,64,0,10,-155.0
QUBO,64,0,10,-131.0
QUBO,64,0,10,-159.0
QUBO,64,0,10,-169.0
QUBO,64,0,10,-167.0
QUBO,64,0,10,-149.0
QUBO,64,0,10,-157.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-174.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-172.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-156.0
QUBO,64,0,10,-146.0
QUBO,64,0,10,-170.0
QUBO,64,0,10,-182.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-196.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-204.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-178.0
QUBO,64,0,10,-206.0
QUBO,64,0,10,-198.0
QUBO,64,0,10,-174.0
QUBO,64,0,10,-146.0
QUBO,64,0,10,-156.0
QUBO,64,0,10,-128.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-160.0
QUBO,64,0,10,-156.0
QUBO,64,0,10,-148.0
QUBO,64,0,10,-144.0
QUBO,64,0,10,-146.0
QUBO,64,0,10,-134.0
QUBO,64,0,10,-149.0
QUBO,64,0,10,-181.0
QUBO,64,0,10,-165.0
QUBO,64,0,10,-163.0
QUBO,64,0,10,-137.0
QUBO,64,0,10,-175.0
QUBO,64,0,10,-141.0
QUBO,64,0,10,-143.0
QUBO,64,0,10,-127.0
QUBO,64,0,10,-165.0
QUBO,64,0,10,-173.0
QUBO,64,0,10,-179.0
QUBO,64,0,10,-177.0
QUBO,64,0,10,-141.0
QUBO,64,0,10,-173.0
QUBO,64,0,10,-187.0
QUBO,64,0,10,-153.0
QUBO,64,0,10,-195.0
QUBO,64,0,10,-167.0
QUBO,64,0,10,-147.0
QUBO,64,0,10,-145.0
QUBO,64,0,10,-159.0
QUBO,64,0,10,-181.0
QUBO,64,0,10,-163.0
QUBO,64,0,10,-151.0
QUBO,64,0,10,-145.0
QUBO,64,0,10,-185.0
QUBO,64,0,10,-147.0
QUBO,64,0,10,-187.0
QUBO,64,0,10,-151.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-142.0
QUBO,64,1,1,-152.0
QUBO,64,1,1,-150.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-144.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-146.0
QUBO,64,1,1,-146.0
QUBO,64,1,1,-124.0
QUBO,64,1,1,-137.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-139.0
QUBO,64,1,1,-139.0
QUBO,64,1,1,-139.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-139.0
QUBO,64,1,1,-139.0
QUBO,64,1,1,-117.0
QUBO,64,1,1,-133.0
QUBO,64,1,1,-133.0
QUBO,64,1,1,-151.0
QUBO,64,1,1,-151.0
QUBO,64,1,1,-149.0
QUBO,64,1,1,-151.0
QUBO,64,1,1,-129.0
QUBO,64,1,1,-119.0
QUBO,64,1,1,-149.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-127.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-179.0
QUBO,64,1,1,-179.0
QUBO,64,1,1,-137.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-119.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-179.0
QUBO,64,1,1,-179.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-158.0
QUBO,64,1,1,-132.0
QUBO,64,1,1,-150.0
QUBO,64,1,1,-160.0
QUBO,64,1,1,-142.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-156.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-160.0
QUBO,64,1,1,-158.0
QUBO,64,1,1,-136.0
QUBO,64,1,1,-154.0
QUBO,64,1,1,-142.0
QUBO,64,1,1,-142.0
QUBO,64,1,1,-158.0
QUBO,64,1,1,-150.0
QUBO,64,1,1,-164.0
QUBO,64,1,1,-164.0
QUBO,64,1,1,-164.0
QUBO,64,1,1,-136.0
QUBO,64,1,1,-146.0
QUBO,64,1,1,-114.0
QUBO,64,1,1,-134.0
QUBO,64,1,1,-136.0
QUBO,64,1,1,-136.0
QUBO,64,1,1,-140.0
QUBO,64,1,1,-134.0
QUBO,64,1,1,-98.0
QUBO,64,1,1,-120.0
QUBO,64,1,1,-133.0
QUBO,64,1,1,-155.0
QUBO,64,1,1,-137.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-117.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-155.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-123.0
QUBO,64,1,1,-155.0
QUBO,64,1,1,-157.0
QUBO,64,1,1,-153.0
QUBO,64,1,1,-143.0
QUBO,64,1,1,-145.0
QUBO,64,1,1,-151.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-157.0
QUBO,64,1,1,-157.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-113.0
QUBO,64,1,1,-141.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-127.0
QUBO,64,1,1,-131.0
QUBO,64,1,1,-125.0
QUBO,64,1,1,-131.0
QUBO,64,1,2,-142.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-146.0
QUBO,64,1,2,-146.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-111.0
QUBO,64,1,2,-131.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-147.0
QUBO,64,1,2,-147.0
QUBO,64,1,2,-151.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-149.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-147.0
QUBO,64,1,2,-135.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-135.0
QUBO,64,1,2,-131.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-179.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-156.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-154.0
QUBO,64,1,2,-156.0
QUBO,64,1,2,-138.0
QUBO,64,1,2,-158.0
QUBO,64,1,2,-158.0
QUBO,64,1,2,-130.0
QUBO,64,1,2,-160.0
QUBO,64,1,2,-158.0
QUBO,64,1,2,-146.0
QUBO,64,1,2,-158.0
QUBO,64,1,2,-158.0
QUBO,64,1,2,-140.0
QUBO,64,1,2,-164.0
QUBO,64,1,2,-148.0
QUBO,64,1,2,-164.0
QUBO,64,1,2,-164.0
QUBO,64,1,2,-164.0
QUBO,64,1,2,-134.0
QUBO,64,1,2,-134.0
QUBO,64,1,2,-140.0
QUBO,64,1,2,-136.0
QUBO,64,1,2,-140.0
QUBO,64,1,2,-140.0
QUBO,64,1,2,-140.0
QUBO,64,1,2,-146.0
QUBO,64,1,2,-134.0
QUBO,64,1,2,-114.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-157.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-155.0
QUBO,64,1,2,-157.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-153.0
QUBO,64,1,2,-151.0
QUBO,64,1,2,-145.0
QUBO,64,1,2,-139.0
QUBO,64,1,2,-143.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-125.0
QUBO,64,1,2,-131.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-127.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-135.0
QUBO,64,1,2,-141.0
QUBO,64,1,2,-127.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-124.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-150.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-139.0
QUBO,64,1,4,-137.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-137.0
QUBO,64,1,4,-111.0
QUBO,64,1,4,-123.0
QUBO,64,1,4,-137.0
QUBO,64,1,4,-139.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-147.0
QUBO,64,1,4,-135.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-135.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-149.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-147.0
QUBO,64,1,4,-147.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-139.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-179.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-140.0
QUBO,64,1,4,-160.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-160.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-164.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-164.0
QUBO,64,1,4,-164.0
QUBO,64,1,4,-154.0
QUBO,64,1,4,-164.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-146.0
QUBO,64,1,4,-158.0
QUBO,64,1,4,-142.0
QUBO,64,1,4,-140.0
QUBO,64,1,4,-146.0
QUBO,64,1,4,-136.0
QUBO,64,1,4,-146.0
QUBO,64,1,4,-136.0
QUBO,64,1,4,-140.0
QUBO,64,1,4,-140.0
QUBO,64,1,4,-146.0
QUBO,64,1,4,-124.0
QUBO,64,1,4,-146.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-139.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-155.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-143.0
QUBO,64,1,4,-157.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-147.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-139.0
QUBO,64,1,4,-145.0
QUBO,64,1,4,-129.0
QUBO,64,1,4,-151.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-127.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-131.0
QUBO,64,1,4,-127.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-141.0
QUBO,64,1,4,-135.0
QUBO,64,1,8,-150.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-152.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-150.0
QUBO,64,1,8,-150.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-152.0
QUBO,64,1,8,-141.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-141.0
QUBO,64,1,8,-141.0
QUBO,64,1,8,-141.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-139.0
QUBO,64,1,8,-147.0
QUBO,64,1,8,-141.0
QUBO,64,1,8,-143.0
QUBO,64,1,8,-137.0
QUBO,64,1,8,-149.0
QUBO,64,1,8,-147.0
QUBO,64,1,8,-145.0
QUBO,64,1,8,-145.0
QUBO,64,1,8,-149.0
QUBO,64,1,8,-129.0
QUBO,64,1,8,-171.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-179.0
QUBO,64,1,8,-171.0
QUBO,64,1,8,-173.0
QUBO,64,1,8,-177.0
QUBO,64,1,8,-148.0
QUBO,64,1,8,-150.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-162.0
QUBO,64,1,8,-156.0
QUBO,64,1,8,-146.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-158.0
QUBO,64,1,8,-154.0
QUBO,64,1,8,-164.0
QUBO,64,1,8,-156.0
QUBO,64,1,8,-140.0
QUBO,64,1,8,-134.0
QUBO,64,1,8,-142.0
QUBO,64,1,8,-138.0
QUBO,64,1,8,-144.0
QUBO,64,1,8,-136.0
QUBO,64,1,8,-134.0
QUBO,64,1,8,-140.0
QUBO,64,1,8,-140.0
QUBO,64,1,8,-134.0
QUBO,64,1,8,-155.0
QUBO,64,1,8,-139.0
QUBO,64,1,8,-155.0
