problem_type,n,type_instance,M,fitness
QUBO,128,3,2,-1257.0
QUBO,128,3,2,-1189.0
QUBO,128,3,2,-1265.0
QUBO,128,3,2,-1155.0
QUBO,128,3,2,-1195.0
QUBO,128,3,2,-1251.0
QUBO,128,3,2,-1203.0
QUBO,128,3,2,-1261.0
QUBO,128,3,2,-1261.0
QUBO,128,3,2,-1143.0
QUBO,128,3,2,-1145.0
QUBO,128,3,2,-1147.0
QUBO,128,3,2,-1129.0
QUBO,128,3,2,-1093.0
QUBO,128,3,2,-1199.0
QUBO,128,3,2,-1137.0
QUBO,128,3,2,-1157.0
QUBO,128,3,2,-1199.0
QUBO,128,3,2,-1107.0
QUBO,128,3,2,-1166.0
QUBO,128,3,2,-1224.0
QUBO,128,3,2,-1132.0
QUBO,128,3,2,-1202.0
QUBO,128,3,2,-1152.0
QUBO,128,3,2,-1128.0
QUBO,128,3,2,-1248.0
QUBO,128,3,2,-1204.0
QUBO,128,3,2,-1182.0
QUBO,128,3,2,-1198.0
QUBO,128,3,2,-1259.0
QUBO,128,3,2,-1137.0
QUBO,128,3,2,-1261.0
QUBO,128,3,2,-1285.0
QUBO,128,3,2,-1219.0
QUBO,128,3,2,-1223.0
QUBO,128,3,2,-1165.0
QUBO,128,3,2,-1183.0
QUBO,128,3,2,-1215.0
QUBO,128,3,2,-1173.0
QUBO,128,3,2,-1236.0
QUBO,128,3,2,-1228.0
QUBO,128,3,2,-1286.0
QUBO,128,3,2,-1270.0
QUBO,128,3,2,-1142.0
QUBO,128,3,2,-1118.0
QUBO,128,3,2,-1112.0
QUBO,128,3,2,-1166.0
QUBO,128,3,2,-1146.0
QUBO,128,3,2,-1168.0
QUBO,128,3,2,-1184.0
QUBO,128,3,2,-1210.0
QUBO,128,3,2,-1206.0
QUBO,128,3,2,-1118.0
QUBO,128,3,2,-1188.0
QUBO,128,3,2,-1088.0
QUBO,128,3,2,-1214.0
QUBO,128,3,2,-1212.0
QUBO,128,3,2,-1146.0
QUBO,128,3,2,-1196.0
QUBO,128,3,2,-1369.0
QUBO,128,3,2,-1249.0
QUBO,128,3,2,-1165.0
QUBO,128,3,2,-1251.0
QUBO,128,3,2,-1243.0
QUBO,128,3,2,-1225.0
QUBO,128,3,2,-1331.0
QUBO,128,3,2,-1197.0
QUBO,128,3,2,-1261.0
QUBO,128,3,2,-1211.0
QUBO,128,3,4,-1192.0
QUBO,128,3,4,-1130.0
QUBO,128,3,4,-1206.0
QUBO,128,3,4,-1104.0
QUBO,128,3,4,-1148.0
QUBO,128,3,4,-1106.0
QUBO,128,3,4,-1120.0
QUBO,128,3,4,-1170.0
QUBO,128,3,4,-1114.0
QUBO,128,3,4,-1096.0
QUBO,128,3,4,-1135.0
QUBO,128,3,4,-1217.0
QUBO,128,3,4,-1289.0
QUBO,128,3,4,-1249.0
QUBO,128,3,4,-1165.0
QUBO,128,3,4,-1211.0
QUBO,128,3,4,-1321.0
QUBO,128,3,4,-1163.0
QUBO,128,3,4,-1099.0
QUBO,128,3,4,-1263.0
QUBO,128,3,4,-1080.0
QUBO,128,3,4,-1178.0
QUBO,128,3,4,-1156.0
QUBO,128,3,4,-1104.0
QUBO,128,3,4,-1160.0
QUBO,128,3,4,-1170.0
QUBO,128,3,4,-1102.0
QUBO,128,3,4,-1120.0
QUBO,128,3,4,-1100.0
QUBO,128,3,4,-1174.0
QUBO,128,3,4,-1129.0
QUBO,128,3,4,-1235.0
QUBO,128,3,4,-1203.0
QUBO,128,3,4,-1227.0
QUBO,128,3,4,-1263.0
QUBO,128,3,4,-1183.0
QUBO,128,3,4,-1205.0
QUBO,128,3,4,-1185.0
QUBO,128,3,4,-1265.0
QUBO,128,3,4,-1199.0
QUBO,128,3,4,-1087.0
QUBO,128,3,4,-1107.0
QUBO,128,3,4,-1065.0
QUBO,128,3,4,-1123.0
QUBO,128,3,4,-1257.0
QUBO,128,3,4,-1151.0
QUBO,128,3,4,-1089.0
QUBO,128,3,4,-1125.0
QUBO,128,3,4,-1131.0
QUBO,128,3,4,-1193.0
QUBO,128,3,4,-1092.0
QUBO,128,3,4,-1144.0
QUBO,128,3,4,-1186.0
QUBO,128,3,4,-1188.0
QUBO,128,3,4,-1166.0
QUBO,128,3,4,-1198.0
QUBO,128,3,4,-1200.0
QUBO,128,3,4,-1256.0
QUBO,128,3,4,-1122.0
QUBO,128,3,4,-1072.0
QUBO,128,3,4,-1275.0
QUBO,128,3,4,-1253.0
QUBO,128,3,4,-1207.0
QUBO,128,3,4,-1205.0
QUBO,128,3,4,-1157.0
QUBO,128,3,4,-1099.0
QUBO,128,3,4,-1245.0
QUBO,128,3,4,-1157.0
QUBO,128,3,4,-1121.0
QUBO,128,3,4,-1111.0
QUBO,128,3,4,-1196.0
QUBO,128,3,4,-1168.0
QUBO,128,3,4,-1264.0
QUBO,128,3,4,-1140.0
QUBO,128,3,4,-1156.0
QUBO,128,3,4,-1182.0
QUBO,128,3,4,-1102.0
QUBO,128,3,4,-1140.0
QUBO,128,3,4,-1150.0
QUBO,128,3,4,-1200.0
QUBO,128,3,4,-1212.0
QUBO,128,3,4,-1246.0
QUBO,128,3,4,-1218.0
QUBO,128,3,4,-1180.0
QUBO,128,3,4,-1116.0
QUBO,128,3,4,-1122.0
QUBO,128,3,4,-1120.0
QUBO,128,3,4,-1272.0
QUBO,128,3,4,-1274.0
QUBO,128,3,4,-1146.0
QUBO,128,3,4,-1215.0
QUBO,128,3,4,-1153.0
QUBO,128,3,4,-1311.0
QUBO,128,3,4,-1239.0
QUBO,128,3,4,-1231.0
QUBO,128,3,4,-1195.0
QUBO,128,3,4,-1277.0
QUBO,128,3,4,-1169.0
QUBO,128,3,4,-1297.0
QUBO,128,3,4,-1325.0
QUBO,128,3,8,-902.0
QUBO,128,3,8,-950.0
QUBO,128,3,8,-754.0
QUBO,128,3,8,-842.0
QUBO,128,3,8,-856.0
QUBO,128,3,8,-654.0
QUBO,128,3,8,-896.0
QUBO,128,3,8,-1050.0
QUBO,128,3,8,-740.0
QUBO,128,3,8,-824.0
QUBO,128,3,8,-883.0
QUBO,128,3,8,-793.0
QUBO,128,3,8,-659.0
QUBO,128,3,8,-743.0
QUBO,128,3,8,-899.0
QUBO,128,3,8,-697.0
QUBO,128,3,8,-953.0
QUBO,128,3,8,-713.0
QUBO,128,3,8,-813.0
QUBO,128,3,8,-865.0
QUBO,128,3,8,-784.0
QUBO,128,3,8,-866.0
QUBO,128,3,8,-798.0
QUBO,128,3,8,-778.0
QUBO,128,3,8,-800.0
QUBO,128,3,8,-912.0
QUBO,128,3,8,-716.0
QUBO,128,3,8,-838.0
QUBO,128,3,8,-808.0
QUBO,128,3,8,-738.0
QUBO,128,3,8,-873.0
QUBO,128,3,8,-861.0
QUBO,128,3,8,-959.0
QUBO,128,3,8,-1023.0
QUBO,128,3,8,-807.0
QUBO,128,3,8,-823.0
QUBO,128,3,8,-809.0
QUBO,128,3,8,-877.0
QUBO,128,3,8,-929.0
QUBO,128,3,8,-891.0
QUBO,128,3,8,-901.0
QUBO,128,3,8,-927.0
QUBO,128,3,8,-645.0
QUBO,128,3,8,-807.0
QUBO,128,3,8,-925.0
QUBO,128,3,8,-771.0
QUBO,128,3,8,-719.0
QUBO,128,3,8,-757.0
QUBO,128,3,8,-883.0
QUBO,128,3,8,-717.0
QUBO,128,3,8,-746.0
QUBO,128,3,8,-1002.0
QUBO,128,3,8,-778.0
QUBO,128,3,8,-756.0
QUBO,128,3,8,-744.0
QUBO,128,3,8,-710.0
QUBO,128,3,8,-864.0
QUBO,128,3,8,-688.0
QUBO,128,3,8,-636.0
QUBO,128,3,8,-832.0
QUBO,128,3,8,-745.0
QUBO,128,3,8,-793.0
QUBO,128,3,8,-849.0
QUBO,128,3,8,-987.0
QUBO,128,3,8,-753.0
QUBO,128,3,8,-783.0
QUBO,128,3,8,-765.0
QUBO,128,3,8,-1105.0
QUBO,128,3,8,-775.0
QUBO,128,3,8,-813.0
QUBO,128,3,8,-746.0
QUBO,128,3,8,-680.0
QUBO,128,3,8,-892.0
QUBO,128,3,8,-712.0
QUBO,128,3,8,-652.0
QUBO,128,3,8,-812.0
QUBO,128,3,8,-832.0
QUBO,128,3,8,-622.0
QUBO,128,3,8,-846.0
QUBO,128,3,8,-784.0
QUBO,128,3,8,-798.0
QUBO,128,3,8,-898.0
QUBO,128,3,8,-654.0
QUBO,128,3,8,-904.0
QUBO,128,3,8,-704.0
QUBO,128,3,8,-924.0
QUBO,128,3,8,-794.0
QUBO,128,3,8,-748.0
QUBO,128,3,8,-844.0
QUBO,128,3,8,-1010.0
QUBO,128,3,8,-879.0
QUBO,128,3,8,-883.0
QUBO,128,3,8,-921.0
QUBO,128,3,8,-795.0
QUBO,128,3,8,-935.0
QUBO,128,3,8,-1019.0
QUBO,128,3,8,-1093.0
QUBO,128,3,8,-833.0
QUBO,128,3,8,-975.0
QUBO,128,3,8,-795.0
QUBO,128,3,10,-574.0
QUBO,128,3,10,-548.0
QUBO,128,3,10,-488.0
QUBO,128,3,10,-558.0
QUBO,128,3,10,-516.0
QUBO,128,3,10,-732.0
QUBO,128,3,10,-480.0
QUBO,128,3,10,-498.0
QUBO,128,3,10,-502.0
QUBO,128,3,10,-542.0
QUBO,128,3,10,-479.0
QUBO,128,3,10,-591.0
QUBO,128,3,10,-557.0
QUBO,128,3,10,-657.0
QUBO,128,3,10,-649.0
QUBO,128,3,10,-523.0
QUBO,128,3,10,-563.0
QUBO,128,3,10,-649.0
QUBO,128,3,10,-657.0
QUBO,128,3,10,-561.0
QUBO,128,3,10,-592.0
QUBO,128,3,10,-462.0
QUBO,128,3,10,-630.0
QUBO,128,3,10,-482.0
QUBO,128,3,10,-556.0
QUBO,128,3,10,-498.0
QUBO,128,3,10,-498.0
QUBO,128,3,10,-500.0
QUBO,128,3,10,-476.0
QUBO,128,3,10,-544.0
QUBO,128,3,10,-569.0
QUBO,128,3,10,-711.0
QUBO,128,3,10,-577.0
QUBO,128,3,10,-497.0
QUBO,128,3,10,-509.0
QUBO,128,3,10,-547.0
QUBO,128,3,10,-665.0
QUBO,128,3,10,-733.0
QUBO,128,3,10,-499.0
QUBO,128,3,10,-533.0
QUBO,128,3,10,-705.0
QUBO,128,3,10,-557.0
QUBO,128,3,10,-461.0
QUBO,128,3,10,-623.0
QUBO,128,3,10,-479.0
QUBO,128,3,10,-511.0
QUBO,128,3,10,-537.0
QUBO,128,3,10,-497.0
QUBO,128,3,10,-469.0
QUBO,128,3,10,-677.0
QUBO,128,3,10,-482.0
QUBO,128,3,10,-502.0
QUBO,128,3,10,-596.0
QUBO,128,3,10,-536.0
QUBO,128,3,10,-544.0
QUBO,128,3,10,-510.0
QUBO,128,3,10,-548.0
QUBO,128,3,10,-530.0
QUBO,128,3,10,-586.0
QUBO,128,3,10,-664.0
QUBO,128,3,10,-541.0
QUBO,128,3,10,-509.0
QUBO,128,3,10,-583.0
QUBO,128,3,10,-543.0
QUBO,128,3,10,-637.0
QUBO,128,3,10,-475.0
QUBO,128,3,10,-445.0
QUBO,128,3,10,-503.0
QUBO,128,3,10,-719.0
QUBO,128,3,10,-569.0
QUBO,128,3,10,-666.0
QUBO,128,3,10,-730.0
QUBO,128,3,10,-634.0
QUBO,128,3,10,-744.0
QUBO,128,3,10,-522.0
QUBO,128,3,10,-536.0
QUBO,128,3,10,-460.0
QUBO,128,3,10,-626.0
QUBO,128,3,10,-448.0
QUBO,128,3,10,-786.0
QUBO,128,3,10,-642.0
QUBO,128,3,10,-706.0
QUBO,128,3,10,-512.0
QUBO,128,3,10,-568.0
QUBO,128,3,10,-524.0
QUBO,128,3,10,-610.0
QUBO,128,3,10,-610.0
QUBO,128,3,10,-576.0
QUBO,128,3,10,-440.0
QUBO,128,3,10,-620.0
QUBO,128,3,10,-555.0
QUBO,128,3,10,-615.0
QUBO,128,3,10,-749.0
QUBO,128,3,10,-727.0
QUBO,128,3,10,-549.0
QUBO,128,3,10,-593.0
QUBO,128,3,10,-617.0
QUBO,128,3,10,-599.0
QUBO,128,3,10,-523.0
QUBO,128,3,10,-557.0
QUBO,128,4,1,-964.0
QUBO,128,4,1,-982.0
QUBO,128,4,1,-1066.0
QUBO,128,4,1,-976.0
QUBO,128,4,1,-938.0
QUBO,128,4,1,-824.0
QUBO,128,4,1,-984.0
QUBO,128,4,1,-870.0
QUBO,128,4,1,-1076.0
QUBO,128,4,1,-848.0
QUBO,128,4,1,-873.0
QUBO,128,4,1,-863.0
QUBO,128,4,1,-873.0
QUBO,128,4,1,-839.0
QUBO,128,4,1,-821.0
QUBO,128,4,1,-857.0
QUBO,128,4,1,-831.0
QUBO,128,4,1,-829.0
QUBO,128,4,1,-833.0
QUBO,128,4,1,-913.0
QUBO,128,4,1,-932.0
QUBO,128,4,1,-886.0
QUBO,128,4,1,-874.0
QUBO,128,4,1,-936.0
QUBO,128,4,1,-926.0
QUBO,128,4,1,-948.0
QUBO,128,4,1,-932.0
QUBO,128,4,1,-930.0
QUBO,128,4,1,-912.0
QUBO,128,4,1,-904.0
QUBO,128,4,1,-967.0
QUBO,128,4,1,-1003.0
QUBO,128,4,1,-937.0
QUBO,128,4,1,-851.0
QUBO,128,4,1,-977.0
QUBO,128,4,1,-845.0
QUBO,128,4,1,-957.0
QUBO,128,4,1,-831.0
QUBO,128,4,1,-839.0
QUBO,128,4,1,-947.0
QUBO,128,4,1,-899.0
QUBO,128,4,1,-837.0
QUBO,128,4,1,-933.0
QUBO,128,4,1,-873.0
QUBO,128,4,1,-789.0
QUBO,128,4,1,-875.0
QUBO,128,4,1,-991.0
QUBO,128,4,1,-947.0
QUBO,128,4,1,-839.0
QUBO,128,4,1,-959.0
QUBO,128,4,1,-904.0
QUBO,128,4,1,-1044.0
QUBO,128,4,1,-852.0
QUBO,128,4,1,-910.0
QUBO,128,4,1,-878.0
QUBO,128,4,1,-996.0
QUBO,128,4,1,-814.0
QUBO,128,4,1,-892.0
QUBO,128,4,1,-878.0
QUBO,128,4,1,-894.0
QUBO,128,4,1,-823.0
QUBO,128,4,1,-897.0
QUBO,128,4,1,-783.0
QUBO,128,4,1,-893.0
QUBO,128,4,1,-849.0
QUBO,128,4,1,-835.0
QUBO,128,4,1,-847.0
QUBO,128,4,1,-885.0
QUBO,128,4,1,-839.0
QUBO,128,4,1,-795.0
QUBO,128,4,1,-898.0
QUBO,128,4,1,-942.0
QUBO,128,4,1,-856.0
QUBO,128,4,1,-922.0
QUBO,128,4,1,-934.0
QUBO,128,4,1,-916.0
QUBO,128,4,1,-958.0
QUBO,128,4,1,-900.0
QUBO,128,4,1,-990.0
QUBO,128,4,1,-942.0
QUBO,128,4,1,-898.0
QUBO,128,4,1,-930.0
QUBO,128,4,1,-830.0
QUBO,128,4,1,-878.0
QUBO,128,4,1,-942.0
QUBO,128,4,1,-940.0
QUBO,128,4,1,-970.0
QUBO,128,4,1,-960.0
QUBO,128,4,1,-874.0
QUBO,128,4,1,-932.0
QUBO,128,4,1,-977.0
QUBO,128,4,1,-935.0
QUBO,128,4,1,-953.0
QUBO,128,4,1,-983.0
QUBO,128,4,1,-1039.0
QUBO,128,4,1,-957.0
QUBO,128,4,1,-1063.0
QUBO,128,4,1,-1063.0
QUBO,128,4,1,-1023.0
QUBO,128,4,1,-919.0
QUBO,128,4,2,-1042.0
QUBO,128,4,2,-1048.0
QUBO,128,4,2,-1078.0
QUBO,128,4,2,-1046.0
QUBO,128,4,2,-982.0
QUBO,128,4,2,-988.0
QUBO,128,4,2,-1078.0
QUBO,128,4,2,-1008.0
QUBO,128,4,2,-1068.0
QUBO,128,4,2,-964.0
QUBO,128,4,2,-905.0
QUBO,128,4,2,-853.0
QUBO,128,4,2,-889.0
QUBO,128,4,2,-833.0
QUBO,128,4,2,-817.0
QUBO,128,4,2,-901.0
QUBO,128,4,2,-835.0
QUBO,128,4,2,-761.0
QUBO,128,4,2,-819.0
QUBO,128,4,2,-887.0
QUBO,128,4,2,-880.0
QUBO,128,4,2,-916.0
QUBO,128,4,2,-904.0
QUBO,128,4,2,-860.0
QUBO,128,4,2,-944.0
QUBO,128,4,2,-916.0
QUBO,128,4,2,-966.0
QUBO,128,4,2,-960.0
QUBO,128,4,2,-926.0
QUBO,128,4,2,-908.0
QUBO,128,4,2,-1023.0
QUBO,128,4,2,-947.0
QUBO,128,4,2,-851.0
QUBO,128,4,2,-1003.0
QUBO,128,4,2,-1025.0
QUBO,128,4,2,-787.0
QUBO,128,4,2,-987.0
QUBO,128,4,2,-947.0
QUBO,128,4,2,-955.0
QUBO,128,4,2,-871.0
QUBO,128,4,2,-947.0
QUBO,128,4,2,-925.0
QUBO,128,4,2,-857.0
QUBO,128,4,2,-985.0
QUBO,128,4,2,-967.0
QUBO,128,4,2,-943.0
QUBO,128,4,2,-863.0
QUBO,128,4,2,-963.0
QUBO,128,4,2,-957.0
QUBO,128,4,2,-933.0
QUBO,128,4,2,-1034.0
QUBO,128,4,2,-930.0
QUBO,128,4,2,-760.0
QUBO,128,4,2,-926.0
QUBO,128,4,2,-926.0
QUBO,128,4,2,-948.0
QUBO,128,4,2,-1012.0
QUBO,128,4,2,-1028.0
QUBO,128,4,2,-1050.0
QUBO,128,4,2,-822.0
QUBO,128,4,2,-877.0
QUBO,128,4,2,-831.0
QUBO,128,4,2,-871.0
QUBO,128,4,2,-841.0
QUBO,128,4,2,-879.0
QUBO,128,4,2,-847.0
QUBO,128,4,2,-891.0
QUBO,128,4,2,-871.0
QUBO,128,4,2,-819.0
QUBO,128,4,2,-809.0
QUBO,128,4,2,-926.0
QUBO,128,4,2,-932.0
QUBO,128,4,2,-858.0
QUBO,128,4,2,-910.0
QUBO,128,4,2,-966.0
QUBO,128,4,2,-884.0
QUBO,128,4,2,-900.0
QUBO,128,4,2,-878.0
QUBO,128,4,2,-878.0
QUBO,128,4,2,-922.0
QUBO,128,4,2,-898.0
QUBO,128,4,2,-936.0
QUBO,128,4,2,-934.0
QUBO,128,4,2,-896.0
QUBO,128,4,2,-952.0
QUBO,128,4,2,-818.0
QUBO,128,4,2,-930.0
QUBO,128,4,2,-852.0
QUBO,128,4,2,-914.0
QUBO,128,4,2,-844.0
QUBO,128,4,2,-1063.0
QUBO,128,4,2,-957.0
QUBO,128,4,2,-1043.0
QUBO,128,4,2,-1023.0
QUBO,128,4,2,-983.0
QUBO,128,4,2,-961.0
QUBO,128,4,2,-969.0
QUBO,128,4,2,-907.0
QUBO,128,4,2,-1063.0
QUBO,128,4,2,-967.0
QUBO,128,4,4,-1078.0
QUBO,128,4,4,-888.0
QUBO,128,4,4,-988.0
QUBO,128,4,4,-1026.0
QUBO,128,4,4,-928.0
QUBO,128,4,4,-1060.0
QUBO,128,4,4,-1070.0
QUBO,128,4,4,-1004.0
QUBO,128,4,4,-1020.0
QUBO,128,4,4,-1064.0
QUBO,128,4,4,-847.0
QUBO,128,4,4,-869.0
QUBO,128,4,4,-891.0
QUBO,128,4,4,-877.0
QUBO,128,4,4,-881.0
QUBO,128,4,4,-853.0
QUBO,128,4,4,-867.0
QUBO,128,4,4,-803.0
QUBO,128,4,4,-799.0
QUBO,128,4,4,-909.0
QUBO,128,4,4,-958.0
QUBO,128,4,4,-890.0
QUBO,128,4,4,-896.0
QUBO,128,4,4,-850.0
QUBO,128,4,4,-950.0
QUBO,128,4,4,-944.0
QUBO,128,4,4,-930.0
QUBO,128,4,4,-868.0
QUBO,128,4,4,-916.0
QUBO,128,4,4,-870.0
QUBO,128,4,4,-991.0
QUBO,128,4,4,-965.0
QUBO,128,4,4,-1025.0
QUBO,128,4,4,-1003.0
QUBO,128,4,4,-1025.0
QUBO,128,4,4,-921.0
QUBO,128,4,4,-961.0
QUBO,128,4,4,-999.0
QUBO,128,4,4,-1003.0
QUBO,128,4,4,-1015.0
QUBO,128,4,4,-891.0
QUBO,128,4,4,-911.0
QUBO,128,4,4,-845.0
QUBO,128,4,4,-893.0
QUBO,128,4,4,-913.0
QUBO,128,4,4,-911.0
QUBO,128,4,4,-943.0
QUBO,128,4,4,-1011.0
QUBO,128,4,4,-923.0
QUBO,128,4,4,-969.0
QUBO,128,4,4,-984.0
QUBO,128,4,4,-1048.0
QUBO,128,4,4,-932.0
QUBO,128,4,4,-938.0
QUBO,128,4,4,-950.0
QUBO,128,4,4,-978.0
QUBO,128,4,4,-978.0
QUBO,128,4,4,-962.0
QUBO,128,4,4,-1018.0
QUBO,128,4,4,-916.0
QUBO,128,4,4,-793.0
QUBO,128,4,4,-895.0
QUBO,128,4,4,-853.0
QUBO,128,4,4,-859.0
QUBO,128,4,4,-867.0
QUBO,128,4,4,-861.0
QUBO,128,4,4,-823.0
QUBO,128,4,4,-867.0
QUBO,128,4,4,-871.0
QUBO,128,4,4,-833.0
QUBO,128,4,4,-902.0
QUBO,128,4,4,-930.0
QUBO,128,4,4,-934.0
QUBO,128,4,4,-880.0
QUBO,128,4,4,-866.0
QUBO,128,4,4,-880.0
QUBO,128,4,4,-924.0
QUBO,128,4,4,-874.0
QUBO,128,4,4,-984.0
QUBO,128,4,4,-904.0
QUBO,128,4,4,-914.0
QUBO,128,4,4,-888.0
QUBO,128,4,4,-890.0
QUBO,128,4,4,-950.0
QUBO,128,4,4,-966.0
QUBO,128,4,4,-852.0
QUBO,128,4,4,-960.0
QUBO,128,4,4,-886.0
QUBO,128,4,4,-878.0
QUBO,128,4,4,-840.0
QUBO,128,4,4,-1035.0
QUBO,128,4,4,-939.0
QUBO,128,4,4,-893.0
QUBO,128,4,4,-951.0
QUBO,128,4,4,-1055.0
QUBO,128,4,4,-883.0
QUBO,128,4,4,-899.0
QUBO,128,4,4,-891.0
QUBO,128,4,4,-937.0
QUBO,128,4,4,-1001.0
QUBO,128,4,8,-930.0
QUBO,128,4,8,-904.0
QUBO,128,4,8,-760.0
QUBO,128,4,8,-852.0
QUBO,128,4,8,-776.0
QUBO,128,4,8,-740.0
QUBO,128,4,8,-876.0
QUBO,128,4,8,-946.0
QUBO,128,4,8,-818.0
QUBO,128,4,8,-778.0
QUBO,128,4,8,-673.0
QUBO,128,4,8,-649.0
QUBO,128,4,8,-735.0
QUBO,128,4,8,-671.0
QUBO,128,4,8,-691.0
QUBO,128,4,8,-623.0
QUBO,128,4,8,-645.0
QUBO,128,4,8,-615.0
QUBO,128,4,8,-751.0
QUBO,128,4,8,-655.0
QUBO,128,4,8,-756.0
QUBO,128,4,8,-744.0
QUBO,128,4,8,-712.0
QUBO,128,4,8,-788.0
QUBO,128,4,8,-828.0
QUBO,128,4,8,-790.0
QUBO,128,4,8,-752.0
QUBO,128,4,8,-844.0
QUBO,128,4,8,-818.0
QUBO,128,4,8,-728.0
QUBO,128,4,8,-847.0
QUBO,128,4,8,-797.0
QUBO,128,4,8,-715.0
QUBO,128,4,8,-745.0
QUBO,128,4,8,-841.0
QUBO,128,4,8,-825.0
QUBO,128,4,8,-671.0
QUBO,128,4,8,-677.0
QUBO,128,4,8,-847.0
QUBO,128,4,8,-727.0
QUBO,128,4,8,-737.0
QUBO,128,4,8,-759.0
QUBO,128,4,8,-721.0
QUBO,128,4,8,-873.0
QUBO,128,4,8,-701.0
QUBO,128,4,8,-839.0
QUBO,128,4,8,-899.0
QUBO,128,4,8,-675.0
QUBO,128,4,8,-723.0
QUBO,128,4,8,-791.0
QUBO,128,4,8,-878.0
QUBO,128,4,8,-774.0
QUBO,128,4,8,-778.0
QUBO,128,4,8,-696.0
QUBO,128,4,8,-784.0
QUBO,128,4,8,-814.0
QUBO,128,4,8,-706.0
QUBO,128,4,8,-720.0
QUBO,128,4,8,-840.0
QUBO,128,4,8,-714.0
QUBO,128,4,8,-669.0
QUBO,128,4,8,-739.0
QUBO,128,4,8,-753.0
QUBO,128,4,8,-677.0
QUBO,128,4,8,-669.0
QUBO,128,4,8,-707.0
QUBO,128,4,8,-657.0
QUBO,128,4,8,-757.0
QUBO,128,4,8,-677.0
QUBO,128,4,8,-657.0
QUBO,128,4,8,-776.0
QUBO,128,4,8,-848.0
QUBO,128,4,8,-716.0
QUBO,128,4,8,-774.0
QUBO,128,4,8,-642.0
QUBO,128,4,8,-758.0
QUBO,128,4,8,-684.0
QUBO,128,4,8,-708.0
QUBO,128,4,8,-766.0
QUBO,128,4,8,-664.0
QUBO,128,4,8,-644.0
QUBO,128,4,8,-792.0
QUBO,128,4,8,-782.0
QUBO,128,4,8,-702.0
QUBO,128,4,8,-664.0
QUBO,128,4,8,-712.0
QUBO,128,4,8,-734.0
QUBO,128,4,8,-810.0
QUBO,128,4,8,-706.0
QUBO,128,4,8,-714.0
QUBO,128,4,8,-913.0
QUBO,128,4,8,-793.0
QUBO,128,4,8,-775.0
QUBO,128,4,8,-709.0
QUBO,128,4,8,-803.0
QUBO,128,4,8,-781.0
QUBO,128,4,8,-773.0
QUBO,128,4,8,-681.0
QUBO,128,4,8,-945.0
QUBO,128,4,8,-813.0
QUBO,128,4,10,-694.0
QUBO,128,4,10,-692.0
QUBO,128,4,10,-548.0
QUBO,128,4,10,-766.0
QUBO,128,4,10,-732.0
QUBO,128,4,10,-794.0
QUBO,128,4,10,-628.0
QUBO,128,4,10,-728.0
QUBO,128,4,10,-712.0
QUBO,128,4,10,-880.0
QUBO,128,4,10,-551.0
QUBO,128,4,10,-503.0
QUBO,128,4,10,-515.0
QUBO,128,4,10,-539.0
QUBO,128,4,10,-479.0
QUBO,128,4,10,-521.0
QUBO,128,4,10,-481.0
QUBO,128,4,10,-521.0
QUBO,128,4,10,-553.0
QUBO,128,4,10,-523.0
QUBO,128,4,10,-582.0
QUBO,128,4,10,-624.0
QUBO,128,4,10,-576.0
QUBO,128,4,10,-560.0
QUBO,128,4,10,-562.0
QUBO,128,4,10,-584.0
QUBO,128,4,10,-670.0
QUBO,128,4,10,-666.0
QUBO,128,4,10,-630.0
QUBO,128,4,10,-518.0
QUBO,128,4,10,-609.0
QUBO,128,4,10,-637.0
QUBO,128,4,10,-665.0
QUBO,128,4,10,-757.0
QUBO,128,4,10,-573.0
QUBO,128,4,10,-525.0
QUBO,128,4,10,-551.0
QUBO,128,4,10,-705.0
QUBO,128,4,10,-659.0
QUBO,128,4,10,-601.0
QUBO,128,4,10,-639.0
QUBO,128,4,10,-581.0
QUBO,128,4,10,-641.0
QUBO,128,4,10,-567.0
QUBO,128,4,10,-605.0
QUBO,128,4,10,-565.0
QUBO,128,4,10,-717.0
QUBO,128,4,10,-747.0
QUBO,128,4,10,-695.0
QUBO,128,4,10,-567.0
QUBO,128,4,10,-620.0
QUBO,128,4,10,-534.0
QUBO,128,4,10,-450.0
QUBO,128,4,10,-630.0
QUBO,128,4,10,-626.0
QUBO,128,4,10,-686.0
QUBO,128,4,10,-812.0
QUBO,128,4,10,-582.0
QUBO,128,4,10,-526.0
QUBO,128,4,10,-712.0
QUBO,128,4,10,-527.0
QUBO,128,4,10,-571.0
QUBO,128,4,10,-475.0
QUBO,128,4,10,-563.0
QUBO,128,4,10,-601.0
QUBO,128,4,10,-549.0
QUBO,128,4,10,-469.0
QUBO,128,4,10,-529.0
QUBO,128,4,10,-475.0
QUBO,128,4,10,-559.0
QUBO,128,4,10,-692.0
QUBO,128,4,10,-640.0
QUBO,128,4,10,-602.0
QUBO,128,4,10,-614.0
QUBO,128,4,10,-564.0
QUBO,128,4,10,-612.0
QUBO,128,4,10,-506.0
QUBO,128,4,10,-574.0
QUBO,128,4,10,-596.0
QUBO,128,4,10,-674.0
QUBO,128,4,10,-544.0
QUBO,128,4,10,-618.0
QUBO,128,4,10,-546.0
QUBO,128,4,10,-524.0
QUBO,128,4,10,-578.0
QUBO,128,4,10,-688.0
QUBO,128,4,10,-604.0
QUBO,128,4,10,-604.0
QUBO,128,4,10,-586.0
QUBO,128,4,10,-624.0
QUBO,128,4,10,-571.0
