runtime,best_fitness,avg_hamming,avg_kl
20,-214.4199981689453,63.87999725341797,0.2249148190021515
40,-243.67999267578125,64.13999938964844,0.3822522759437561
60,-281.7599792480469,63.21999740600586,0.5370916724205017
80,-322.0799865722656,64.40999603271484,0.6726503372192383
100,-362.94000244140625,63.22999954223633,0.7837061882019043
120,-402.5,64.40999603271484,0.8775016665458679
140,-434.2599792480469,63.98999786376953,0.9494354724884033
160,-461.1600036621094,64.05999755859375,1.0028036832809448
180,-489.739990234375,63.91999816894531,1.0573197603225708
200,-512.5599975585938,64.5,1.1053317785263062
220,-528.4400024414062,64.80999755859375,1.1474217176437378
240,-545.5199584960938,64.12999725341797,1.1797577142715454
260,-555.5199584960938,64.22999572753906,1.2091774940490723
280,-567.47998046875,64.47999572753906,1.2409776449203491
300,-580.5399780273438,64.19999694824219,1.269311547279358
320,-590.5800170898438,63.96999740600586,1.2936017513275146
340,-601.3200073242188,64.3699951171875,1.3179770708084106
360,-608.5399780273438,64.1199951171875,1.3415470123291016
380,-616.8800048828125,63.66999816894531,1.3642302751541138
400,-623.1199951171875,64.44999694824219,1.3871160745620728
420,-630.239990234375,64.61000061035156,1.4059206247329712
440,-635.5199584960938,63.8599967956543,1.4276553392410278
460,-641.8999633789062,64.40999603271484,1.4478871822357178
480,-647.7999877929688,64.61000061035156,1.4635238647460938
500,-651.5199584960938,64.33999633789062,1.477632761001587
520,-657.8200073242188,64.33999633789062,1.4943413734436035
540,-662.239990234375,64.58000183105469,1.5113525390625
560,-667.5,64.41999816894531,1.5293298959732056
580,-672.3800048828125,64.65999603271484,1.543720006942749
600,-676.47998046875,64.5199966430664,1.559156894683838
620,-680.6400146484375,64.58999633789062,1.573211669921875
640,-684.2999877929688,64.77999877929688,1.5850673913955688
660,-689.719970703125,64.98999786376953,1.598516821861267
680,-694.6599731445312,64.58000183105469,1.6116487979888916
700,-698.7000122070312,64.7699966430664,1.6224831342697144
720,-700.719970703125,64.54000091552734,1.633265495300293
740,-705.0199584960938,64.77999877929688,1.645017385482788
760,-707.1199951171875,64.43000030517578,1.6563624143600464
780,-710.4599609375,64.56999969482422,1.6672600507736206
800,-712.739990234375,64.75,1.676935076713562
820,-716.6399536132812,64.18999481201172,1.6894850730895996
840,-719.2000122070312,64.73999786376953,1.6993920803070068
860,-723.260009765625,64.54000091552734,1.7086067199707031
880,-726.5599975585938,64.63999938964844,1.7200533151626587
900,-730.3800048828125,64.61000061035156,1.7297106981277466
920,-731.9400024414062,65.15999603271484,1.7372628450393677
