runtime,best_fitness,avg_hamming,avg_kl
20,-452.29998779296875,128.5800018310547,0.6853154897689819
40,-500.2200012207031,126.52999877929688,0.9823293685913086
60,-623.260009765625,126.65999603271484,1.2840397357940674
80,-739.4199829101562,125.95999908447266,1.4764463901519775
100,-828.2999877929688,126.94999694824219,1.5883017778396606
120,-930.5799560546875,127.19999694824219,1.672098994255066
140,-1005.6799926757812,127.14999389648438,1.7393929958343506
160,-1070.1400146484375,127.83999633789062,1.7942464351654053
180,-1127.43994140625,127.69999694824219,1.8335800170898438
200,-1202.47998046875,128.25,1.8670248985290527
220,-1243.780029296875,127.04999542236328,1.893837332725525
240,-1297.2999267578125,127.97999572753906,1.921413540840149
260,-1350.179931640625,127.56999969482422,1.949497938156128
280,-1393.0799560546875,127.25,1.968232274055481
300,-1425.7999267578125,127.40999603271484,1.9865168333053589
320,-1459.679931640625,127.4699935913086,2.005189895629883
340,-1488.9599609375,127.3699951171875,2.0219943523406982
360,-1522.0399169921875,127.47999572753906,2.042664051055908
380,-1547.47998046875,127.31999969482422,2.0582916736602783
400,-1578.760009765625,126.8699951171875,2.073857069015503
420,-1598.5799560546875,127.70999908447266,2.0873353481292725
440,-1630.919921875,127.79999542236328,2.1028554439544678
460,-1652.2999267578125,126.82999420166016,2.115206718444824
480,-1678.419921875,126.72999572753906,2.125215768814087
500,-1700.5799560546875,127.31999969482422,2.140374183654785
520,-1718.1199951171875,127.69999694824219,2.154956102371216
540,-1735.1199951171875,126.89999389648438,2.1675240993499756
560,-1755.2999267578125,127.43000030517578,2.1784825325012207
580,-1775.5399169921875,127.20999908447266,2.1890265941619873
600,-1798.5599365234375,126.5,2.198374032974243
620,-1819.5799560546875,127.25999450683594,2.2090628147125244
640,-1839.1400146484375,127.41999816894531,2.221545696258545
660,-1852.260009765625,126.77999877929688,2.231778144836426
680,-1866.239990234375,127.43999481201172,2.2417526245117188
700,-1884.0599365234375,126.79000091552734,2.251816987991333
720,-1902.0799560546875,127.62999725341797,2.2615087032318115
740,-1915.93994140625,127.20999908447266,2.2710723876953125
760,-1931.699951171875,127.55999755859375,2.280428647994995
780,-1952.760009765625,127.18999481201172,2.2877705097198486
800,-1964.97998046875,127.19999694824219,2.2942938804626465
820,-1978.7799072265625,127.3499984741211,2.3048012256622314
840,-1992.93994140625,127.32999420166016,2.312190294265747
860,-2007.2799072265625,127.30999755859375,2.3203065395355225
880,-2017.1199951171875,127.29999542236328,2.3277766704559326
900,-2027.919921875,126.94999694824219,2.337944984436035
920,-2037.5799560546875,127.50999450683594,2.3455934524536133
940,-2046.9599609375,127.54999542236328,2.353407144546509
960,-2059.719970703125,127.41999816894531,2.364105463027954
980,-2078.4599609375,127.52999877929688,2.3712923526763916
1000,-2086.97998046875,127.40999603271484,2.3807144165039062
1020,-2096.699951171875,127.29999542236328,2.387613534927368
1040,-2109.8798828125,126.8499984741211,2.393739938735962
1060,-2116.079833984375,127.62999725341797,2.4028313159942627
1080,-2124.419921875,127.06999969482422,2.41119384765625
1100,-2135.699951171875,127.58999633789062,2.418734073638916
1120,-2148.079833984375,127.58999633789062,2.4251108169555664
1140,-2159.099853515625,127.47999572753906,2.4333267211914062
1160,-2170.93994140625,127.70999908447266,2.441169023513794
1180,-2180.06005859375,127.25,2.4485840797424316
1200,-2187.43994140625,127.63999938964844,2.455763816833496
1220,-2194.43994140625,127.5,2.4640307426452637
1240,-2204.320068359375,127.83999633789062,2.4703662395477295
1260,-2211.699951171875,127.55999755859375,2.475356340408325
1280,-2218.599853515625,127.39999389648438,2.480872869491577
1300,-2227.5400390625,127.87999725341797,2.4879374504089355
1320,-2234.739990234375,127.69999694824219,2.4935450553894043
1340,-2239.52001953125,127.62999725341797,2.500314950942993
1360,-2246.780029296875,127.55999755859375,2.5061683654785156
1380,-2254.579833984375,127.3699951171875,2.5126912593841553
1400,-2261.5400390625,127.64999389648438,2.5173959732055664
1420,-2268.679931640625,127.47999572753906,2.522697687149048
1440,-2275.97998046875,127.82999420166016,2.5295474529266357
1460,-2282.800048828125,127.15999603271484,2.5346457958221436
1480,-2288.099853515625,127.93000030517578,2.540154457092285
1500,-2293.300048828125,127.50999450683594,2.5451948642730713
1520,-2299.97998046875,128.16000366210938,2.5508742332458496
1540,-2307.0400390625,127.77999877929688,2.556744337081909
1560,-2315.8798828125,127.93000030517578,2.560864210128784
