runtime,best_fitness,avg_hamming,avg_kl
20,-429.94000244140625,128.1999969482422,0.6593800783157349
40,-482.6399841308594,127.88999938964844,0.9405576586723328
60,-607.0999755859375,126.27999877929688,1.2536983489990234
80,-725.5,125.88999938964844,1.4413384199142456
100,-805.3800048828125,126.6199951171875,1.5512341260910034
120,-886.3999633789062,126.44999694824219,1.627197027206421
140,-958.0799560546875,125.94999694824219,1.6873235702514648
160,-1016.6199951171875,125.25,1.7308889627456665
180,-1068.739990234375,126.48999786376953,1.7661749124526978
200,-1113.5399169921875,125.69999694824219,1.7957485914230347
220,-1148.2999267578125,126.5,1.821557879447937
240,-1177.8199462890625,126.3699951171875,1.8439668416976929
260,-1208.739990234375,125.91999816894531,1.861926555633545
280,-1235.43994140625,126.0999984741211,1.878387451171875
300,-1259.02001953125,126.12999725341797,1.8948830366134644
320,-1281.1400146484375,125.87999725341797,1.9103193283081055
340,-1296.659912109375,126.31999969482422,1.9289971590042114
360,-1312.0599365234375,126.11000061035156,1.9427564144134521
380,-1333.8199462890625,126.64999389648438,1.9571053981781006
400,-1356.8199462890625,126.20999908447266,1.9736675024032593
420,-1376.6199951171875,126.7199935913086,1.9874515533447266
440,-1395.5799560546875,126.5,1.9982377290725708
460,-1414.6199951171875,126.73999786376953,2.0081236362457275
480,-1430.760009765625,126.52999877929688,2.0188112258911133
500,-1444.0,125.94999694824219,2.0284171104431152
520,-1457.699951171875,126.02999877929688,2.0385496616363525
540,-1475.719970703125,126.55999755859375,2.0486514568328857
560,-1491.7999267578125,125.82999420166016,2.058743476867676
580,-1509.0599365234375,126.61000061035156,2.0703110694885254
600,-1521.159912109375,126.0,2.079272747039795
620,-1531.7799072265625,125.88999938964844,2.0878701210021973
640,-1544.239990234375,126.12999725341797,2.099151849746704
660,-1555.0999755859375,126.4699935913086,2.1094233989715576
680,-1565.5999755859375,126.45999908447266,2.119734525680542
700,-1576.4599609375,126.23999786376953,2.12691330909729
720,-1590.2799072265625,127.0999984741211,2.1359519958496094
