nk_n,nk_k,M,fitness
64,2,16,0.8044298887252808
64,2,16,0.723225474357605
64,2,16,0.7193796038627625
64,2,16,0.7159590125083923
64,2,16,0.7226071953773499
64,2,16,0.7127202749252319
64,2,16,0.7159067392349243
64,2,16,0.7200367450714111
64,2,16,0.7164335250854492
64,2,16,0.7181716561317444
64,2,16,0.7154593467712402
64,2,16,0.7750044465065002
64,2,16,0.770334005355835
64,2,16,0.770334005355835
64,2,16,0.770334005355835
64,2,16,0.770639181137085
64,2,16,0.7719010710716248
64,2,16,0.770334005355835
64,2,16,0.7710974216461182
64,2,16,0.7721951007843018
64,2,16,0.7656312584877014
64,2,16,0.7073245644569397
64,2,16,0.7074323296546936
64,2,16,0.7088782787322998
64,2,16,0.7081923484802246
64,2,16,0.7180071473121643
64,2,16,0.7113529443740845
64,2,16,0.709190845489502
64,2,16,0.7132418155670166
64,2,16,0.713234543800354
64,2,16,0.7131238579750061
64,2,16,0.7601335048675537
64,2,16,0.7574813961982727
64,2,16,0.7580187320709229
64,2,16,0.7580187320709229
64,2,16,0.7580187320709229
64,2,16,0.7578039169311523
64,2,16,0.7590900659561157
64,2,16,0.7590900659561157
64,2,16,0.7574813961982727
64,2,16,0.7580187320709229
64,2,16,0.7383759617805481
64,2,16,0.7374643087387085
64,2,16,0.7421809434890747
64,2,16,0.7383759617805481
64,2,16,0.7421809434890747
64,2,16,0.7412554025650024
64,2,16,0.7405456304550171
64,2,16,0.743229329586029
64,2,16,0.7423176169395447
64,2,16,0.7421809434890747
64,2,16,0.7490164637565613
64,2,16,0.749282956123352
64,2,16,0.748094916343689
64,2,16,0.749282956123352
64,2,16,0.749282956123352
64,2,16,0.7499382495880127
64,2,16,0.7397311329841614
64,2,16,0.749282956123352
64,2,16,0.749282956123352
64,2,16,0.749282956123352
64,4,1,0.7614796161651611
64,4,1,0.7510775327682495
64,4,1,0.7583349943161011
64,4,1,0.7363516092300415
64,4,1,0.7279704809188843
64,4,1,0.7402689456939697
64,4,1,0.7291078567504883
64,4,1,0.7474009990692139
64,4,1,0.7286298274993896
64,4,1,0.7436079978942871
64,4,1,0.7303637266159058
64,4,1,0.7304551005363464
64,4,1,0.7247086763381958
64,4,1,0.7580486536026001
64,4,1,0.7236806750297546
64,4,1,0.7601990103721619
64,4,1,0.7595033049583435
64,4,1,0.7412457466125488
64,4,1,0.7495760917663574
64,4,1,0.7463752031326294
64,4,1,0.7511778473854065
64,4,1,0.7651658058166504
64,4,1,0.7620950937271118
64,4,1,0.7582391500473022
64,4,1,0.7752807140350342
64,4,1,0.7553485631942749
64,4,1,0.7608990669250488
64,4,1,0.742102324962616
64,4,1,0.7427812814712524
64,4,1,0.7526723146438599
64,4,1,0.7372710704803467
64,4,1,0.7445955276489258
64,4,1,0.7500685453414917
64,4,1,0.7353037595748901
64,4,1,0.7260120511054993
64,4,1,0.7151651978492737
64,4,1,0.7588698863983154
64,4,1,0.7255682945251465
64,4,1,0.7500154376029968
64,4,1,0.7297812700271606
64,4,1,0.7280348539352417
64,4,1,0.7561817169189453
64,4,1,0.7394809126853943
64,4,1,0.7370290756225586
64,4,1,0.7706454992294312
64,4,1,0.7394872307777405
64,4,1,0.7519909143447876
64,4,1,0.7601120471954346
64,4,1,0.7368559241294861
64,4,1,0.7402123212814331
64,4,1,0.7380518317222595
64,4,1,0.7123267650604248
64,4,1,0.7276729941368103
64,4,1,0.7414595484733582
64,4,1,0.7502881288528442
64,4,1,0.7330315113067627
64,4,1,0.7283986210823059
64,4,1,0.7247004508972168
64,4,1,0.7242592573165894
64,4,1,0.7364917993545532
64,4,1,0.7463375329971313
64,4,1,0.7415270805358887
64,4,1,0.789154589176178
64,4,1,0.748676061630249
64,4,1,0.7568858861923218
64,4,1,0.7452117800712585
64,4,1,0.7582135200500488
64,4,1,0.761322021484375
64,4,1,0.7379488945007324
64,4,1,0.7869733572006226
64,4,1,0.7624769806861877
64,4,1,0.7719546556472778
64,4,1,0.7490886449813843
64,4,1,0.7580426931381226
64,4,1,0.7602336406707764
64,4,1,0.7687458395957947
64,4,1,0.7660424113273621
64,4,1,0.7676889896392822
64,4,1,0.7580426931381226
64,4,1,0.746728241443634
64,4,1,0.7515647411346436
64,4,1,0.7314305901527405
64,4,1,0.7657920122146606
64,4,1,0.7681902647018433
64,4,1,0.7336663007736206
64,4,1,0.754220724105835
64,4,1,0.7495968341827393
64,4,1,0.7451416254043579
64,4,1,0.775120198726654
64,4,1,0.7599422931671143
64,4,1,0.7544656991958618
64,4,1,0.738784909248352
64,4,1,0.770229697227478
64,4,1,0.7547732591629028
64,4,1,0.7795220017433167
64,4,1,0.7355825901031494
64,4,1,0.751702070236206
64,4,1,0.7679439783096313
64,4,1,0.7687443494796753
64,4,1,0.7339622378349304
64,4,2,0.7574756741523743
64,4,2,0.7546148896217346
64,4,2,0.7464773654937744
64,4,2,0.7499111294746399
64,4,2,0.750374436378479
64,4,2,0.7553138732910156
64,4,2,0.7603112459182739
64,4,2,0.7650156617164612
64,4,2,0.7718648910522461
64,4,2,0.7384200096130371
64,4,2,0.7580777406692505
64,4,2,0.7464156150817871
64,4,2,0.7384791970252991
64,4,2,0.7216470837593079
64,4,2,0.7331199645996094
64,4,2,0.7538864016532898
64,4,2,0.7699576020240784
64,4,2,0.7457726001739502
64,4,2,0.765394389629364
64,4,2,0.7562631368637085
64,4,2,0.7751235961914062
64,4,2,0.7453719973564148
64,4,2,0.767652690410614
64,4,2,0.7504033446311951
64,4,2,0.7658940553665161
64,4,2,0.7564324140548706
64,4,2,0.7553349733352661
64,4,2,0.7449151277542114
64,4,2,0.7646922469139099
64,4,2,0.7459449768066406
64,4,2,0.7377221584320068
64,4,2,0.7553614974021912
64,4,2,0.7441696524620056
64,4,2,0.7451560497283936
64,4,2,0.7505525946617126
64,4,2,0.7151651978492737
64,4,2,0.7440126538276672
64,4,2,0.7350725531578064
64,4,2,0.7474880218505859
64,4,2,0.7427617311477661
64,4,2,0.747443437576294
64,4,2,0.7603228092193604
64,4,2,0.7717753648757935
64,4,2,0.7659420371055603
64,4,2,0.7587788105010986
64,4,2,0.7335363626480103
64,4,2,0.7571738958358765
64,4,2,0.7539646625518799
64,4,2,0.7355372309684753
64,4,2,0.754128098487854
64,4,2,0.7517628073692322
64,4,2,0.7372455596923828
64,4,2,0.7283275127410889
64,4,2,0.7370284199714661
64,4,2,0.7426181435585022
64,4,2,0.7255405187606812
64,4,2,0.7466028332710266
64,4,2,0.737550675868988
64,4,2,0.7343369722366333
64,4,2,0.7250398397445679
64,4,2,0.7364372611045837
64,4,2,0.75519198179245
64,4,2,0.7365602254867554
64,4,2,0.7334886789321899
64,4,2,0.7485097646713257
64,4,2,0.7420688271522522
64,4,2,0.738452672958374
64,4,2,0.765947699546814
64,4,2,0.7391719818115234
64,4,2,0.7364991307258606
64,4,2,0.7675328254699707
64,4,2,0.7687580585479736
64,4,2,0.7646794319152832
64,4,2,0.7468488216400146
64,4,2,0.7585159540176392
64,4,2,0.7654645442962646
64,4,2,0.7603905200958252
64,4,2,0.76622074842453
64,4,2,0.7624769806861877
64,4,2,0.749305009841919
64,4,2,0.7725741863250732
64,4,2,0.7649710178375244
64,4,2,0.7687054872512817
64,4,2,0.7761253118515015
64,4,2,0.7612977027893066
64,4,2,0.7824690341949463
64,4,2,0.7556707859039307
64,4,2,0.7831157445907593
64,4,2,0.77584308385849
64,4,2,0.7811272144317627
64,4,2,0.7658407688140869
64,4,2,0.7433536052703857
64,4,2,0.7523703575134277
64,4,2,0.7439583539962769
64,4,2,0.7516129016876221
64,4,2,0.7408689856529236
64,4,2,0.7717183828353882
64,4,2,0.7419016361236572
64,4,2,0.7651474475860596
64,4,2,0.7506750822067261
64,4,4,0.7712848782539368
64,4,4,0.7544407248497009
64,4,4,0.7608318328857422
64,4,4,0.7524269819259644
64,4,4,0.7258169054985046
64,4,4,0.7681301832199097
64,4,4,0.7588050365447998
64,4,4,0.757500410079956
64,4,4,0.7385988831520081
64,4,4,0.7610258460044861
64,4,4,0.7349817752838135
64,4,4,0.7323527336120605
64,4,4,0.7767052054405212
64,4,4,0.7583044767379761
64,4,4,0.7491312623023987
64,4,4,0.7618021965026855
64,4,4,0.7707726359367371
64,4,4,0.7509157657623291
64,4,4,0.7424345016479492
64,4,4,0.7559820413589478
64,4,4,0.7713873386383057
64,4,4,0.7428302764892578
64,4,4,0.7706716060638428
64,4,4,0.7718279957771301
64,4,4,0.7706716060638428
64,4,4,0.7571977376937866
64,4,4,0.7628104090690613
64,4,4,0.7526272535324097
64,4,4,0.7397270798683167
64,4,4,0.7545596361160278
64,4,4,0.7349799871444702
64,4,4,0.7456049919128418
64,4,4,0.7500154376029968
64,4,4,0.7581896185874939
64,4,4,0.7705048322677612
64,4,4,0.7602319717407227
64,4,4,0.7459642887115479
64,4,4,0.7350836992263794
64,4,4,0.7480918169021606
64,4,4,0.7581310868263245
64,4,4,0.7323706150054932
64,4,4,0.7537069916725159
64,4,4,0.7553706169128418
64,4,4,0.7528089284896851
64,4,4,0.7698760032653809
64,4,4,0.7593628764152527
64,4,4,0.7502108216285706
64,4,4,0.7533426284790039
64,4,4,0.7549631595611572
64,4,4,0.7706454992294312
64,4,4,0.7448287010192871
64,4,4,0.7419053912162781
64,4,4,0.735200047492981
64,4,4,0.7289425134658813
64,4,4,0.7267332077026367
64,4,4,0.7304856181144714
64,4,4,0.7311124205589294
64,4,4,0.7345008850097656
64,4,4,0.7196292877197266
64,4,4,0.7272283434867859
64,4,4,0.7553215622901917
64,4,4,0.7468768358230591
64,4,4,0.7474722862243652
64,4,4,0.7405176162719727
64,4,4,0.7431159615516663
64,4,4,0.7625601291656494
64,4,4,0.7555481791496277
64,4,4,0.7356665134429932
64,4,4,0.7532879114151001
64,4,4,0.749032199382782
64,4,4,0.7773482799530029
64,4,4,0.7624769806861877
64,4,4,0.7830487489700317
64,4,4,0.7645576000213623
64,4,4,0.7657939791679382
64,4,4,0.7598721981048584
64,4,4,0.7563689351081848
64,4,4,0.7517507076263428
64,4,4,0.7508443593978882
64,4,4,0.7521547079086304
64,4,4,0.7719395160675049
64,4,4,0.7582644820213318
64,4,4,0.7770358324050903
64,4,4,0.7816311717033386
64,4,4,0.7330459356307983
64,4,4,0.7659161686897278
64,4,4,0.7535015940666199
64,4,4,0.7641883492469788
64,4,4,0.7687913775444031
64,4,4,0.7795370221138
64,4,4,0.771950900554657
64,4,4,0.7594017386436462
64,4,4,0.7701948881149292
64,4,4,0.7527287602424622
64,4,4,0.7795220017433167
64,4,4,0.7596143484115601
64,4,4,0.7602955102920532
64,4,4,0.7417443990707397
64,4,4,0.7677586674690247
64,4,4,0.760674238204956
64,4,8,0.7479193210601807
64,4,8,0.7506729364395142
64,4,8,0.7395782470703125
64,4,8,0.7445676326751709
64,4,8,0.7597247362136841
64,4,8,0.7602930068969727
64,4,8,0.751941978931427
64,4,8,0.7556947469711304
64,4,8,0.7498687505722046
64,4,8,0.7602930068969727
64,4,8,0.7483824491500854
64,4,8,0.7412899136543274
64,4,8,0.7581684589385986
64,4,8,0.7616841793060303
64,4,8,0.7366576194763184
64,4,8,0.743817925453186
64,4,8,0.7570705413818359
64,4,8,0.7415755987167358
64,4,8,0.7391560673713684
64,4,8,0.7556432485580444
64,4,8,0.7702506184577942
64,4,8,0.775659441947937
64,4,8,0.7690595388412476
64,4,8,0.7499561309814453
64,4,8,0.7795521020889282
64,4,8,0.7548266053199768
64,4,8,0.7702145576477051
64,4,8,0.7369483113288879
64,4,8,0.7685720920562744
64,4,8,0.7722206711769104
64,4,8,0.7495875358581543
64,4,8,0.7552801966667175
64,4,8,0.7460265755653381
64,4,8,0.7445082664489746
64,4,8,0.7495077848434448
64,4,8,0.7540439963340759
64,4,8,0.7456886768341064
64,4,8,0.7352988719940186
64,4,8,0.7479981780052185
64,4,8,0.7581896185874939
64,4,8,0.7580150365829468
64,4,8,0.763435959815979
64,4,8,0.7695404887199402
64,4,8,0.7552123665809631
64,4,8,0.7677587866783142
64,4,8,0.7565313577651978
64,4,8,0.7507443428039551
64,4,8,0.7526509761810303
64,4,8,0.7612442374229431
64,4,8,0.7706454992294312
64,4,8,0.7401129007339478
64,4,8,0.7356206178665161
64,4,8,0.7244746685028076
64,4,8,0.7335355281829834
64,4,8,0.7515914440155029
64,4,8,0.7348716855049133
64,4,8,0.7289829850196838
64,4,8,0.7247526049613953
64,4,8,0.717795193195343
64,4,8,0.7434673309326172
64,4,8,0.7532879114151001
64,4,8,0.7496693134307861
64,4,8,0.7454351186752319
64,4,8,0.7457538843154907
64,4,8,0.7482104301452637
64,4,8,0.7646125555038452
64,4,8,0.7449091076850891
64,4,8,0.7354797124862671
64,4,8,0.7546990513801575
64,4,8,0.739600658416748
64,4,8,0.7645576000213623
64,4,8,0.7624769806861877
64,4,8,0.7603905200958252
64,4,8,0.7508443593978882
64,4,8,0.7692011594772339
64,4,8,0.76622074842453
64,4,8,0.7560420036315918
64,4,8,0.7526169419288635
64,4,8,0.7600808143615723
64,4,8,0.7667717933654785
64,4,8,0.7486804723739624
64,4,8,0.7659161686897278
64,4,8,0.7659161686897278
64,4,8,0.7652429342269897
64,4,8,0.7702840566635132
64,4,8,0.7661386728286743
64,4,8,0.751815140247345
64,4,8,0.7588101029396057
64,4,8,0.7655156254768372
64,4,8,0.7659161686897278
64,4,8,0.7714499831199646
64,4,8,0.764449954032898
64,4,8,0.771950900554657
64,4,8,0.7597758769989014
64,4,8,0.771950900554657
64,4,8,0.7565949559211731
64,4,8,0.7641168236732483
64,4,8,0.771950900554657
64,4,8,0.771950900554657
64,4,8,0.7581313848495483
64,4,16,0.7560060024261475
64,4,16,0.7353518605232239
64,4,16,0.7406519055366516
64,4,16,0.7407688498497009
64,4,16,0.7438562512397766
64,4,16,0.7436542510986328
64,4,16,0.7253920435905457
64,4,16,0.7383297681808472
64,4,16,0.7390345931053162
64,4,16,0.75212562084198
64,4,16,0.727064311504364
64,4,16,0.7407937049865723
64,4,16,0.7449865341186523
64,4,16,0.7185216546058655
64,4,16,0.7237261533737183
64,4,16,0.7399005889892578
64,4,16,0.761443018913269
64,4,16,0.7175083160400391
64,4,16,0.7222899794578552
64,4,16,0.7502375841140747
64,4,16,0.7697176933288574
64,4,16,0.758678674697876
64,4,16,0.7667403817176819
64,4,16,0.7522848844528198
64,4,16,0.7758407592773438
64,4,16,0.7389700412750244
64,4,16,0.7600505352020264
64,4,16,0.7564425468444824
64,4,16,0.7541967630386353
64,4,16,0.7415673732757568
64,4,16,0.7339811325073242
64,4,16,0.7602319717407227
64,4,16,0.7519684433937073
64,4,16,0.7353039979934692
64,4,16,0.7318418025970459
64,4,16,0.7516061067581177
64,4,16,0.7540439963340759
64,4,16,0.7479055523872375
64,4,16,0.750451922416687
64,4,16,0.7443482875823975
64,4,16,0.7580150365829468
64,4,16,0.7493846416473389
64,4,16,0.7497743964195251
64,4,16,0.7706454992294312
64,4,16,0.761816143989563
64,4,16,0.7532972693443298
64,4,16,0.7482413053512573
64,4,16,0.7331417202949524
64,4,16,0.7555132508277893
64,4,16,0.7677587866783142
64,4,16,0.722709596157074
64,4,16,0.7205268144607544
64,4,16,0.72698974609375
64,4,16,0.7125051617622375
64,4,16,0.7315849661827087
64,4,16,0.7245594263076782
64,4,16,0.7091835737228394
64,4,16,0.7141543626785278
64,4,16,0.7196460366249084
64,4,16,0.7426090836524963
64,4,16,0.7408190965652466
64,4,16,0.7251957654953003
64,4,16,0.736032247543335
64,4,16,0.7338057160377502
64,4,16,0.7333760261535645
64,4,16,0.7267905473709106
64,4,16,0.7231510877609253
64,4,16,0.7336901426315308
64,4,16,0.7348885536193848
64,4,16,0.7212802171707153
64,4,16,0.7580426931381226
64,4,16,0.7558062076568604
64,4,16,0.7500477433204651
64,4,16,0.7508131265640259
64,4,16,0.7549287676811218
64,4,16,0.759009599685669
64,4,16,0.7510579824447632
64,4,16,0.7514787912368774
64,4,16,0.7520572543144226
64,4,16,0.7534231543540955
64,4,16,0.7410336136817932
64,4,16,0.7601743936538696
64,4,16,0.7659161686897278
64,4,16,0.7457939386367798
64,4,16,0.7573364973068237
64,4,16,0.7686036825180054
64,4,16,0.7342650890350342
64,4,16,0.7517560720443726
64,4,16,0.7687913775444031
64,4,16,0.7480478286743164
64,4,16,0.7370877265930176
64,4,16,0.7348133325576782
64,4,16,0.7496908903121948
64,4,16,0.7642104029655457
64,4,16,0.751781702041626
64,4,16,0.7422143816947937
64,4,16,0.7657175064086914
64,4,16,0.7706186771392822
64,4,16,0.75153648853302
64,4,16,0.7403948307037354
64,8,1,0.7129120230674744
64,8,1,0.7647956609725952
64,8,1,0.7320765852928162
64,8,1,0.7321620583534241
64,8,1,0.7424633502960205
64,8,1,0.7600228786468506
64,8,1,0.7190929651260376
64,8,1,0.7009777426719666
64,8,1,0.7253326177597046
64,8,1,0.7239779829978943
64,8,1,0.7202270030975342
64,8,1,0.7250198125839233
64,8,1,0.7339900732040405
64,8,1,0.7563991546630859
64,8,1,0.758579432964325
64,8,1,0.7454246282577515
64,8,1,0.7317948341369629
64,8,1,0.7520222663879395
64,8,1,0.7360321283340454
64,8,1,0.7288105487823486
64,8,1,0.7444239854812622
64,8,1,0.7524127960205078
64,8,1,0.7288569211959839
64,8,1,0.7490864396095276
64,8,1,0.7341984510421753
64,8,1,0.7464366555213928
64,8,1,0.7224487066268921
64,8,1,0.7417945861816406
64,8,1,0.7402559518814087
64,8,1,0.7257905006408691
64,8,1,0.7428810000419617
64,8,1,0.7315446138381958
64,8,1,0.7499819993972778
64,8,1,0.7338517904281616
64,8,1,0.7700550556182861
64,8,1,0.7531071305274963
64,8,1,0.7548639178276062
64,8,1,0.7219351530075073
64,8,1,0.7393765449523926
64,8,1,0.7131685614585876
64,8,1,0.7434864044189453
64,8,1,0.6811200380325317
64,8,1,0.7421132326126099
64,8,1,0.7181169986724854
64,8,1,0.7380659580230713
64,8,1,0.7352033257484436
64,8,1,0.7321417331695557
64,8,1,0.7084481716156006
64,8,1,0.7368690967559814
64,8,1,0.7171065807342529
64,8,1,0.7188001871109009
64,8,1,0.7328709363937378
64,8,1,0.7241395711898804
64,8,1,0.7275999188423157
64,8,1,0.733447790145874
64,8,1,0.7228983640670776
64,8,1,0.7585622072219849
64,8,1,0.7694095373153687
64,8,1,0.7167841792106628
64,8,1,0.7475404739379883
64,8,1,0.7384161353111267
64,8,1,0.7198398113250732
64,8,1,0.7211147546768188
64,8,1,0.7441638708114624
64,8,1,0.7229831218719482
64,8,1,0.7543947696685791
64,8,1,0.7251880168914795
64,8,1,0.7331409454345703
64,8,1,0.7247198820114136
64,8,1,0.7315494418144226
64,8,1,0.7313581705093384
64,8,1,0.7133240699768066
64,8,1,0.7454848885536194
64,8,1,0.7334392070770264
64,8,1,0.7338473796844482
64,8,1,0.7063496708869934
64,8,1,0.7464292049407959
64,8,1,0.7563173174858093
64,8,1,0.7270669937133789
64,8,1,0.7198247313499451
64,8,1,0.7346569299697876
64,8,1,0.7187121510505676
64,8,1,0.7308017015457153
64,8,1,0.7115899324417114
64,8,1,0.7253809571266174
64,8,1,0.7621060609817505
64,8,1,0.7538201212882996
64,8,1,0.7255560159683228
64,8,1,0.7539334297180176
64,8,1,0.7138686776161194
64,8,1,0.731995701789856
64,8,1,0.7510799169540405
64,8,1,0.7153657674789429
64,8,1,0.7437565326690674
64,8,1,0.7608661651611328
64,8,1,0.725827693939209
64,8,1,0.7189052104949951
64,8,1,0.7161473631858826
64,8,1,0.725905179977417
64,8,1,0.7147725224494934
64,8,2,0.736538290977478
64,8,2,0.7177542448043823
64,8,2,0.7608970403671265
64,8,2,0.7409843802452087
64,8,2,0.7527345418930054
64,8,2,0.7293692231178284
64,8,2,0.7710100412368774
64,8,2,0.7434298396110535
64,8,2,0.7531262636184692
64,8,2,0.7470967769622803
64,8,2,0.7266848087310791
64,8,2,0.7237289547920227
64,8,2,0.7491965293884277
64,8,2,0.7360817790031433
64,8,2,0.7349624633789062
64,8,2,0.7565619945526123
64,8,2,0.7177945375442505
64,8,2,0.7287497520446777
64,8,2,0.7212138772010803
64,8,2,0.7298629283905029
64,8,2,0.7252763509750366
64,8,2,0.7550404071807861
64,8,2,0.7392362356185913
64,8,2,0.7442887425422668
64,8,2,0.7457820177078247
64,8,2,0.7276017665863037
64,8,2,0.7537893056869507
64,8,2,0.7265457510948181
64,8,2,0.7428785562515259
64,8,2,0.7370656728744507
64,8,2,0.7642011642456055
64,8,2,0.7323575019836426
64,8,2,0.7406020760536194
64,8,2,0.7438327074050903
64,8,2,0.744046151638031
64,8,2,0.7250165939331055
64,8,2,0.723463773727417
64,8,2,0.767907977104187
64,8,2,0.7345028519630432
64,8,2,0.735190749168396
64,8,2,0.7484821677207947
64,8,2,0.7070437669754028
64,8,2,0.7199164628982544
64,8,2,0.7487292289733887
64,8,2,0.7363100647926331
64,8,2,0.735472559928894
64,8,2,0.7525331377983093
64,8,2,0.7432714700698853
64,8,2,0.7320839166641235
64,8,2,0.725529670715332
64,8,2,0.7407803535461426
64,8,2,0.7643430233001709
64,8,2,0.7517416477203369
64,8,2,0.7471227645874023
64,8,2,0.7311608791351318
64,8,2,0.7423208951950073
64,8,2,0.7448914051055908
64,8,2,0.7558069229125977
64,8,2,0.7385279536247253
64,8,2,0.7437412142753601
64,8,2,0.7506088614463806
64,8,2,0.7375751733779907
64,8,2,0.7662009000778198
64,8,2,0.7337639331817627
64,8,2,0.7287110090255737
64,8,2,0.7678968906402588
64,8,2,0.7388936877250671
64,8,2,0.7482191324234009
64,8,2,0.7591710090637207
64,8,2,0.7333962321281433
64,8,2,0.7452415823936462
64,8,2,0.7469180822372437
64,8,2,0.7624181509017944
64,8,2,0.7407979965209961
64,8,2,0.7583847045898438
64,8,2,0.7659817934036255
64,8,2,0.7439635992050171
64,8,2,0.7399201393127441
64,8,2,0.762709379196167
64,8,2,0.7522510290145874
64,8,2,0.7521787285804749
64,8,2,0.737382709980011
64,8,2,0.7231055498123169
64,8,2,0.7358533143997192
64,8,2,0.7569975852966309
64,8,2,0.7403870820999146
64,8,2,0.7416292428970337
64,8,2,0.7289614677429199
64,8,2,0.7582156658172607
64,8,2,0.7662981152534485
64,8,2,0.7418454885482788
64,8,2,0.7442577481269836
64,8,2,0.7370317578315735
64,8,2,0.7270402312278748
64,8,2,0.7512221336364746
64,8,2,0.7344050407409668
64,8,2,0.7411835193634033
64,8,2,0.7331262230873108
64,8,2,0.7286645174026489
64,8,2,0.7294166684150696
64,8,4,0.7253397703170776
64,8,4,0.7492270469665527
64,8,4,0.7217807173728943
64,8,4,0.7669458985328674
64,8,4,0.7391273379325867
64,8,4,0.7450106143951416
64,8,4,0.735259473323822
64,8,4,0.7340869903564453
64,8,4,0.7542784810066223
64,8,4,0.7457659244537354
64,8,4,0.7590189576148987
64,8,4,0.7377984523773193
64,8,4,0.7418295741081238
64,8,4,0.7498353719711304
64,8,4,0.7298499941825867
64,8,4,0.7399227023124695
64,8,4,0.7364574670791626
64,8,4,0.7377022504806519
64,8,4,0.7411693334579468
64,8,4,0.7279229760169983
64,8,4,0.7229846119880676
64,8,4,0.7360514998435974
64,8,4,0.7473284602165222
64,8,4,0.7596063613891602
64,8,4,0.73061203956604
64,8,4,0.7314863801002502
64,8,4,0.7548360824584961
64,8,4,0.7397319674491882
64,8,4,0.7530543804168701
64,8,4,0.75816810131073
64,8,4,0.7512139081954956
64,8,4,0.7453179359436035
64,8,4,0.734021782875061
64,8,4,0.7426432967185974
64,8,4,0.7393160462379456
64,8,4,0.7405551671981812
64,8,4,0.7677616477012634
64,8,4,0.7395063638687134
64,8,4,0.7433082461357117
64,8,4,0.7638324499130249
64,8,4,0.7382684946060181
64,8,4,0.7528825402259827
64,8,4,0.7021610140800476
64,8,4,0.7242475748062134
64,8,4,0.7212545275688171
64,8,4,0.747697114944458
64,8,4,0.7311182022094727
64,8,4,0.7463418245315552
64,8,4,0.7343665361404419
64,8,4,0.7412991523742676
64,8,4,0.7237448692321777
64,8,4,0.7333852648735046
64,8,4,0.7394710183143616
64,8,4,0.7433699369430542
64,8,4,0.7405316233634949
64,8,4,0.7377422451972961
64,8,4,0.713337779045105
64,8,4,0.7306923866271973
64,8,4,0.7269737124443054
64,8,4,0.7327011227607727
64,8,4,0.7481248378753662
64,8,4,0.7529819011688232
64,8,4,0.730603039264679
64,8,4,0.7309219837188721
64,8,4,0.7503215670585632
64,8,4,0.7480428218841553
64,8,4,0.7594659924507141
64,8,4,0.7190790176391602
64,8,4,0.758756697177887
64,8,4,0.7206495404243469
64,8,4,0.7466692924499512
64,8,4,0.7400528788566589
64,8,4,0.7352967262268066
64,8,4,0.7350953817367554
64,8,4,0.7282239198684692
64,8,4,0.7413738965988159
64,8,4,0.773709774017334
64,8,4,0.7504035830497742
64,8,4,0.7431298494338989
64,8,4,0.7572237253189087
64,8,4,0.7556897401809692
64,8,4,0.7385380268096924
64,8,4,0.7712568044662476
64,8,4,0.7281111478805542
64,8,4,0.7302204966545105
64,8,4,0.7613298892974854
64,8,4,0.7454516887664795
64,8,4,0.7385097742080688
64,8,4,0.7368541955947876
64,8,4,0.7436720132827759
64,8,4,0.7681875824928284
64,8,4,0.731217622756958
64,8,4,0.7456077933311462
64,8,4,0.7452031373977661
64,8,4,0.7358120679855347
64,8,4,0.7334038019180298
64,8,4,0.7304210662841797
64,8,4,0.7536320090293884
64,8,4,0.7417769432067871
64,8,4,0.7438487410545349
64,8,8,0.7311038374900818
64,8,8,0.6765159368515015
64,8,8,0.7276817560195923
64,8,8,0.6879011392593384
64,8,8,0.730329155921936
64,8,8,0.7522948384284973
64,8,8,0.7448080778121948
64,8,8,0.7130699157714844
64,8,8,0.71750807762146
64,8,8,0.7317603826522827
64,8,8,0.7030221223831177
64,8,8,0.7289646863937378
64,8,8,0.710962176322937
64,8,8,0.7109917998313904
64,8,8,0.7251536250114441
64,8,8,0.7145781517028809
64,8,8,0.7369364500045776
64,8,8,0.7300621271133423
64,8,8,0.7398069500923157
64,8,8,0.7640871405601501
64,8,8,0.7393670678138733
64,8,8,0.722957968711853
64,8,8,0.724372148513794
64,8,8,0.7268937826156616
64,8,8,0.6886752247810364
64,8,8,0.6999219059944153
64,8,8,0.7216405868530273
64,8,8,0.7272878885269165
64,8,8,0.7321891188621521
64,8,8,0.7046172618865967
64,8,8,0.7399256229400635
64,8,8,0.7224644422531128
64,8,8,0.7401494979858398
64,8,8,0.7109358310699463
64,8,8,0.7316412329673767
64,8,8,0.7255991101264954
64,8,8,0.7385566234588623
64,8,8,0.7329592704772949
64,8,8,0.7409942150115967
64,8,8,0.7409436702728271
64,8,8,0.7051740884780884
64,8,8,0.7189730405807495
64,8,8,0.7099649310112
64,8,8,0.6783503890037537
64,8,8,0.7089523077011108
64,8,8,0.7017862796783447
64,8,8,0.7094043493270874
64,8,8,0.7347756028175354
64,8,8,0.7442417144775391
64,8,8,0.709589958190918
64,8,8,0.6866323947906494
64,8,8,0.7153700590133667
64,8,8,0.7259351015090942
64,8,8,0.7374592423439026
64,8,8,0.7363868951797485
64,8,8,0.7135891318321228
64,8,8,0.7062370777130127
64,8,8,0.7183582782745361
64,8,8,0.7072745561599731
64,8,8,0.7357650995254517
64,8,8,0.7165700793266296
64,8,8,0.7196598052978516
64,8,8,0.7374944686889648
64,8,8,0.7399071455001831
64,8,8,0.7312244176864624
64,8,8,0.7060950994491577
64,8,8,0.7361035346984863
64,8,8,0.7045446634292603
64,8,8,0.7186651229858398
64,8,8,0.7383642792701721
64,8,8,0.7274326682090759
64,8,8,0.7337722182273865
64,8,8,0.7296973466873169
64,8,8,0.7030295729637146
64,8,8,0.6963685750961304
64,8,8,0.7327296733856201
64,8,8,0.7339106798171997
