nk_n,nk_k,M,fitness
64,1,2,0.7067580223083496
64,1,2,0.7067804336547852
64,1,2,0.7070937156677246
64,1,4,0.7521345615386963
64,1,4,0.7521345615386963
64,1,4,0.7521345615386963
64,1,4,0.751440167427063
64,1,4,0.7521345615386963
64,1,4,0.7521345615386963
64,1,4,0.7521345615386963
64,1,4,0.751440167427063
64,1,4,0.7521345615386963
64,1,4,0.7521345615386963
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7322834730148315
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7455553412437439
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.7474179267883301
64,1,4,0.6757414937019348
64,1,4,0.6735892295837402
64,1,4,0.6744096279144287
64,1,4,0.6757414937019348
64,1,4,0.6735892295837402
64,1,4,0.6735892295837402
64,1,4,0.6734704971313477
64,1,4,0.6757414937019348
64,1,4,0.6757414937019348
64,1,4,0.6732496619224548
64,1,4,0.6788915991783142
64,1,4,0.6838083863258362
64,1,4,0.685416579246521
64,1,4,0.685416579246521
64,1,4,0.6838083863258362
64,1,4,0.6838083863258362
64,1,4,0.6838083863258362
64,1,4,0.685416579246521
64,1,4,0.680499792098999
64,1,4,0.6838083863258362
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.7584580183029175
64,1,4,0.7613165378570557
64,1,4,0.7613165378570557
64,1,4,0.681381344795227
64,1,4,0.6795921325683594
64,1,4,0.6824496388435364
64,1,4,0.6824496388435364
64,1,4,0.6824496388435364
64,1,4,0.6845345497131348
64,1,4,0.6824496388435364
64,1,4,0.6824496388435364
64,1,4,0.6804104447364807
64,1,4,0.6845345497131348
64,1,4,0.6821137070655823
64,1,4,0.68076491355896
64,1,4,0.6814378499984741
64,1,4,0.6817834973335266
64,1,4,0.6814378499984741
64,1,4,0.6864533424377441
64,1,4,0.6809942126274109
64,1,4,0.6821137070655823
64,1,4,0.6824009418487549
64,1,4,0.6814378499984741
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.6953628063201904
64,1,4,0.7070937156677246
64,1,4,0.7070937156677246
64,1,4,0.703582227230072
64,1,4,0.7070937156677246
64,1,4,0.7070937156677246
64,1,4,0.7067580223083496
64,1,4,0.703582227230072
64,1,4,0.7067580223083496
64,1,4,0.7067580223083496
64,1,4,0.7070937156677246
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7532056570053101
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7521345615386963
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7322834730148315
64,1,8,0.7474179267883301
64,1,8,0.7474179267883301
64,1,8,0.7474179267883301
64,1,8,0.7474179267883301
64,1,8,0.7461674213409424
64,1,8,0.7474179267883301
64,1,8,0.7474179267883301
64,1,8,0.7468454837799072
64,1,8,0.7474179267883301
64,1,8,0.7474179267883301
64,1,8,0.6755207180976868
64,1,8,0.6735892295837402
64,1,8,0.6757414937019348
64,1,8,0.6751645803451538
64,1,8,0.6751645803451538
64,1,8,0.6734704971313477
64,1,8,0.6757414937019348
64,1,8,0.6757414937019348
64,1,8,0.6757414937019348
64,1,8,0.6751645803451538
64,1,8,0.685416579246521
64,1,8,0.6843433976173401
64,1,8,0.685416579246521
64,1,8,0.6845721006393433
64,1,8,0.685416579246521
64,1,8,0.685416579246521
64,1,8,0.6819247007369995
64,1,8,0.6850188374519348
64,1,8,0.6830481886863708
64,1,8,0.6851982474327087
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.7613165378570557
64,1,8,0.6838753819465637
64,1,8,0.6824496388435364
64,1,8,0.6824496388435364
64,1,8,0.6838753819465637
64,1,8,0.6818792819976807
64,1,8,0.6839641332626343
64,1,8,0.6824496388435364
64,1,8,0.6824496388435364
64,1,8,0.6824496388435364
64,1,8,0.6824496388435364
64,1,8,0.6816951036453247
64,1,8,0.6814378499984741
64,1,8,0.6864533424377441
64,1,8,0.6814378499984741
64,1,8,0.6814378499984741
64,1,8,0.6824009418487549
64,1,8,0.6809942126274109
64,1,8,0.6839302778244019
64,1,8,0.6824009418487549
64,1,8,0.6814378499984741
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.6953628063201904
64,1,8,0.7067580223083496
64,1,8,0.7070937156677246
64,1,8,0.7047158479690552
64,1,8,0.7070937156677246
64,1,8,0.7070937156677246
64,1,8,0.7070937156677246
64,1,8,0.7067580223083496
64,1,8,0.7070937156677246
64,1,8,0.7067580223083496
64,1,8,0.7070937156677246
64,1,16,0.7521345615386963
64,1,16,0.7519668340682983
64,1,16,0.7521345615386963
64,1,16,0.7514615654945374
64,1,16,0.7521345615386963
64,1,16,0.7521345615386963
64,1,16,0.7521345615386963
64,1,16,0.7521345615386963
64,1,16,0.7521345615386963
64,1,16,0.7521345615386963
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7322834730148315
64,1,16,0.7474179267883301
64,1,16,0.7472180128097534
64,1,16,0.7468454837799072
64,1,16,0.7461543083190918
64,1,16,0.7455553412437439
64,1,16,0.7474179267883301
64,1,16,0.7470453977584839
64,1,16,0.7470453977584839
64,1,16,0.7468454837799072
64,1,16,0.7457817792892456
64,1,16,0.6755207180976868
64,1,16,0.6746125221252441
64,1,16,0.6751645803451538
64,1,16,0.6743917465209961
64,1,16,0.6749438047409058
64,1,16,0.6734850406646729
64,1,16,0.6755207180976868
64,1,16,0.6755207180976868
64,1,16,0.6757414937019348
64,1,16,0.6734925508499146
64,1,16,0.6843433976173401
64,1,16,0.6839937567710876
64,1,16,0.685416579246521
64,1,16,0.6852371692657471
64,1,16,0.685416579246521
64,1,16,0.6838083863258362
64,1,16,0.6837513446807861
64,1,16,0.6827728152275085
64,1,16,0.6835329532623291
64,1,16,0.6835899949073792
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.760871171951294
64,1,16,0.7613165378570557
64,1,16,0.7613165378570557
64,1,16,0.6838753819465637
64,1,16,0.6824496388435364
64,1,16,0.6824496388435364
64,1,16,0.6818239688873291
64,1,16,0.6824496388435364
64,1,16,0.6839641332626343
64,1,16,0.6818792819976807
64,1,16,0.6824496388435364
64,1,16,0.6819641590118408
64,1,16,0.6839641332626343
64,1,16,0.6814963221549988
64,1,16,0.6803767681121826
64,1,16,0.6814378499984741
64,1,16,0.6800311207771301
64,1,16,0.6854902505874634
64,1,16,0.6808204650878906
64,1,16,0.6807069778442383
64,1,16,0.6833384037017822
64,1,16,0.68242347240448
64,1,16,0.6848728656768799
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6949597001075745
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.6953628063201904
64,1,16,0.7070937156677246
64,1,16,0.7067580223083496
64,1,16,0.7070937156677246
64,1,16,0.7070937156677246
64,1,16,0.706483006477356
64,1,16,0.7067580223083496
64,1,16,0.7070937156677246
64,1,16,0.7063592672348022
64,1,16,0.7067580223083496
64,1,16,0.7070937156677246
64,2,1,0.7282299995422363
64,2,1,0.7423104643821716
64,2,1,0.7422001957893372
64,2,1,0.7357642650604248
64,2,1,0.7423104643821716
64,2,1,0.7415674924850464
64,2,1,0.7312458753585815
64,2,1,0.7346938252449036
64,2,1,0.7345272302627563
64,2,1,0.7379212379455566
64,2,1,0.7030271887779236
64,2,1,0.717698335647583
64,2,1,0.6944416761398315
64,2,1,0.6685749292373657
64,2,1,0.6822445392608643
64,2,1,0.7143062353134155
64,2,1,0.687756359577179
64,2,1,0.7102169990539551
64,2,1,0.7079361081123352
64,2,1,0.7125560641288757
64,2,1,0.7408133745193481
64,2,1,0.7345090508460999
64,2,1,0.733773946762085
64,2,1,0.7345090508460999
64,2,1,0.7399160265922546
64,2,1,0.7331833839416504
64,2,1,0.7335804104804993
64,2,1,0.7345887422561646
64,2,1,0.733773946762085
64,2,1,0.7345887422561646
64,2,1,0.8044298887252808
64,2,1,0.8118547797203064
64,2,1,0.8044298887252808
64,2,1,0.804415225982666
64,2,1,0.8044298887252808
64,2,1,0.8118547797203064
64,2,1,0.8118547797203064
64,2,1,0.8044298887252808
64,2,1,0.8044298887252808
64,2,1,0.8044298887252808
64,2,1,0.7184357047080994
64,2,1,0.7246605753898621
64,2,1,0.71022629737854
64,2,1,0.718097448348999
64,2,1,0.7073479890823364
64,2,1,0.7261490821838379
64,2,1,0.7110598087310791
64,2,1,0.7029578685760498
64,2,1,0.7219439148902893
64,2,1,0.7207208871841431
64,2,1,0.7586872577667236
64,2,1,0.7672486305236816
64,2,1,0.7611653804779053
64,2,1,0.7669087052345276
64,2,1,0.7668511867523193
64,2,1,0.7601783275604248
64,2,1,0.7670761942863464
64,2,1,0.7566840052604675
64,2,1,0.7633571624755859
64,2,1,0.7640033960342407
64,2,1,0.7165976762771606
64,2,1,0.7164168357849121
64,2,1,0.7085652351379395
64,2,1,0.7073074579238892
64,2,1,0.7133974432945251
64,2,1,0.7115440368652344
64,2,1,0.7136363983154297
64,2,1,0.7046349048614502
64,2,1,0.7143875956535339
64,2,1,0.7105990648269653
64,2,1,0.7493095993995667
64,2,1,0.7574979662895203
64,2,1,0.7599984407424927
64,2,1,0.7657721042633057
64,2,1,0.7606524229049683
64,2,1,0.7516340017318726
64,2,1,0.7499452829360962
64,2,1,0.7580187320709229
64,2,1,0.7601335048675537
64,2,1,0.7497248649597168
64,2,1,0.7268550992012024
64,2,1,0.7354419231414795
64,2,1,0.7383759617805481
64,2,1,0.7383759617805481
64,2,1,0.7320659756660461
64,2,1,0.7319976091384888
64,2,1,0.7324931025505066
64,2,1,0.7316693067550659
64,2,1,0.729245126247406
64,2,1,0.7383759617805481
64,2,1,0.743605375289917
64,2,1,0.7343881130218506
64,2,1,0.736903190612793
64,2,1,0.734821081161499
64,2,1,0.749282956123352
64,2,1,0.749282956123352
64,2,1,0.737510621547699
64,2,1,0.748409628868103
64,2,1,0.7416483163833618
64,2,1,0.7499382495880127
64,2,2,0.7423104643821716
64,2,2,0.741975724697113
64,2,2,0.7422001957893372
64,2,2,0.7338323593139648
64,2,2,0.7439622282981873
64,2,2,0.7439622282981873
64,2,2,0.7312458753585815
64,2,2,0.7332962155342102
64,2,2,0.7337726950645447
64,2,2,0.7423104643821716
64,2,2,0.7105557918548584
64,2,2,0.7215883731842041
64,2,2,0.696860134601593
64,2,2,0.7058023810386658
64,2,2,0.6948705911636353
64,2,2,0.7073851823806763
64,2,2,0.7010281085968018
64,2,2,0.7105557918548584
64,2,2,0.7007642984390259
64,2,2,0.725959062576294
64,2,2,0.7408133745193481
64,2,2,0.7408133745193481
64,2,2,0.733773946762085
64,2,2,0.7345887422561646
64,2,2,0.7408133745193481
64,2,2,0.7408133745193481
64,2,2,0.733773946762085
64,2,2,0.7345887422561646
64,2,2,0.7408133745193481
64,2,2,0.733773946762085
64,2,2,0.8044298887252808
64,2,2,0.8044298887252808
64,2,2,0.8118547797203064
64,2,2,0.8044298887252808
64,2,2,0.8044298887252808
64,2,2,0.8044298887252808
64,2,2,0.8109490275382996
64,2,2,0.8044298887252808
64,2,2,0.8044298887252808
64,2,2,0.8044298887252808
64,2,2,0.7291064262390137
64,2,2,0.7258685231208801
64,2,2,0.7109134197235107
64,2,2,0.728837251663208
64,2,2,0.7210680246353149
64,2,2,0.7107658386230469
64,2,2,0.7272199392318726
64,2,2,0.7117229700088501
64,2,2,0.7219439148902893
64,2,2,0.7163352966308594
64,2,2,0.770334005355835
64,2,2,0.7726938128471375
64,2,2,0.7611653804779053
64,2,2,0.7683707475662231
64,2,2,0.7754381895065308
64,2,2,0.7700620889663696
64,2,2,0.770334005355835
64,2,2,0.7736932039260864
64,2,2,0.7658216953277588
64,2,2,0.763014554977417
64,2,2,0.7139158844947815
64,2,2,0.7184755802154541
64,2,2,0.7164168357849121
64,2,2,0.7174025774002075
64,2,2,0.7180071473121643
64,2,2,0.7115440368652344
64,2,2,0.7141149044036865
64,2,2,0.7081825733184814
64,2,2,0.7174035906791687
64,2,2,0.7158199548721313
64,2,2,0.7647286653518677
64,2,2,0.7580187320709229
64,2,2,0.7657721042633057
64,2,2,0.7580187320709229
64,2,2,0.7601335048675537
64,2,2,0.7580187320709229
64,2,2,0.7580187320709229
64,2,2,0.7601335048675537
64,2,2,0.7638570070266724
64,2,2,0.7517197132110596
64,2,2,0.7404583692550659
64,2,2,0.733506441116333
64,2,2,0.7341145873069763
64,2,2,0.7383759617805481
64,2,2,0.7414215803146362
64,2,2,0.7384696006774902
64,2,2,0.743229329586029
64,2,2,0.7414215803146362
64,2,2,0.733506441116333
64,2,2,0.7423176169395447
64,2,2,0.7423041462898254
64,2,2,0.7385429739952087
64,2,2,0.7394540905952454
64,2,2,0.7412043809890747
64,2,2,0.748094916343689
64,2,2,0.7505450248718262
64,2,2,0.7391875386238098
64,2,2,0.748094916343689
64,2,2,0.748409628868103
64,2,2,0.749282956123352
64,2,4,0.7423104643821716
64,2,4,0.7439622282981873
64,2,4,0.7430453300476074
64,2,4,0.7374937534332275
64,2,4,0.7444732785224915
64,2,4,0.7455814480781555
64,2,4,0.7423104643821716
64,2,4,0.7423104643821716
64,2,4,0.7337726950645447
64,2,4,0.7423104643821716
64,2,4,0.6995505690574646
64,2,4,0.7181471586227417
64,2,4,0.6984867453575134
64,2,4,0.725959062576294
64,2,4,0.7031618356704712
64,2,4,0.7105557918548584
64,2,4,0.6845722198486328
64,2,4,0.7125560641288757
64,2,4,0.7057815790176392
64,2,4,0.7091594934463501
64,2,4,0.7408133745193481
64,2,4,0.7376941442489624
64,2,4,0.7408133745193481
64,2,4,0.7408133745193481
64,2,4,0.7371235489845276
64,2,4,0.7408133745193481
64,2,4,0.7339980602264404
64,2,4,0.736610472202301
64,2,4,0.7346833348274231
64,2,4,0.7340927124023438
64,2,4,0.8044298887252808
64,2,4,0.8044298887252808
64,2,4,0.8044298887252808
64,2,4,0.8118547797203064
64,2,4,0.8044298887252808
64,2,4,0.8118547797203064
64,2,4,0.8044298887252808
64,2,4,0.8044298887252808
64,2,4,0.8044298887252808
64,2,4,0.8044298887252808
64,2,4,0.7291064262390137
64,2,4,0.7301558256149292
64,2,4,0.7183354496955872
64,2,4,0.7291064262390137
64,2,4,0.7134708166122437
64,2,4,0.7287032604217529
64,2,4,0.7216469049453735
64,2,4,0.7103949785232544
64,2,4,0.726328432559967
64,2,4,0.7177565097808838
64,2,4,0.7674046754837036
64,2,4,0.770334005355835
64,2,4,0.7611653804779053
64,2,4,0.7754381895065308
64,2,4,0.7754381895065308
64,2,4,0.770334005355835
64,2,4,0.770334005355835
64,2,4,0.7676345109939575
64,2,4,0.770334005355835
64,2,4,0.7667578458786011
64,2,4,0.7113246917724609
64,2,4,0.7121447324752808
64,2,4,0.708562970161438
64,2,4,0.7174025774002075
64,2,4,0.7180071473121643
64,2,4,0.7152994275093079
64,2,4,0.7178950309753418
64,2,4,0.7103475332260132
64,2,4,0.7125391960144043
64,2,4,0.7148069739341736
64,2,4,0.7600363492965698
64,2,4,0.7606524229049683
64,2,4,0.7657721042633057
64,2,4,0.7580187320709229
64,2,4,0.7580187320709229
64,2,4,0.7606524229049683
64,2,4,0.7580187320709229
64,2,4,0.7601335048675537
64,2,4,0.7601463198661804
64,2,4,0.7618507742881775
64,2,4,0.743229329586029
64,2,4,0.733506441116333
64,2,4,0.743229329586029
64,2,4,0.7413921356201172
64,2,4,0.743229329586029
64,2,4,0.7383759617805481
64,2,4,0.7423176169395447
64,2,4,0.743229329586029
64,2,4,0.7383759617805481
64,2,4,0.7383759617805481
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.7426685094833374
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,4,0.749282956123352
64,2,8,0.7423104643821716
64,2,8,0.7439622282981873
64,2,8,0.735186755657196
64,2,8,0.7401823997497559
64,2,8,0.7433800101280212
64,2,8,0.7439622282981873
64,2,8,0.7423104643821716
64,2,8,0.7422001957893372
64,2,8,0.7423104643821716
64,2,8,0.7423104643821716
64,2,8,0.702039361000061
64,2,8,0.7234640121459961
64,2,8,0.6998680233955383
64,2,8,0.7021374106407166
64,2,8,0.7054427862167358
64,2,8,0.7077817916870117
64,2,8,0.6997220516204834
64,2,8,0.7076472043991089
64,2,8,0.7057815790176392
64,2,8,0.7116051912307739
64,2,8,0.7408133745193481
64,2,8,0.7408133745193481
64,2,8,0.7408133745193481
64,2,8,0.7408133745193481
64,2,8,0.7408133745193481
64,2,8,0.739923357963562
64,2,8,0.7371235489845276
64,2,8,0.7408133745193481
64,2,8,0.7386859655380249
64,2,8,0.7357957363128662
64,2,8,0.8044298887252808
64,2,8,0.8104466199874878
64,2,8,0.8118547797203064
64,2,8,0.8104466199874878
64,2,8,0.8103739023208618
64,2,8,0.8044298887252808
64,2,8,0.8044298887252808
64,2,8,0.8044298887252808
64,2,8,0.8044298887252808
64,2,8,0.8077610731124878
64,2,8,0.7274510264396667
64,2,8,0.7267433404922485
64,2,8,0.7154913544654846
64,2,8,0.7291064262390137
64,2,8,0.7246067523956299
64,2,8,0.7227650284767151
64,2,8,0.7216469049453735
64,2,8,0.717592716217041
64,2,8,0.7271236181259155
64,2,8,0.7187961339950562
64,2,8,0.770334005355835
64,2,8,0.770334005355835
64,2,8,0.7754381895065308
64,2,8,0.770334005355835
64,2,8,0.7754381895065308
64,2,8,0.770334005355835
64,2,8,0.770334005355835
64,2,8,0.7727528810501099
64,2,8,0.7737237215042114
64,2,8,0.770334005355835
64,2,8,0.7103475332260132
64,2,8,0.7186816930770874
64,2,8,0.7106460332870483
64,2,8,0.7102771401405334
64,2,8,0.7115073800086975
64,2,8,0.7105668783187866
64,2,8,0.7064142227172852
64,2,8,0.7114027738571167
64,2,8,0.7164168357849121
64,2,8,0.7104259729385376
64,2,8,0.7625707387924194
64,2,8,0.7601335048675537
64,2,8,0.7631365060806274
64,2,8,0.7580187320709229
64,2,8,0.7546787261962891
64,2,8,0.7580187320709229
64,2,8,0.7580187320709229
64,2,8,0.7601335048675537
64,2,8,0.7601335048675537
64,2,8,0.7580187320709229
64,2,8,0.7423176169395447
64,2,8,0.7374504804611206
64,2,8,0.743229329586029
64,2,8,0.7383759617805481
64,2,8,0.7423176169395447
64,2,8,0.743229329586029
64,2,8,0.7383759617805481
64,2,8,0.743229329586029
64,2,8,0.743229329586029
64,2,8,0.7403368949890137
64,2,8,0.749282956123352
64,2,8,0.749282956123352
64,2,8,0.749282956123352
64,2,8,0.749282956123352
64,2,8,0.749282956123352
64,2,8,0.7508115172386169
64,2,8,0.7458202838897705
64,2,8,0.749282956123352
64,2,8,0.7428708672523499
64,2,8,0.749282956123352
64,2,16,0.7433800101280212
64,2,16,0.7423104643821716
64,2,16,0.7423104643821716
64,2,16,0.743135929107666
64,2,16,0.7423104643821716
64,2,16,0.7384119033813477
64,2,16,0.7423104643821716
64,2,16,0.7439622282981873
64,2,16,0.741975724697113
64,2,16,0.7423104643821716
64,2,16,0.7024762630462646
64,2,16,0.7125361561775208
64,2,16,0.7053558230400085
64,2,16,0.6932440996170044
64,2,16,0.7042506337165833
64,2,16,0.7064594030380249
64,2,16,0.7005233764648438
64,2,16,0.7026883363723755
64,2,16,0.7030789852142334
64,2,16,0.6949740052223206
64,2,16,0.7367894053459167
64,2,16,0.733951210975647
64,2,16,0.739923357963562
64,2,16,0.7408133745193481
64,2,16,0.7397104501724243
64,2,16,0.7408133745193481
64,2,16,0.736610472202301
64,2,16,0.739923357963562
64,2,16,0.7392405271530151
64,2,16,0.734764575958252
64,2,16,0.8118547797203064
64,2,16,0.8044298887252808
64,2,16,0.8090164065361023
64,2,16,0.8118547797203064
64,2,16,0.8044298887252808
64,2,16,0.8118547797203064
64,2,16,0.8118547797203064
64,2,16,0.8044298887252808
64,2,16,0.8044298887252808
