problem,n,type_instance,M,mean,median,q1,q3,p2,p98
QUBO,256,1,4,1309.380005,1302.000000,1265.750000,1356.000000,1208.839966,1407.920044
QUBO,64,5,4,310.420013,311.000000,273.750000,332.500000,259.959991,386.040009
QUBO,64,4,4,329.339996,334.000000,316.750000,342.000000,283.920013,372.000000
QUBO,128,1,4,441.079987,444.000000,423.000000,461.250000,389.820007,481.119995
QUBO,128,3,4,1191.900024,1191.000000,1151.500000,1235.500000,1078.780029,1349.040039
QUBO,256,4,4,2660.360107,2664.500000,2569.000000,2755.250000,2391.860107,2928.020020
QUBO,256,2,4,1247.699951,1236.500000,1202.500000,1294.250000,1154.380005,1387.239990
QUBO,256,5,4,2609.159912,2591.500000,2516.000000,2680.000000,2425.840088,2839.179932
QUBO,256,3,4,3335.840088,3335.500000,3252.000000,3406.250000,3135.760010,3575.300049
QUBO,128,0,4,580.500000,580.500000,559.750000,598.000000,539.760010,633.119995
QUBO,128,4,4,947.260010,944.000000,900.750000,977.250000,826.919983,1074.040039
QUBO,64,1,4,148.039993,146.000000,141.000000,154.250000,117.000000,179.000000
QUBO,128,2,4,430.700012,430.000000,416.750000,446.250000,377.820007,479.000000
QUBO,256,0,4,1634.359985,1636.500000,1594.500000,1669.500000,1536.839966,1740.079956
QUBO,64,0,4,200.000000,201.000000,193.000000,206.250000,172.899994,224.000000
QUBO,64,2,5,139.960007,141.000000,132.000000,146.000000,119.000000,159.000000
QUBO,128,5,5,914.700012,909.000000,868.500000,958.500000,802.780029,1046.020020
QUBO,64,3,5,411.640015,410.000000,394.000000,426.000000,381.959991,459.200012
QUBO,256,1,5,1318.160034,1317.500000,1278.750000,1358.500000,1208.599976,1431.199951
QUBO,64,5,5,313.679993,316.000000,276.000000,340.500000,261.799988,396.000000
QUBO,64,4,5,331.239990,334.000000,324.000000,342.250000,279.920013,372.000000
QUBO,128,1,5,442.519989,445.000000,423.750000,462.000000,387.920013,489.100006
QUBO,128,3,5,1195.780029,1193.000000,1152.000000,1233.000000,1095.540039,1329.199951
QUBO,256,4,5,2680.360107,2696.000000,2596.500000,2759.250000,2437.479980,2901.199951
QUBO,256,2,5,1261.140015,1254.500000,1217.750000,1304.250000,1154.959961,1382.060059
QUBO,256,5,5,2621.620117,2605.500000,2553.250000,2691.500000,2411.919922,2897.340088
QUBO,256,3,5,3376.580078,3368.000000,3306.500000,3434.000000,3189.320068,3581.120117
QUBO,128,0,5,582.359985,580.500000,568.750000,595.000000,534.979980,629.159973
QUBO,128,4,5,938.340027,943.000000,893.250000,980.500000,824.799988,1064.020020
QUBO,64,1,5,150.080002,149.000000,141.000000,157.000000,128.880005,179.000000
QUBO,128,2,5,433.299988,429.500000,413.000000,458.250000,384.619995,485.000000
QUBO,256,0,5,1653.439941,1649.000000,1611.750000,1689.500000,1562.599976,1770.060059
QUBO,64,0,5,202.160004,203.000000,194.750000,209.000000,181.000000,224.000000
QUBO,64,2,6,141.240005,143.000000,131.750000,149.250000,119.000000,159.020004
QUBO,128,5,6,925.539978,923.500000,884.750000,971.000000,826.280029,1036.280029
QUBO,64,3,6,417.600006,414.000000,398.000000,436.000000,373.880005,473.079987
QUBO,256,1,6,1335.280029,1329.500000,1299.000000,1367.750000,1234.680054,1449.040039
QUBO,64,5,6,315.839996,318.000000,280.750000,340.000000,262.000000,396.040009
QUBO,64,4,6,331.660004,333.000000,317.750000,346.000000,289.959991,372.000000
QUBO,128,1,6,447.279999,451.000000,431.000000,466.250000,387.880005,492.040009
QUBO,128,3,6,1207.900024,1201.000000,1163.000000,1255.250000,1111.859985,1333.079956
QUBO,256,4,6,2685.639893,2672.000000,2601.500000,2785.500000,2438.939941,2931.159912
QUBO,256,2,6,1267.660034,1252.000000,1218.500000,1311.500000,1170.920044,1408.199951
QUBO,256,5,6,2633.979980,2627.500000,2560.000000,2714.500000,2457.560059,2857.000000
QUBO,256,3,6,3357.919922,3356.000000,3286.750000,3432.000000,3155.840088,3596.320068
QUBO,128,0,6,590.619995,590.500000,575.750000,605.000000,546.619995,639.280029
QUBO,128,4,6,952.159973,952.000000,900.750000,1004.750000,842.200012,1076.040039
QUBO,64,1,6,149.800003,150.000000,141.000000,157.000000,125.000000,179.000000
QUBO,128,2,6,434.839996,432.000000,420.000000,451.500000,390.959991,485.000000
QUBO,256,0,6,1651.939941,1643.000000,1614.500000,1691.000000,1550.959961,1786.040039
QUBO,64,0,6,202.300003,203.000000,193.750000,209.000000,182.899994,224.000000
QUBO,64,2,7,141.220001,143.000000,131.750000,149.000000,123.000000,160.000000
QUBO,128,5,7,933.919983,939.000000,897.750000,973.500000,818.979980,1044.079956
QUBO,64,3,7,421.380005,421.000000,402.000000,437.250000,375.959991,471.000000
QUBO,256,1,7,1329.859985,1325.000000,1299.500000,1365.000000,1222.920044,1425.160034
QUBO,64,5,7,315.959991,322.000000,276.750000,340.000000,261.880005,398.040009
QUBO,64,4,7,331.739990,334.000000,320.000000,343.000000,291.980011,372.000000
QUBO,128,1,7,449.640015,452.500000,433.000000,468.000000,397.940002,489.000000
QUBO,128,3,7,1219.119995,1216.000000,1186.750000,1245.000000,1111.900024,1351.160034
QUBO,256,4,7,2688.120117,2684.500000,2613.750000,2748.500000,2439.219971,2947.239990
QUBO,256,2,7,1268.880005,1262.000000,1221.750000,1302.250000,1174.760010,1388.020020
QUBO,256,5,7,2663.060059,2655.500000,2589.750000,2729.500000,2487.919922,2852.479980
QUBO,256,3,7,3388.060059,3378.500000,3303.000000,3458.250000,3215.719971,3617.060059
QUBO,128,0,7,593.200012,591.500000,577.750000,608.250000,551.979980,637.119995
QUBO,128,4,7,949.700012,948.500000,908.500000,989.750000,842.799988,1076.040039
QUBO,64,1,7,150.960007,149.500000,141.000000,157.000000,133.979996,179.000000
QUBO,128,2,7,436.959991,433.500000,420.000000,449.000000,402.959991,487.000000
QUBO,256,0,7,1658.619995,1659.500000,1608.000000,1703.500000,1558.920044,1778.560059
QUBO,64,0,7,205.119995,206.000000,197.750000,211.000000,184.979996,224.000000
QUBO,64,2,8,140.460007,141.000000,130.750000,147.250000,122.959999,159.020004
QUBO,128,5,8,931.919983,926.000000,876.500000,987.250000,820.799988,1049.380005
QUBO,64,3,8,424.100006,424.000000,407.500000,441.750000,385.920013,461.239990
QUBO,256,1,8,1326.839966,1321.000000,1297.500000,1350.500000,1242.680054,1431.079956
QUBO,64,5,8,317.359985,320.000000,280.750000,342.000000,262.000000,398.040009
QUBO,64,4,8,335.160004,339.500000,325.500000,346.000000,291.959991,361.000000
QUBO,128,1,8,447.859985,454.000000,431.000000,467.250000,399.959991,488.019989
QUBO,128,3,8,1222.979980,1222.500000,1188.000000,1261.250000,1127.979980,1324.260010
QUBO,256,4,8,2687.840088,2694.000000,2613.750000,2751.000000,2504.260010,2875.020020
QUBO,256,2,8,1271.199951,1262.000000,1231.000000,1305.500000,1178.839966,1405.500000
QUBO,256,5,8,2644.699951,2648.000000,2565.750000,2711.000000,2443.760010,2833.179932
QUBO,256,3,8,3401.139893,3413.000000,3301.750000,3481.000000,3164.919922,3656.919922
QUBO,128,0,8,592.539978,590.000000,575.000000,609.000000,549.880005,637.020020
QUBO,128,4,8,955.659973,950.000000,909.000000,994.000000,838.840027,1074.040039
QUBO,64,1,8,151.020004,151.000000,141.000000,158.000000,135.000000,179.000000
QUBO,128,2,8,437.339996,435.500000,422.000000,453.250000,387.880005,483.040009
QUBO,256,0,8,1666.540039,1656.500000,1629.000000,1702.500000,1565.000000,1790.219971
QUBO,64,0,8,204.399994,203.500000,198.750000,210.250000,186.960007,224.000000
QUBO,64,2,9,142.199997,143.000000,132.750000,149.000000,127.000000,160.020004
QUBO,128,5,9,933.820007,926.500000,890.000000,972.000000,830.940002,1056.079956
QUBO,64,3,9,426.140015,426.000000,411.750000,442.000000,379.959991,471.000000
QUBO,256,1,9,1337.979980,1334.000000,1305.000000,1379.000000,1238.839966,1443.119995
QUBO,64,5,9,315.619995,318.000000,280.750000,339.000000,268.000000,396.040009
QUBO,64,4,9,338.239990,340.000000,328.000000,349.250000,300.980011,372.000000
QUBO,128,1,9,451.359985,455.000000,434.750000,469.250000,402.820007,492.040009
QUBO,128,3,9,1219.020020,1211.500000,1184.500000,1245.250000,1143.979980,1319.880005
QUBO,256,4,9,2690.360107,2685.000000,2607.750000,2776.000000,2488.040039,2917.020020
QUBO,256,2,9,1274.719971,1271.000000,1230.750000,1314.250000,1180.979980,1419.180054
QUBO,256,5,9,2636.679932,2635.000000,2571.000000,2705.500000,2439.620117,2840.020020
QUBO,256,3,9,3371.800049,3354.500000,3288.250000,3439.750000,3178.899902,3610.300049
QUBO,128,0,9,596.659973,599.500000,582.000000,612.250000,550.919983,637.059998
QUBO,128,4,9,959.559998,962.000000,914.750000,1000.750000,859.000000,1076.040039
QUBO,64,1,9,152.100006,151.000000,145.000000,157.250000,134.960007,179.000000
QUBO,128,2,9,440.920013,437.500000,424.000000,459.250000,397.940002,485.000000
QUBO,256,0,9,1663.140015,1666.500000,1629.000000,1691.000000,1578.359985,1766.099976
QUBO,64,0,9,204.880005,204.500000,197.000000,215.000000,181.919998,224.000000
QUBO,64,2,10,141.860001,143.000000,132.000000,148.250000,122.940002,160.020004
QUBO,128,5,10,942.359985,934.000000,901.750000,987.000000,844.799988,1039.459961
QUBO,64,3,10,423.880005,422.500000,406.000000,440.500000,377.959991,475.040009
QUBO,256,1,10,1344.920044,1339.500000,1318.750000,1379.000000,1258.920044,1431.000000
QUBO,64,5,10,317.100006,319.000000,280.750000,340.000000,263.959991,394.000000
QUBO,64,4,10,337.880005,340.500000,325.500000,350.000000,295.880005,372.000000
QUBO,128,1,10,452.220001,453.000000,441.000000,470.000000,406.959991,487.100006
QUBO,128,3,10,1221.219971,1215.000000,1181.500000,1250.000000,1141.959961,1361.040039
QUBO,256,4,10,2704.639893,2708.000000,2641.000000,2779.500000,2483.639893,2899.360107
QUBO,256,2,10,1272.500000,1268.000000,1223.750000,1323.000000,1179.000000,1381.380005
QUBO,256,5,10,2640.580078,2629.500000,2570.500000,2715.250000,2455.879883,2845.479980
QUBO,256,3,10,3380.080078,3365.000000,3294.000000,3454.000000,3181.879883,3580.919922
QUBO,128,0,10,594.359985,593.500000,575.000000,611.000000,553.000000,645.039978
QUBO,128,4,10,960.039978,959.500000,915.000000,1009.750000,850.960022,1074.079956
QUBO,64,1,10,151.080002,149.000000,141.000000,158.000000,134.960007,179.000000
QUBO,128,2,10,437.859985,435.000000,423.000000,453.000000,393.920013,485.000000
QUBO,256,0,10,1668.880005,1671.500000,1642.750000,1707.500000,1549.000000,1766.199951
QUBO,64,0,10,205.460007,206.000000,197.750000,212.250000,185.960007,224.000000
QUBO,64,2,11,142.320007,143.000000,133.500000,150.250000,122.959999,161.000000
QUBO,128,5,11,937.320007,931.000000,895.500000,980.250000,839.960022,1058.040039
QUBO,64,3,11,428.079987,427.000000,413.500000,440.000000,394.000000,473.040009
QUBO,256,1,11,1335.079956,1335.500000,1301.000000,1363.500000,1242.680054,1444.040039
QUBO,64,5,11,318.739990,324.000000,283.000000,342.500000,261.980011,398.000000
QUBO,64,4,11,339.200012,340.000000,333.500000,350.000000,297.920013,372.000000
QUBO,128,1,11,452.880005,453.000000,441.000000,469.000000,407.959991,492.119995
QUBO,128,3,11,1224.160034,1216.500000,1183.500000,1255.250000,1139.000000,1361.079956
QUBO,256,4,11,2678.199951,2680.000000,2597.000000,2762.000000,2480.500000,2909.260010
QUBO,256,2,11,1267.180054,1265.000000,1215.750000,1310.750000,1178.920044,1385.140015
QUBO,256,5,11,2646.780029,2638.000000,2569.000000,2723.500000,2451.800049,2845.280029
QUBO,256,3,11,3375.439941,3349.500000,3291.750000,3460.000000,3172.699951,3613.100098
QUBO,128,0,11,596.320007,596.500000,579.750000,616.250000,540.000000,641.159973
QUBO,128,4,11,956.659973,952.000000,923.750000,1005.250000,836.840027,1062.280029
QUBO,64,1,11,152.779999,154.000000,145.000000,158.000000,136.000000,179.000000
QUBO,128,2,11,437.500000,435.500000,423.750000,455.000000,387.959991,487.000000
QUBO,256,0,11,1672.979980,1667.000000,1628.500000,1710.750000,1576.959961,1791.099976
QUBO,64,0,11,205.919998,206.000000,199.750000,211.250000,185.000000,224.000000
QUBO,64,2,12,142.619995,143.000000,132.750000,151.000000,125.000000,160.020004
QUBO,128,5,12,944.340027,944.500000,905.250000,990.000000,829.979980,1070.040039
QUBO,64,3,12,427.459991,426.000000,413.750000,441.000000,387.839996,473.119995
QUBO,256,1,12,1326.760010,1326.500000,1286.750000,1365.000000,1228.479980,1445.040039
QUBO,64,5,12,318.380005,322.000000,282.750000,342.500000,265.959991,400.000000
QUBO,64,4,12,337.299988,340.000000,326.000000,349.250000,291.959991,372.000000
QUBO,128,1,12,452.079987,453.000000,440.750000,466.250000,413.820007,489.000000
QUBO,128,3,12,1235.540039,1221.000000,1194.500000,1257.750000,1161.939941,1361.160034
QUBO,256,4,12,2691.439941,2681.000000,2622.750000,2757.500000,2511.820068,2927.000000
QUBO,256,2,12,1268.619995,1265.500000,1228.500000,1303.000000,1158.780029,1378.060059
QUBO,256,5,12,2645.679932,2632.000000,2565.500000,2741.750000,2435.739990,2895.360107
QUBO,256,3,12,3375.500000,3376.000000,3280.250000,3441.000000,3202.979980,3624.439941
QUBO,128,0,12,597.179993,597.000000,582.000000,613.000000,554.960022,642.020020
QUBO,128,4,12,954.239990,954.500000,912.250000,1000.250000,848.960022,1078.000000
QUBO,64,1,12,152.300003,152.000000,141.000000,157.250000,135.979996,179.000000
QUBO,128,2,12,441.619995,440.000000,426.000000,459.000000,403.880005,483.000000
QUBO,256,0,12,1664.939941,1663.000000,1621.750000,1718.000000,1566.800049,1777.140015
QUBO,64,0,12,207.559998,208.000000,201.000000,215.000000,186.979996,224.000000
QUBO,64,2,13,142.320007,143.000000,134.000000,149.250000,118.959999,161.000000
QUBO,128,5,13,935.599976,941.000000,891.750000,973.750000,828.679993,1040.599976
QUBO,64,3,13,427.500000,425.000000,413.500000,441.000000,390.000000,473.239990
QUBO,256,1,13,1337.579956,1329.000000,1301.000000,1376.000000,1248.219971,1450.140015
QUBO,64,5,13,319.559998,327.000000,282.500000,341.000000,268.959991,396.000000
QUBO,64,4,13,339.640015,340.000000,331.500000,350.000000,298.000000,372.000000
QUBO,128,1,13,453.380005,456.500000,437.000000,472.000000,405.799988,490.040009
QUBO,128,3,13,1226.020020,1221.000000,1186.750000,1257.500000,1127.880005,1363.040039
QUBO,256,4,13,2688.040039,2689.500000,2593.000000,2768.500000,2471.919922,2965.100098
QUBO,256,2,13,1255.780029,1246.000000,1207.250000,1311.250000,1151.000000,1370.520020
QUBO,256,5,13,2627.479980,2611.000000,2544.000000,2705.750000,2428.000000,2880.540039
QUBO,256,3,13,3382.919922,3387.500000,3303.000000,3464.000000,3140.959961,3656.560059
QUBO,128,0,13,598.619995,597.500000,582.500000,617.500000,553.979980,641.000000
QUBO,128,4,13,962.919983,962.000000,913.000000,1003.750000,854.840027,1078.000000
QUBO,64,1,13,152.600006,154.000000,141.750000,158.000000,134.000000,179.000000
QUBO,128,2,13,442.239990,439.000000,424.000000,456.500000,400.940002,489.040009
QUBO,256,0,13,1654.839966,1651.500000,1621.750000,1693.000000,1550.359985,1757.099976
QUBO,64,0,13,207.119995,207.000000,200.000000,213.250000,183.000000,224.000000
QUBO,64,2,14,143.320007,143.500000,134.000000,151.000000,125.000000,161.000000
QUBO,128,5,14,934.059998,925.500000,897.750000,983.750000,831.719971,1044.119995
QUBO,64,3,14,430.040009,426.000000,418.000000,442.500000,393.880005,473.040009
QUBO,256,1,14,1327.479980,1329.500000,1279.500000,1368.250000,1228.959961,1434.020020
QUBO,64,5,14,319.799988,328.000000,279.750000,344.000000,267.940002,398.000000
QUBO,64,4,14,339.959991,340.000000,334.000000,350.000000,303.839996,372.000000
QUBO,128,1,14,453.519989,453.000000,441.000000,468.000000,412.940002,489.019989
QUBO,128,3,14,1224.040039,1221.500000,1190.750000,1254.250000,1129.719971,1331.040039
QUBO,256,4,14,2676.360107,2678.500000,2598.000000,2751.250000,2452.939941,2941.000000
QUBO,256,2,14,1261.400024,1253.500000,1212.250000,1302.750000,1130.880005,1378.260010
QUBO,256,5,14,2618.860107,2619.500000,2533.500000,2709.000000,2416.860107,2828.080078
QUBO,256,3,14,3349.760010,3352.500000,3265.750000,3447.750000,3081.459961,3609.179932
QUBO,128,0,14,597.400024,595.000000,579.500000,618.000000,558.700012,641.000000
QUBO,128,4,14,961.340027,967.000000,916.750000,1004.500000,834.919983,1074.000000
QUBO,64,1,14,153.020004,154.000000,144.000000,158.000000,136.000000,179.000000
QUBO,128,2,14,440.859985,439.000000,425.000000,459.000000,394.000000,485.040009
QUBO,256,0,14,1658.719971,1662.000000,1608.500000,1698.000000,1554.920044,1812.040039
QUBO,64,0,14,207.320007,206.000000,200.000000,217.500000,186.000000,224.000000
QUBO,64,2,15,142.979996,143.000000,134.000000,148.000000,127.000000,161.000000
QUBO,128,5,15,938.000000,934.500000,887.000000,978.250000,844.940002,1068.040039
QUBO,64,3,15,430.700012,429.500000,414.000000,444.500000,383.880005,483.040009
QUBO,256,1,15,1320.780029,1323.500000,1287.000000,1357.750000,1210.640015,1427.000000
QUBO,64,5,15,319.059998,326.000000,281.000000,342.000000,269.920013,396.040009
QUBO,64,4,15,340.140015,341.500000,333.750000,350.000000,307.799988,372.000000
QUBO,128,1,15,454.980011,455.500000,440.750000,472.000000,411.980011,489.059998
QUBO,128,3,15,1229.660034,1217.500000,1196.000000,1269.250000,1151.959961,1349.280029
QUBO,256,4,15,2657.320068,2657.000000,2567.500000,2749.000000,2443.800049,2895.600098
QUBO,256,2,15,1248.880005,1242.500000,1207.500000,1288.250000,1144.959961,1372.099976
QUBO,256,5,15,2595.020020,2580.500000,2488.750000,2683.750000,2363.959961,2845.159912
QUBO,256,3,15,3314.139893,3311.000000,3247.500000,3383.750000,3095.780029,3558.040039
QUBO,128,0,15,595.820007,594.000000,580.750000,610.500000,549.900024,641.039978
QUBO,128,4,15,962.440002,967.000000,920.750000,1004.250000,848.559998,1076.040039
QUBO,64,1,15,152.860001,154.000000,144.000000,158.000000,135.000000,179.000000
QUBO,128,2,15,442.739990,439.000000,427.000000,459.000000,404.839996,487.000000
QUBO,256,0,15,1642.280029,1634.500000,1604.000000,1679.500000,1534.959961,1779.199951
QUBO,64,0,15,207.160004,207.000000,201.000000,215.000000,186.000000,224.000000
QUBO,64,2,16,142.520004,143.000000,134.000000,151.000000,125.000000,160.000000
QUBO,128,5,16,933.419983,928.500000,893.500000,973.000000,838.840027,1056.079956
QUBO,64,3,16,428.399994,426.000000,413.500000,444.750000,387.920013,473.000000
QUBO,256,1,16,1313.780029,1313.000000,1278.750000,1346.250000,1204.979980,1430.020020
QUBO,64,5,16,319.000000,326.000000,282.500000,342.000000,267.959991,396.040009
QUBO,64,4,16,339.480011,340.000000,334.000000,350.000000,299.859985,372.000000
QUBO,128,1,16,452.320007,453.000000,437.000000,468.250000,402.000000,498.000000
QUBO,128,3,16,1230.959961,1225.500000,1192.750000,1259.500000,1133.900024,1365.040039
QUBO,256,4,16,2650.300049,2640.500000,2568.000000,2718.250000,2424.000000,2958.060059
QUBO,256,2,16,1237.180054,1239.000000,1183.000000,1285.000000,1130.760010,1357.199951
QUBO,256,5,16,2578.260010,2562.500000,2490.000000,2684.000000,2355.659912,2831.219971
QUBO,256,3,16,3295.540039,3295.500000,3207.750000,3380.750000,3051.860107,3538.120117
QUBO,128,0,16,598.320007,595.000000,581.000000,612.250000,552.820007,647.000000
QUBO,128,4,16,962.020020,960.000000,918.500000,1000.500000,858.440002,1074.000000
QUBO,64,1,16,152.779999,154.000000,141.000000,158.000000,134.919998,179.000000
QUBO,128,2,16,441.799988,437.000000,426.000000,458.000000,404.959991,487.040009
QUBO,256,0,16,1634.160034,1630.000000,1599.500000,1669.750000,1536.760010,1758.020020
QUBO,64,0,16,206.619995,207.000000,200.000000,215.000000,185.979996,224.000000
QUBO,64,2,17,143.000000,143.000000,134.000000,151.000000,126.919998,160.000000
QUBO,128,5,17,930.479980,926.000000,891.750000,961.250000,830.940002,1054.119995
QUBO,64,3,17,432.619995,430.000000,419.500000,446.000000,393.839996,477.000000
QUBO,256,1,17,1308.160034,1305.000000,1263.000000,1346.500000,1216.680054,1421.319946
QUBO,64,5,17,320.500000,325.000000,281.750000,344.500000,270.000000,398.000000
QUBO,64,4,17,340.100006,342.000000,334.000000,350.000000,306.000000,372.000000
QUBO,128,1,17,451.100006,454.500000,435.000000,468.000000,401.920013,489.059998
QUBO,128,3,17,1228.640015,1225.000000,1192.500000,1254.000000,1139.680054,1367.160034
QUBO,256,4,17,2626.780029,2604.000000,2532.000000,2718.250000,2401.300049,2899.280029
QUBO,256,2,17,1228.020020,1221.500000,1179.000000,1276.000000,1117.660034,1349.160034
QUBO,256,5,17,2556.600098,2558.500000,2459.250000,2666.750000,2305.959961,2798.580078
QUBO,256,3,17,3302.399902,3306.500000,3215.750000,3380.750000,3072.979980,3558.159912
QUBO,128,0,17,599.299988,599.000000,584.750000,615.000000,548.880005,641.039978
QUBO,128,4,17,953.020020,954.500000,907.250000,992.500000,840.960022,1074.000000
QUBO,64,1,17,153.279999,154.000000,145.000000,158.000000,137.960007,179.000000
QUBO,128,2,17,440.959991,438.500000,431.000000,452.500000,403.920013,481.040009
QUBO,256,0,17,1623.339966,1618.000000,1571.000000,1663.500000,1517.699951,1753.219971
QUBO,64,0,17,208.279999,209.000000,201.000000,215.250000,188.000000,224.000000
QUBO,64,2,18,142.940002,143.000000,134.000000,151.000000,126.959999,161.000000
QUBO,128,5,18,927.700012,929.000000,892.000000,965.500000,821.979980,1036.040039
QUBO,64,3,18,431.200012,430.500000,420.000000,447.000000,392.000000,475.040009
QUBO,256,1,18,1306.800049,1309.500000,1258.000000,1336.250000,1190.920044,1447.140015
QUBO,64,5,18,319.720001,325.000000,285.750000,344.000000,267.920013,398.040009
QUBO,64,4,18,340.739990,340.500000,333.500000,350.000000,311.920013,372.000000
QUBO,128,1,18,455.660004,456.000000,441.000000,472.000000,407.799988,496.040009
QUBO,128,3,18,1225.119995,1215.500000,1184.000000,1260.000000,1138.859985,1345.400024
QUBO,256,4,18,2616.959961,2622.500000,2516.750000,2711.500000,2381.860107,2925.600098
QUBO,256,2,18,1219.239990,1210.000000,1169.500000,1262.500000,1107.000000,1374.199951
QUBO,256,5,18,2503.679932,2484.500000,2398.000000,2592.250000,2251.760010,2788.080078
QUBO,256,3,18,3277.260010,3266.000000,3163.750000,3387.500000,3053.840088,3566.939941
QUBO,128,0,18,595.640015,596.000000,579.000000,609.500000,555.960022,643.039978
QUBO,128,4,18,962.179993,955.500000,910.000000,1015.000000,862.640015,1076.040039
