score
-2230.0
-2208.0
-2400.0
-2632.0
-2370.0
-2426.0
-2546.0
-2422.0
-2318.0
-2428.0
-2298.0
-2436.0
-2282.0
-2168.0
-2562.0
-2378.0
-2254.0
-2278.0
-2292.0
-2282.0
-2162.0
-2168.0
-2180.0
-2166.0
-2518.0
-2086.0
-2180.0
-2188.0
-2392.0
-2686.0
-2337.0
-2397.0
-2163.0
-2621.0
-2527.0
-2243.0
-2529.0
-2463.0
-2213.0
-2287.0
-2148.0
-2120.0
-2180.0
-2258.0
-2298.0
-2184.0
-2350.0
-2178.0
-2332.0
-2056.0
-2420.0
-2410.0
-2158.0
-2428.0
-2254.0
-2370.0
-2362.0
-2284.0
-2388.0
-2504.0
-2431.0
-2141.0
-2497.0
-2295.0
-2559.0
-2479.0
-2501.0
-2461.0
-2579.0
-2397.0
-2627.0
-2351.0
-2343.0
-2203.0
-2145.0
-2355.0
-2477.0
-2143.0
-2421.0
-2557.0
-2586.0
-2396.0
-2464.0
-2544.0
-2616.0
-2634.0
-2338.0
-2512.0
-2462.0
-2388.0
-2241.0
-2633.0
-2569.0
-2239.0
-2095.0
-2383.0
-2465.0
-2497.0
-2467.0
-2297.0
