Interact vs No_Interact summary
wins_interact: 18
wins_no_interact: 12
mean_gap: 1.76%
per_instance_gap:
QUBO_dim64_t0: interact=199.720001, no_interact=204.440002, gap=-2.31% (no_interact better)
QUBO_dim64_t1: interact=148.979996, no_interact=152.100006, gap=-2.05% (no_interact better)
QUBO_dim64_t2: interact=138.699997, no_interact=141.619995, gap=-2.06% (no_interact better)
QUBO_dim64_t3: interact=412.619995, no_interact=421.359985, gap=-2.07% (no_interact better)
QUBO_dim64_t4: interact=328.940002, no_interact=339.220001, gap=-3.03% (no_interact better)
QUBO_dim64_t5: interact=308.619995, no_interact=312.540009, gap=-1.25% (no_interact better)
QUBO_dim128_t0: interact=583.719971, no_interact=573.559998, gap=1.77% (interact better)
QUBO_dim128_t1: interact=445.820007, no_interact=449.459991, gap=-0.81% (no_interact better)
QUBO_dim128_t2: interact=428.799988, no_interact=429.779999, gap=-0.23% (no_interact better)
QUBO_dim128_t3: interact=1197.579956, no_interact=1173.680054, gap=2.04% (interact better)
QUBO_dim128_t4: interact=936.640015, no_interact=946.539978, gap=-1.05% (no_interact better)
QUBO_dim128_t5: interact=918.119995, no_interact=899.460022, gap=2.07% (interact better)
QUBO_dim256_t0: interact=1630.780029, no_interact=1501.859985, gap=8.58% (interact better)
QUBO_dim256_t1: interact=1309.959961, no_interact=1235.260010, gap=6.05% (interact better)
QUBO_dim256_t2: interact=1241.859985, no_interact=1159.739990, gap=7.08% (interact better)
QUBO_dim256_t3: interact=3319.780029, no_interact=3050.239990, gap=8.84% (interact better)
QUBO_dim256_t4: interact=2656.679932, no_interact=2480.899902, gap=7.09% (interact better)
QUBO_dim256_t5: interact=2605.239990, no_interact=2387.219971, gap=9.13% (interact better)
NK_dim128_t1: interact=0.710403, no_interact=0.709028, gap=0.19% (interact better)
NK_dim128_t2: interact=0.737762, no_interact=0.734361, gap=0.46% (interact better)
NK_dim128_t4: interact=0.758441, no_interact=0.747640, gap=1.44% (interact better)
NK_dim128_t8: interact=0.732635, no_interact=0.718812, gap=1.92% (interact better)
NK_dim256_t1: interact=0.707379, no_interact=0.701336, gap=0.86% (interact better)
NK_dim256_t2: interact=0.735011, no_interact=0.722966, gap=1.67% (interact better)
NK_dim256_t4: interact=0.747589, no_interact=0.723410, gap=3.34% (interact better)
NK_dim256_t8: interact=0.718943, no_interact=0.682342, gap=5.36% (interact better)
NK_dim64_t1: interact=0.711751, no_interact=0.712063, gap=-0.04% (no_interact better)
NK_dim64_t2: interact=0.743244, no_interact=0.745838, gap=-0.35% (no_interact better)
NK_dim64_t4: interact=0.751780, no_interact=0.753937, gap=-0.29% (no_interact better)
NK_dim64_t8: interact=0.741888, no_interact=0.739006, gap=0.39% (interact better)
