name_algo,score
DiscreteDE,1280.16
HugeLognormalDiscreteOnePlusOne,1225.16
BigLognormalDiscreteOnePlusOne,1224.86
SmoothElitistRandRecombiningDiscreteLenglerOnePlusOne,1219.0
PPBIL,1216.84
TwoPtRecombiningDiscreteLenglerOnePlusOne,1216.76
MaxRecombiningDiscreteLenglerOnePlusOne,1214.32
RecombiningDiscreteLenglerOnePlusOne,1213.04
SmoothRecombiningDiscreteLenglerOnePlusOne,1213.04
SuperSmoothRecombiningDiscreteLenglerOnePlusOne,1213.04
UltraSmoothRecombiningDiscreteLenglerOnePlusOne,1213.04
RandRecombiningDiscreteLenglerOnePlusOne,1212.8
OnePtRecombiningDiscreteLenglerOnePlusOne,1212.36
SparseDiscreteOnePlusOne,1212.04
PBIL,1211.7
DiscreteLengler2OnePlusOne,1210.88
DiscreteLengler3OnePlusOne,1209.3
AdaptiveDiscreteOnePlusOne,1208.9
SmoothAdaptiveDiscreteOnePlusOne,1208.9
SmoothElitistRecombiningDiscreteLenglerOnePlusOne,1206.3
SuperSmoothElitistRecombiningDiscreteLenglerOnePlusOne,1206.3
UltraSmoothElitistRecombiningDiscreteLenglerOnePlusOne,1206.3
DiscreteLenglerOnePlusOne,1206.12
SmoothDiscreteLenglerOnePlusOne,1206.12
SmootherDiscreteLenglerOnePlusOne,1206.12
SuperSmoothDiscreteLenglerOnePlusOne,1206.12
UltraSmoothDiscreteLenglerOnePlusOne,1206.12
YoSmoothDiscreteLenglerOnePlusOne,1206.12
LognormalDiscreteOnePlusOne,1205.32
SmoothDiscreteLognormalOnePlusOne,1205.32
SmoothLognormalDiscreteOnePlusOne,1205.32
discretememetic,1205.3
DiscreteLenglerFourthOnePlusOne,1203.64
DiscreteDoerrOnePlusOne,1202.82
MultiDiscrete,1201.6
MinRecombiningDiscreteLenglerOnePlusOne,1200.78
DiscreteLenglerHalfOnePlusOne,1200.04
DiscreteOnePlusOne,1198.54
SmoothDiscreteOnePlusOne,1198.54
SparseDoubleFastGADiscreteOnePlusOne,1198.06
DoubleFastGADiscreteOnePlusOne,1197.8
FastGADiscreteOnePlusOne,1195.8
SmallLognormalDiscreteOnePlusOne,1191.22
SuperSmoothTinyLognormalDiscreteOnePlusOne,1184.96
TinyLognormalDiscreteOnePlusOne,1184.96
UltraSmoothElitistRecombiningDiscreteLognormalOnePlusOne,1180.84
SmoothElitistRandRecombiningDiscreteLognormalOnePlusOne,1179.8
RecombiningDiscreteLognormalOnePlusOne,1177.54
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,1177.54
RandRecombiningDiscreteLognormalOnePlusOne,1163.48
RecombiningPortfolioDiscreteOnePlusOne,1125.34
SmoothRecombiningPortfolioDiscreteOnePlusOne,1125.34
XLognormalDiscreteOnePlusOne,1108.78
DiscreteBSOOnePlusOne,1058.84
XSmallLognormalDiscreteOnePlusOne,1053.1
BOA,1048.88
MIMIC,1030.14
PortfolioDiscreteOnePlusOne,993.76
SmoothPortfolioDiscreteOnePlusOne,993.76
PEDA,985.6
DiscreteNoisyInfSplits,849.12
OptimisticDiscreteOnePlusOne,631.2
FastGANoisyDiscreteOnePlusOne,604.0
DoubleFastGAOptimisticNoisyDiscreteOnePlusOne,603.9
FastGAOptimisticNoisyDiscreteOnePlusOne,599.36
RecombiningOptimisticNoisyDiscreteOnePlusOne,516.46
DiscreteNoisy13Splits,515.86
PortfolioDiscreteOnePlusOneT,479.54
SADiscreteOnePlusOneExp09,473.8
SADiscreteOnePlusOneExp099,473.8
SADiscreteOnePlusOneLin100,473.8
SADiscreteLenglerOnePlusOneExp09,465.04
SADiscreteLenglerOnePlusOneExp099,465.04
SADiscreteLenglerOnePlusOneExp09Auto,465.04
SADiscreteLenglerOnePlusOneLin1,465.04
SADiscreteLenglerOnePlusOneLin100,465.04
SADiscreteLenglerOnePlusOneLinAuto,465.04
RecombiningPortfolioOptimisticNoisyDiscreteOnePlusOne,423.98
PortfolioOptimisticNoisyDiscreteOnePlusOne,419.44
PortfolioNoisyDiscreteOnePlusOne,408.8
OLNDiscreteOnePlusOne,398.9
NoisyDiscreteOnePlusOne,350.84
DiscreteLenglerOnePlusOneT,273.28
DiscreteOnePlusOneT,227.28
AnisotropicAdaptiveDiscreteOnePlusOne,-3.3
