name_algo,score
DiscreteDE,451.92
HugeLognormalDiscreteOnePlusOne,437.96
BigLognormalDiscreteOnePlusOne,435.64
DiscreteLengler3OnePlusOne,432.32
discretememetic,431.12
OnePtRecombiningDiscreteLenglerOnePlusOne,430.7
LognormalDiscreteOnePlusOne,430.48
SmoothDiscreteLognormalOnePlusOne,430.48
SmoothLognormalDiscreteOnePlusOne,430.48
DiscreteLengler2OnePlusOne,430.04
DiscreteLenglerOnePlusOne,428.92
SmoothDiscreteLenglerOnePlusOne,428.92
SmootherDiscreteLenglerOnePlusOne,428.92
SuperSmoothDiscreteLenglerOnePlusOne,428.92
UltraSmoothDiscreteLenglerOnePlusOne,428.92
YoSmoothDiscreteLenglerOnePlusOne,428.92
RandRecombiningDiscreteLenglerOnePlusOne,428.22
SmoothElitistRecombiningDiscreteLenglerOnePlusOne,427.02
SuperSmoothElitistRecombiningDiscreteLenglerOnePlusOne,427.02
UltraSmoothElitistRecombiningDiscreteLenglerOnePlusOne,427.02
MaxRecombiningDiscreteLenglerOnePlusOne,426.42
DiscreteLenglerHalfOnePlusOne,426.04
MinRecombiningDiscreteLenglerOnePlusOne,425.44
TwoPtRecombiningDiscreteLenglerOnePlusOne,424.92
FastGADiscreteOnePlusOne,424.78
DiscreteLenglerFourthOnePlusOne,424.76
DiscreteDoerrOnePlusOne,424.56
RecombiningDiscreteLenglerOnePlusOne,424.38
SmoothRecombiningDiscreteLenglerOnePlusOne,424.38
SuperSmoothRecombiningDiscreteLenglerOnePlusOne,424.38
UltraSmoothRecombiningDiscreteLenglerOnePlusOne,424.38
SmoothElitistRandRecombiningDiscreteLenglerOnePlusOne,423.62
SuperSmoothTinyLognormalDiscreteOnePlusOne,423.48
TinyLognormalDiscreteOnePlusOne,423.48
SmallLognormalDiscreteOnePlusOne,423.28
AdaptiveDiscreteOnePlusOne,423.2
SmoothAdaptiveDiscreteOnePlusOne,423.2
SparseDiscreteOnePlusOne,421.9
RecombiningDiscreteLognormalOnePlusOne,421.82
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,421.82
MultiDiscrete,421.56
SparseDoubleFastGADiscreteOnePlusOne,421.06
UltraSmoothElitistRecombiningDiscreteLognormalOnePlusOne,420.94
DoubleFastGADiscreteOnePlusOne,419.28
RandRecombiningDiscreteLognormalOnePlusOne,418.46
DiscreteOnePlusOne,418.44
SmoothDiscreteOnePlusOne,418.44
SmoothElitistRandRecombiningDiscreteLognormalOnePlusOne,416.12
RecombiningPortfolioDiscreteOnePlusOne,413.56
SmoothRecombiningPortfolioDiscreteOnePlusOne,413.56
XLognormalDiscreteOnePlusOne,407.86
DiscreteBSOOnePlusOne,402.64
XSmallLognormalDiscreteOnePlusOne,390.82
PortfolioDiscreteOnePlusOne,368.9
SmoothPortfolioDiscreteOnePlusOne,368.9
FastGANoisyDiscreteOnePlusOne,258.46
FastGAOptimisticNoisyDiscreteOnePlusOne,258.26
DoubleFastGAOptimisticNoisyDiscreteOnePlusOne,257.5
DiscreteNoisy13Splits,247.2
OptimisticDiscreteOnePlusOne,239.68
PortfolioDiscreteOnePlusOneT,239.46
SADiscreteLenglerOnePlusOneExp09,233.52
SADiscreteLenglerOnePlusOneExp099,233.52
SADiscreteLenglerOnePlusOneExp09Auto,233.52
SADiscreteLenglerOnePlusOneLin1,233.52
SADiscreteLenglerOnePlusOneLin100,233.52
SADiscreteLenglerOnePlusOneLinAuto,233.52
SADiscreteOnePlusOneExp09,232.94
SADiscreteOnePlusOneExp099,232.94
SADiscreteOnePlusOneLin100,232.94
RecombiningPortfolioOptimisticNoisyDiscreteOnePlusOne,213.68
PortfolioOptimisticNoisyDiscreteOnePlusOne,207.14
RecombiningOptimisticNoisyDiscreteOnePlusOne,205.26
OLNDiscreteOnePlusOne,202.44
PortfolioNoisyDiscreteOnePlusOne,202.42
DiscreteLenglerOnePlusOneT,124.42
NoisyDiscreteOnePlusOne,121.68
DiscreteOnePlusOneT,95.12
AnisotropicAdaptiveDiscreteOnePlusOne,-30.8
