name_algo,score
DiscreteDE,-0.0030305277109669835
TwoPtRecombiningDiscreteLenglerOnePlusOne,-0.003031774746822269
DoubleFastGADiscreteOnePlusOne,-0.0030325912734078275
SparseDoubleFastGADiscreteOnePlusOne,-0.0030332644388827725
RandRecombiningDiscreteLenglerOnePlusOne,-0.0030336642004101105
DiscreteLenglerFourthOnePlusOne,-0.003034627450532096
MultiDiscrete,-0.003034627450532096
UltraSmoothElitistRecombiningDiscreteLognormalOnePlusOne,-0.0030346430205252053
OnePtRecombiningDiscreteLenglerOnePlusOne,-0.0030354448458497323
SmoothElitistRandRecombiningDiscreteLognormalOnePlusOne,-0.0030354448458497327
AdaptiveDiscreteOnePlusOne,-0.003035714070192667
SmoothAdaptiveDiscreteOnePlusOne,-0.003035714070192667
DiscreteOnePlusOne,-0.003036677320314651
SmoothDiscreteOnePlusOne,-0.003036677320314651
SADiscreteOnePlusOneExp09,-0.0030366773203146513
RecombiningDiscreteLognormalOnePlusOne,-0.0030368382675641284
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,-0.0030368382675641284
MaxRecombiningDiscreteLenglerOnePlusOne,-0.003037364178447884
RecombiningPortfolioDiscreteOnePlusOne,-0.0030374947156322886
SmoothRecombiningPortfolioDiscreteOnePlusOne,-0.0030374947156322886
DiscreteDoerrOnePlusOne,-0.0030383804384749983
RandRecombiningDiscreteLognormalOnePlusOne,-0.003038727190097207
DiscreteOnePlusOneT,-0.0030389302135765293
DiscreteLenglerOnePlusOne,-0.003040361980732481
MinRecombiningDiscreteLenglerOnePlusOne,-0.003040361980732481
SmoothDiscreteLenglerOnePlusOne,-0.003040361980732481
SuperSmoothDiscreteLenglerOnePlusOne,-0.003040361980732481
UltraSmoothDiscreteLenglerOnePlusOne,-0.003040361980732481
DiscreteLengler2OnePlusOne,-0.0030411793760501188
DiscreteLenglerHalfOnePlusOne,-0.003042212546693333
DiscreteLenglerOnePlusOneT,-0.0030423537209471247
DiscreteLengler3OnePlusOne,-0.0030430945610090965
DiscreteBSOOnePlusOne,-0.003044534680480574
discretememetic,-0.0030446698362785922
SADiscreteLenglerOnePlusOneExp09,-0.003045485735616893
SADiscreteLenglerOnePlusOneExp09Auto,-0.0030488703976736388
LognormalDiscreteOnePlusOne,-0.00305906855203273
SmoothDiscreteLognormalOnePlusOne,-0.00305906855203273
SmoothLognormalDiscreteOnePlusOne,-0.00305906855203273
SADiscreteLenglerOnePlusOneExp099,-0.0030742171595943917
SADiscreteOnePlusOneExp099,-0.003100334602966384
PortfolioDiscreteOnePlusOne,-0.003110199358298003
SmoothPortfolioDiscreteOnePlusOne,-0.003110199358298003
PortfolioDiscreteOnePlusOneT,-0.0032111708389606767
SADiscreteLenglerOnePlusOneLin1,-0.0036888089263387345
SADiscreteLenglerOnePlusOneLin100,-0.004761048990729512
SADiscreteLenglerOnePlusOneLinAuto,-0.004895245073242576
SADiscreteOnePlusOneLin100,-0.005310627518623046
OptimisticDiscreteOnePlusOne,-0.02704983072804455
RecombiningPortfolioOptimisticNoisyDiscreteOnePlusOne,-0.051852290195035414
NoisyDiscreteOnePlusOne,-0.34853584769927354
AnisotropicAdaptiveDiscreteOnePlusOne,-0.625
