step,best_fitness,avg_hamming,avg_l1,avg_entropy
75,-0.562021791934967,63.5501708984375,8.649637222290039,87.34921264648438
150,-0.5688979625701904,63.0305061340332,11.377413749694824,86.13058319091797
225,-0.5748296976089478,62.48154830932617,13.448005676269531,84.90209655761718
300,-0.5781090259552002,61.90957260131836,15.088549613952637,83.68283081054688
375,-0.5809840559959412,61.324092864990234,16.484533309936523,82.4763900756836
450,-0.5852084159851074,60.69472122192383,17.593128204345703,81.26615295410156
525,-0.5886151790618896,59.99853515625,18.577322006225586,80.00094146728516
600,-0.5925148129463196,59.323768615722656,19.44032096862793,78.78215942382812
675,-0.5959250330924988,58.60847854614258,20.208890914916992,77.54467468261718
750,-0.5996156930923462,57.87281036376953,20.806201934814453,76.3189468383789
825,-0.6032146215438843,57.132484436035156,21.37813377380371,75.0761962890625
900,-0.6048802733421326,56.38671875,21.888336181640625,73.84167938232422
975,-0.6087161302566528,55.64936065673828,22.33884620666504,72.61629791259766
1050,-0.6124072670936584,54.890838623046875,22.724246978759766,71.38611602783203
1125,-0.6148284673690796,54.148250579833984,23.038785934448242,70.19833068847656
1200,-0.6183711886405945,53.31562042236328,23.24835777282715,68.94157257080079
1275,-0.620991587638855,52.51982498168945,23.484201431274414,67.70952911376953
1350,-0.6236742734909058,51.7363395690918,23.68813133239746,66.49139251708985
1425,-0.6283652186393738,50.92731857299805,23.845239639282227,65.24812316894531
1500,-0.632200300693512,50.10055160522461,23.92433738708496,64.02341384887696
1575,-0.6368036866188049,49.308380126953125,24.0324649810791,62.81178207397461
1650,-0.640724241733551,48.55531692504883,24.087749481201172,61.65586395263672
1725,-0.6436867117881775,47.76628112792969,24.113595962524414,60.48921890258789
1800,-0.646260142326355,47.0330810546875,24.165035247802734,59.34245986938477
1875,-0.6497018337249756,46.256832122802734,24.186317443847656,58.16861267089844
1950,-0.6525730490684509,45.53569412231445,24.23540687561035,57.03106002807617
2025,-0.6561727523803711,44.783409118652344,24.219785690307617,55.88737258911133
2100,-0.6589078903198242,44.06040573120117,24.189605712890625,54.776668548583984
2175,-0.6629533767700195,43.37148666381836,24.163053512573242,53.71092681884765
2250,-0.6647771596908569,42.667842864990234,24.098102569580078,52.6277587890625
2325,-0.6683131456375122,41.93883514404297,24.007177352905273,51.53203201293945
2400,-0.671729564666748,41.26719284057617,23.95241928100586,50.46928176879883
2475,-0.6743766665458679,40.597869873046875,23.888303756713867,49.41471862792969
2550,-0.6767860054969788,39.95476150512695,23.821271896362305,48.40133514404297
2625,-0.6790290474891663,39.3422737121582,23.740129470825195,47.43182525634766
2700,-0.6817079186439514,38.71218490600586,23.630624771118164,46.452667999267575
2775,-0.6845999956130981,38.13655471801758,23.560787200927734,45.5100830078125
2850,-0.686470627784729,37.56277084350586,23.47007179260254,44.582244873046875
2925,-0.689134418964386,37.00642776489258,23.392345428466797,43.6600944519043
3000,-0.6917730569839478,36.4444694519043,23.279760360717773,42.743455505371095
3075,-0.6946735978126526,35.935420989990234,23.196754455566406,41.87863616943359
3150,-0.6970459818840027,35.41414260864258,23.097509384155273,41.027323150634764
3225,-0.6989925503730774,34.9067497253418,22.990591049194336,40.184085845947266
3300,-0.7010709047317505,34.41837692260742,22.87225914001465,39.382337951660155
3375,-0.702911376953125,33.93050765991211,22.781103134155273,38.540550994873044
3450,-0.704902708530426,33.467220306396484,22.687667846679688,37.72997512817383
3525,-0.7067579627037048,33.03040313720703,22.60340118408203,36.95866165161133
3600,-0.7090058922767639,32.577598571777344,22.49994659423828,36.18996353149414
3675,-0.7104260921478271,32.169158935546875,22.405794143676758,35.47999649047851
3750,-0.7121983170509338,31.76532554626465,22.307897567749023,34.77852020263672
3825,-0.7141591310501099,31.35479736328125,22.194875717163086,34.068974304199216
3900,-0.7158506512641907,30.967039108276367,22.100557327270508,33.36711502075195
3975,-0.717479944229126,30.558414459228516,21.979902267456055,32.66806869506836
4050,-0.7189224362373352,30.21854591369629,21.89874267578125,32.027886962890626
4125,-0.719519317150116,29.876514434814453,21.818435668945312,31.37513084411621
4200,-0.721500813961029,29.523029327392578,21.715768814086914,30.741411209106445
4275,-0.7230194211006165,29.20050621032715,21.63421630859375,30.118163299560546
4350,-0.7245827913284302,28.872045516967773,21.54413604736328,29.509484481811523
4425,-0.7255717515945435,28.56670570373535,21.462074279785156,28.92851676940918
4500,-0.726703941822052,28.274999618530273,21.390094757080078,28.355247497558594
4575,-0.7278788685798645,27.996051788330078,21.315704345703125,27.79698066711426
4650,-0.7289870977401733,27.72323989868164,21.24762535095215,27.2558650970459
4725,-0.7301164269447327,27.448917388916016,21.1669921875,26.71629867553711
4800,-0.7310541272163391,27.1989803314209,21.11026382446289,26.18162727355957
