name_algo,score
CMApara,319.29999999999995
CMAL,318.5
CMASL3,318.5
CMAL2,318.5
CMAL3,318.38
DiscreteDE,316.42
CMALS,316.02
EDA,315.68
CMALL,315.62
NLOPT_GN_ESCH,315.52
CMASL2,315.32
ChainCMAwithLHS,315.04
MetaModelFmin2,314.59999999999997
CmaFmin2,314.4599999999999
DiagonalCMA,314.26
MetaModelDiagonalCMA,314.26
ChainCMAwithLHSsqrt,314.22
Neural1MetaModelD,314.15999999999997
EDCMA,314.15999999999997
SVM1MetaModelD,314.15999999999997
Quad1MetaModelD,314.15999999999997
RF1MetaModelD,314.15999999999997
ChainCMAwithR,314.14000000000004
MultiLN,314.03999999999996
ChainCMAwithMetaRecenteringsqrt,313.92
ChainCMAwithMetaRecentering,313.86
LPCMA,313.62
Carola7,313.58
TripleDiagonalCMA,313.34000000000003
CMALn,313.3
SQOPSODCMA,312.53999999999996
NGOptSingle9,312.43999999999994
Tabu,312.42
Carola9,312.0400000000001
ChainCMAwithRsqrt,312.04
ChainDiagonalCMAPowell,311.69999999999993
ECMA,311.62
NGOptSingle16,311.52
PolyLN,311.02
Carola3,310.68000000000006
LSCMA,310.68000000000006
RescaledCMA,310.68000000000006
RFMetaModel,310.68000000000006
SVM1MetaModel,310.68000000000006
CM,310.68000000000006
SVMMetaModel,310.68000000000006
CMA,310.68000000000006
RF1MetaModel,310.68000000000006
Quad1MetaModel,310.68000000000006
MetaCMA,310.68000000000006
MetaModel,310.68000000000006
OldCMA,310.68000000000006
ChoiceBase,310.68000000000006
Neural1MetaModel,310.68000000000006
NeuralMetaModel,310.68000000000006
NgRS,310.67999999999995
BAR,310.66
Neural1MetaModelLogNormal,310.4800000000001
ChainCMAwithR30,310.42
ChainCMAPowell,310.38
ChainMetaModelPowell,310.38
LargeDiagCMA,310.17999999999995
BigLognormalDiscreteOnePlusOne,310.14
discretememetic,310.06
ChainCMAwithRdim,309.98
PBIL,309.96
Carola10,309.91999999999996
ChainCMAwithMetaRecenteringdim,309.82
SqrtMultiBFGS,309.71999999999997
SqrtMultiBFGSPlus,309.71999999999997
DiscreteLengler3OnePlusOne,309.7
Carola13,309.65999999999997
ChainCMAwithLHSdim,309.59999999999997
NGOptSingle25,309.56
NgLn,309.56
PCarola6,309.4
PPO-EDA,309.4
pCarola6,309.4
Carola6,309.4
Carola8,309.38
CMARS,309.32
SVM1MetaModelLogNormal,309.09999999999997
ChainCMAwithMetaRecentering30,308.88
F3SQPCMA,308.84000000000003
FSQPCMA,308.84000000000003
ChainCMAwithLHS30,308.84000000000003
RF1MetaModelLogNormal,308.82000000000005
LargeCMA,308.56
SplitQODE,308.42
CMandAS2,308.3
DiscreteLengler2OnePlusOne,308.15999999999997
SqrtSQPCMAPlus,307.93999999999994
SqrtBFGSCMAPlus,307.93999999999994
SqrtBFGSCMA,307.93999999999994
SqrtSQPCMA,307.93999999999994
BAR2,307.70000000000005
CMAstd,307.41999999999996
Carola5,307.34
NgIohMLn,307.29999999999995
LPSDE,307.24
TwoPtRecombiningDiscreteLenglerOnePlusOne,307.21999999999997
SparseOrNot,307.14
DiscreteLenglerHalfOnePlusOne,307.13999999999993
FCarola6,307.08000000000004
CMASL,306.94
CMALYS,306.94
CLengler,306.94
ChainMetaModelSQP,306.91999999999996
ChainCMASQP,306.91999999999996
NgLglr,306.9
