name_algo,score
PPO-EDA,1697.68
NLOPT_LN_PRAXIS,1607.12
Neural1MetaModelLogNormal,1606.46
SmoothDiscreteLognormalOnePlusOne,1605.8399999999997
MetaModelLogNormal,1605.8399999999997
NeuralMetaModelLogNormal,1605.8399999999997
RFMetaModelLogNormal,1605.8399999999997
SVMMetaModelLogNormal,1605.8399999999997
LognormalDiscreteOnePlusOne,1605.8399999999997
SmoothLognormalDiscreteOnePlusOne,1605.8399999999997
RF1MetaModelLogNormal,1605.7599999999998
SVM1MetaModelLogNormal,1600.94
RLSOnePlusOne,1600.8
NGOptF5,1595.9599999999996
YoSmoothDiscreteLenglerOnePlusOne,1595.9599999999996
NGDSRW,1595.9599999999996
NGOpt,1595.9599999999996
NGOpt10,1595.9599999999996
NGOpt15,1595.9599999999996
NGOpt16,1595.9599999999996
NGOpt36,1595.9599999999996
NGOpt39,1595.9599999999996
NGOptF,1595.9599999999996
NGOptF2,1595.9599999999996
Wiz,1595.9599999999996
NGOptRW,1595.9599999999996
SmoothDiscreteLenglerOnePlusOne,1595.9599999999996
VastLengler,1595.9599999999996
UltraSmoothDiscreteLenglerOnePlusOne,1595.9599999999996
NgIoh,1595.9599999999996
DiscreteLenglerOnePlusOne,1595.9599999999996
NgIoh3,1595.9599999999996
NgIoh5,1595.9599999999996
SuperSmoothDiscreteLenglerOnePlusOne,1595.9599999999996
SmootherDiscreteLenglerOnePlusOne,1595.9599999999996
NgIoh2,1595.9599999999996
NGOptF3,1595.9599999999996
DiscreteLengler2OnePlusOne,1595.16
ManyLN,1591.4599999999998
DiscreteLenglerHalfOnePlusOne,1588.06
NgLglr,1587.28
CmaFmin2,1580.7400000000002
SmallLognormalDiscreteOnePlusOne,1580.2199999999998
NgRS,1578.1599999999999
FCarola6,1574.0800000000002
PBIL,1570.36
NgLn,1567.68
BigLognormalDiscreteOnePlusOne,1566.3
Carola8,1566.1000000000001
Carola9,1557.34
MetaModelFmin2,1557.3
Carola13,1551.1799999999998
DiscreteLenglerFourthOnePlusOne,1548.72
Carola10,1545.2
discretememetic,1544.8600000000001
TinyLognormalDiscreteOnePlusOne,1540.2600000000002
SuperSmoothTinyLognormalDiscreteOnePlusOne,1540.2600000000002
DiscreteLengler3OnePlusOne,1528.8799999999999
SmoothAdaptiveDiscreteOnePlusOne,1523.98
AdaptiveDiscreteOnePlusOne,1523.98
TwoPtRecombiningDiscreteLenglerOnePlusOne,1519.04
SmoothDiscreteOnePlusOne,1518.06
DiscreteOnePlusOne,1518.06
NGOpt8,1518.06
NGOpt4,1518.06
CLengler,1516.9
CMALYS,1516.9
CMASL,1516.9
RandRecombiningDiscreteLenglerOnePlusOne,1516.1599999999996
NGOptSingle9,1516.02
SuperSmoothElitistRecombiningDiscreteLenglerOnePlusOne,1515.46
SmoothElitistRecombiningDiscreteLenglerOnePlusOne,1515.46
UltraSmoothElitistRecombiningDiscreteLenglerOnePlusOne,1515.46
SmoothElitistRandRecombiningDiscreteLenglerOnePlusOne,1514.54
OnePtRecombiningDiscreteLenglerOnePlusOne,1512.78
CMApara,1504.72
SmoothRecombiningDiscreteLenglerOnePlusOne,1501.02
UltraSmoothRecombiningDiscreteLenglerOnePlusOne,1501.02
SuperSmoothRecombiningDiscreteLenglerOnePlusOne,1501.02
RecombiningDiscreteLenglerOnePlusOne,1501.02
MultiLN,1492.4
PolyLN,1489.82
NGOptSingle16,1486.06
MultiDiscrete,1474.96
MaxRecombiningDiscreteLenglerOnePlusOne,1470.5800000000002
MinRecombiningDiscreteLenglerOnePlusOne,1464.82
NgDS3,1459.54
NgIohLn,1459.54
SparseOrNot,1449.34
NGOptSingle25,1447.8600000000001
FCMAp13,1441.7400000000002
NLOPT_LN_NELDERMEAD,1435.1000000000001
SparseDiscreteOnePlusOne,1434.58
NgIohMLn,1434.52
UltraSmoothElitistRecombiningDiscreteLognormalOnePlusOne,1432.1399999999999
SuperSmoothRecombiningDiscreteLognormalOnePlusOne,1427.9
RecombiningDiscreteLognormalOnePlusOne,1427.9
CMALL,1424.1399999999999
BOA,1422.3600000000001
LogSQPCMA,1416.34
LogSQPCMAPlus,1416.34
LogBFGSCMAPlus,1416.34
LogBFGSCMA,1416.34
CMASL2,1414.92
LogMultiBFGSPlus,1413.3
LogMultiBFGS,1413.3
NgIoh14b,1410.22
NGO,1410.22
Shiwa,1410.22
