problem,n,type_instance,M,mean,median,q1,q3,p2,p98
QUBO,64,3,9,426.299988,426.000000,410.000000,444.500000,374.000000,485.000000
QUBO,256,1,9,1338.199951,1337.000000,1308.500000,1372.250000,1240.920044,1444.000000
QUBO,64,5,9,317.820007,324.000000,281.750000,342.500000,261.839996,394.040009
QUBO,64,4,9,338.040009,342.000000,326.000000,350.000000,295.760010,372.000000
QUBO,128,1,9,452.579987,452.500000,437.000000,470.000000,403.820007,498.000000
QUBO,128,3,9,1231.540039,1224.000000,1195.000000,1274.250000,1111.500000,1363.040039
QUBO,256,4,9,2677.459961,2671.500000,2607.500000,2751.750000,2473.639893,2897.320068
QUBO,256,2,9,1274.079956,1269.500000,1227.000000,1322.000000,1170.939941,1385.680054
QUBO,256,5,9,2662.360107,2659.500000,2570.000000,2748.750000,2457.479980,2925.620117
QUBO,256,3,9,3392.280029,3394.500000,3310.000000,3471.000000,3126.860107,3629.679932
QUBO,128,0,9,594.900024,594.000000,577.000000,615.500000,545.760010,640.020020
QUBO,128,4,9,959.119995,953.500000,908.500000,1010.500000,860.960022,1076.040039
QUBO,64,1,9,152.139999,154.000000,144.000000,157.250000,134.660004,179.000000
QUBO,128,2,9,438.839996,436.000000,420.750000,457.500000,398.959991,483.040009
QUBO,256,0,9,1676.260010,1672.500000,1635.000000,1712.250000,1579.000000,1782.099976
QUBO,64,0,9,205.000000,205.500000,199.000000,213.000000,179.979996,224.000000
QUBO,64,2,10,142.339996,143.000000,133.000000,149.000000,124.959999,160.020004
QUBO,128,5,10,933.760010,935.000000,889.500000,980.250000,825.940002,1044.079956
QUBO,64,3,10,425.600006,424.000000,406.000000,442.500000,379.959991,477.000000
QUBO,256,1,10,1334.319946,1336.500000,1298.500000,1364.500000,1236.520020,1452.140015
QUBO,64,5,10,318.380005,324.000000,285.500000,340.500000,266.980011,392.079987
QUBO,64,4,10,339.640015,342.000000,326.000000,349.000000,307.959991,372.000000
QUBO,128,1,10,451.559998,455.000000,436.500000,469.000000,400.920013,489.000000
QUBO,128,3,10,1233.060059,1223.000000,1190.000000,1260.500000,1147.800049,1365.000000
QUBO,256,4,10,2674.139893,2656.500000,2583.250000,2765.750000,2458.979980,2911.280029
QUBO,256,2,10,1265.920044,1261.000000,1222.750000,1311.500000,1160.760010,1398.199951
QUBO,256,5,10,2628.679932,2622.000000,2538.000000,2715.250000,2420.840088,2848.120117
QUBO,256,3,10,3373.399902,3368.500000,3288.500000,3460.000000,3114.000000,3603.000000
QUBO,128,0,10,598.179993,600.000000,582.000000,615.000000,534.979980,643.080017
QUBO,128,4,10,962.599976,965.000000,913.000000,1015.000000,844.159973,1074.079956
QUBO,64,1,10,151.860001,152.500000,141.000000,158.000000,135.000000,179.000000
QUBO,128,2,10,442.260010,436.000000,424.000000,462.500000,400.940002,489.000000
QUBO,256,0,10,1660.500000,1659.500000,1614.750000,1698.250000,1546.400024,1784.180054
QUBO,64,0,10,206.600006,205.500000,199.000000,215.000000,184.940002,224.000000
QUBO,64,2,11,142.919998,143.000000,134.000000,151.000000,127.000000,159.039993
QUBO,128,5,11,938.840027,938.000000,899.750000,977.000000,830.919983,1060.280029
QUBO,64,3,11,428.579987,429.500000,414.000000,442.500000,377.920013,477.000000
QUBO,256,1,11,1330.420044,1331.000000,1281.750000,1376.500000,1210.959961,1428.500000
QUBO,64,5,11,318.140015,325.000000,280.750000,342.500000,268.000000,396.040009
QUBO,64,4,11,340.880005,342.000000,326.000000,354.000000,298.000000,372.000000
QUBO,128,1,11,449.899994,453.000000,433.000000,465.000000,401.760010,489.059998
QUBO,128,3,11,1229.719971,1223.500000,1192.750000,1254.250000,1139.900024,1357.079956
QUBO,256,4,11,2681.979980,2685.500000,2596.750000,2778.500000,2423.979980,2893.280029
QUBO,256,2,11,1252.180054,1254.500000,1198.000000,1295.500000,1128.000000,1376.439941
QUBO,256,5,11,2615.540039,2621.000000,2502.250000,2727.750000,2347.419922,2876.040039
QUBO,256,3,11,3347.219971,3363.000000,3235.750000,3428.250000,3064.520020,3629.020020
QUBO,128,0,11,594.440002,591.500000,576.750000,615.250000,537.900024,643.159973
QUBO,128,4,11,953.619995,960.500000,916.000000,990.500000,822.799988,1072.079956
QUBO,64,1,11,152.679993,154.000000,141.750000,158.000000,132.960007,179.000000
QUBO,128,2,11,439.420013,439.000000,420.500000,454.500000,393.920013,483.040009
QUBO,256,0,11,1659.560059,1650.500000,1614.500000,1702.750000,1522.800049,1807.300049
QUBO,64,0,11,206.600006,206.000000,199.000000,215.000000,185.960007,224.000000
QUBO,64,2,12,142.600006,143.000000,134.000000,149.000000,124.960000,160.020000
QUBO,128,5,12,935.619995,933.000000,888.750000,979.500000,830.960000,1054.160000
QUBO,64,3,12,429.440002,428.000000,415.000000,449.250000,381.920000,475.040000
QUBO,256,1,12,1321.760010,1321.000000,1288.500000,1360.250000,1190.980000,1435.060000
QUBO,64,5,12,317.200012,322.000000,279.000000,340.500000,267.920000,394.040000
QUBO,64,4,12,341.000000,343.000000,331.500000,350.000000,307.800000,372.000000
QUBO,128,1,12,454.859985,455.000000,439.000000,472.000000,407.920000,492.000000
QUBO,128,3,12,1220.900024,1211.000000,1181.500000,1256.250000,1127.640000,1357.120000
QUBO,256,4,12,2657.080078,2674.500000,2570.500000,2754.500000,2403.980000,2914.100000
QUBO,256,2,12,1244.420044,1247.000000,1190.000000,1299.000000,1103.760000,1385.320000
QUBO,256,5,12,2587.679932,2593.500000,2475.750000,2696.250000,2314.560000,2837.320000
QUBO,256,3,12,3313.459961,3307.000000,3192.000000,3422.500000,3046.720000,3624.440000
QUBO,128,0,12,600.159973,599.500000,585.000000,617.000000,554.880000,645.120000
QUBO,128,4,12,968.080017,974.000000,912.000000,1021.250000,858.840000,1076.040000
QUBO,64,1,12,152.860001,154.000000,141.000000,158.000000,135.980000,179.000000
QUBO,128,2,12,438.040009,433.500000,421.000000,456.500000,394.900000,481.040000
QUBO,256,0,12,1627.439941,1631.000000,1584.500000,1680.500000,1476.800000,1772.320000
QUBO,64,0,12,207.320007,206.500000,201.000000,217.000000,180.000000,224.000000
QUBO,64,2,13,142.559998,143.000000,133.000000,149.250000,127.000000,159.020000
QUBO,128,5,13,933.640015,937.500000,894.000000,975.500000,823.460000,1048.080000
QUBO,64,3,13,428.179993,424.000000,408.000000,448.000000,387.840000,479.080000
QUBO,256,1,13,1308.260010,1314.500000,1255.750000,1359.750000,1163.760000,1423.120000
QUBO,64,5,13,317.779999,320.000000,279.000000,341.000000,266.000000,398.040000
QUBO,64,4,13,340.299988,342.000000,333.750000,350.000000,300.000000,372.000000
QUBO,128,1,13,453.399994,456.000000,437.250000,472.000000,407.920000,489.140000
QUBO,128,3,13,1226.619995,1216.500000,1180.250000,1260.500000,1115.860000,1361.080000
QUBO,256,4,13,2652.020020,2663.500000,2584.250000,2751.250000,2374.780000,2856.920000
QUBO,256,2,13,1227.520020,1220.500000,1166.000000,1295.250000,1094.720000,1396.040000
QUBO,256,5,13,2539.459961,2539.500000,2402.750000,2679.250000,2215.660000,2840.040000
QUBO,256,3,13,3277.199951,3283.500000,3144.250000,3437.250000,2956.760000,3557.060000
QUBO,128,0,13,597.919983,596.500000,579.750000,614.750000,557.980000,638.060000
QUBO,128,4,13,960.900024,958.000000,909.500000,1011.750000,856.680000,1078.000000
QUBO,64,1,13,152.580002,154.000000,141.000000,158.000000,135.980000,179.000000
QUBO,128,2,13,438.839996,438.000000,422.000000,455.000000,396.820000,481.080000
QUBO,256,0,13,1613.239990,1614.000000,1549.500000,1671.500000,1460.040000,1767.240000
QUBO,64,0,13,208.160004,207.000000,201.000000,216.250000,186.980000,224.000000
QUBO,64,2,14,142.820007,143.000000,134.000000,151.000000,127.000000,160.000000
QUBO,128,5,14,927.919983,926.500000,890.000000,967.500000,808.840000,1044.120000
QUBO,64,3,14,429.959991,426.000000,414.000000,450.250000,385.920000,475.000000
QUBO,256,1,14,1296.219971,1290.500000,1246.500000,1355.750000,1155.840000,1441.100000
QUBO,64,5,14,317.160004,324.000000,279.750000,340.000000,270.980000,392.040000
QUBO,64,4,14,340.040009,340.000000,333.500000,350.000000,307.840000,372.000000
QUBO,128,1,14,454.160004,457.000000,438.500000,470.000000,411.900000,492.000000
QUBO,128,3,14,1222.280029,1219.500000,1181.750000,1258.250000,1131.860000,1347.320000
QUBO,256,4,14,2620.699951,2648.500000,2496.000000,2735.250000,2269.400000,2873.200000
QUBO,256,2,14,1198.660034,1208.500000,1124.000000,1263.500000,1054.880000,1358.220000
QUBO,256,5,14,2505.379883,2478.000000,2356.750000,2664.750000,2186.000000,2881.120000
QUBO,256,3,14,3191.939941,3194.000000,3053.000000,3344.500000,2799.740000,3544.120000
QUBO,128,0,14,594.340027,593.500000,572.500000,614.750000,545.820000,643.000000
QUBO,128,4,14,956.760010,956.000000,908.750000,996.500000,858.920000,1076.000000
QUBO,64,1,14,153.059998,154.000000,143.500000,158.000000,135.000000,179.000000
QUBO,128,2,14,437.359985,434.000000,419.000000,460.250000,394.900000,483.000000
QUBO,256,0,14,1582.199951,1585.500000,1529.000000,1636.250000,1420.920000,1722.340000
QUBO,64,0,14,207.639999,207.000000,201.000000,217.250000,184.000000,224.000000
QUBO,64,2,15,142.559998,143.000000,133.750000,149.000000,125.000000,160.000000
QUBO,128,5,15,935.239990,934.500000,895.500000,977.000000,823.740000,1048.360000
QUBO,64,3,15,428.720001,426.000000,414.000000,447.500000,383.840000,475.040000
QUBO,256,1,15,1268.199951,1274.000000,1219.000000,1321.250000,1128.800000,1385.520000
QUBO,64,5,15,317.640015,321.000000,281.000000,344.000000,263.960000,394.040000
QUBO,64,4,15,339.940002,341.500000,327.500000,350.000000,308.000000,372.000000
QUBO,128,1,15,452.299988,455.500000,437.000000,470.000000,405.900000,492.000000
QUBO,128,3,15,1219.540039,1216.500000,1182.750000,1254.250000,1113.800000,1359.080000
QUBO,256,4,15,2558.800049,2545.500000,2404.500000,2717.750000,2201.780000,2893.200000
QUBO,256,2,15,1172.300049,1169.500000,1090.500000,1245.000000,1017.000000,1349.180000
QUBO,256,5,15,2429.379883,2431.500000,2249.500000,2614.000000,2062.920000,2822.020000
QUBO,256,3,15,3140.600098,3091.000000,2989.000000,3294.000000,2824.960000,3579.500000
QUBO,128,0,15,590.059998,588.500000,573.750000,608.000000,540.920000,637.000000
QUBO,128,4,15,957.979980,965.000000,915.250000,998.250000,834.920000,1074.040000
QUBO,64,1,15,152.800003,154.000000,145.000000,158.000000,135.980000,179.000000
QUBO,128,2,15,437.940002,434.000000,421.000000,456.250000,400.820000,481.000000
QUBO,256,0,15,1545.540039,1544.500000,1474.000000,1613.250000,1341.940000,1763.380000
QUBO,64,0,15,206.080002,207.000000,199.000000,215.000000,182.000000,224.000000
QUBO,64,2,16,142.820007,143.000000,132.750000,149.500000,127.000000,159.020000
QUBO,128,5,16,926.039978,914.000000,879.500000,975.250000,810.880000,1058.120000
QUBO,64,3,16,429.660004,426.000000,417.500000,447.000000,389.760000,475.040000
QUBO,256,1,16,1247.839966,1250.000000,1184.500000,1301.250000,1080.920000,1389.460000
QUBO,64,5,16,318.019989,322.000000,278.750000,344.500000,266.000000,396.000000
QUBO,64,4,16,338.660004,341.000000,326.000000,349.250000,307.980000,372.000000
QUBO,128,1,16,451.339996,457.000000,435.250000,470.000000,395.940000,492.000000
QUBO,128,3,16,1216.680054,1211.500000,1165.750000,1263.250000,1116.700000,1359.040000
QUBO,256,4,16,2530.199951,2533.500000,2383.750000,2687.000000,2177.800000,2914.080000
QUBO,256,2,16,1147.560059,1135.500000,1078.750000,1212.000000,992.640000,1356.180000
QUBO,256,5,16,2358.439941,2328.500000,2184.000000,2501.750000,2020.500000,2843.180000
QUBO,256,3,16,3037.560059,3016.000000,2867.250000,3195.500000,2676.420000,3411.020000
QUBO,128,0,16,591.280029,591.500000,571.000000,612.250000,533.960000,641.040000
QUBO,128,4,16,950.859985,948.500000,897.750000,994.500000,844.680000,1078.000000
QUBO,64,1,16,153.360001,154.000000,145.000000,158.000000,135.980000,179.000000
QUBO,128,2,16,439.200012,436.000000,422.000000,459.000000,398.880000,485.040000
QUBO,256,0,16,1495.540039,1502.500000,1415.750000,1562.750000,1315.900000,1663.960000
QUBO,64,0,16,206.800003,207.000000,201.750000,214.250000,182.980000,224.000000
