Interact vs No_Interact summary
wins_interact: 18
wins_no_interact: 12
mean_gap: 0.55%
mean_rank_interact: 38.8
median_rank_interact: 32.0
mean_rank_no_interact: 40.9
median_rank_no_interact: 27.0
per_instance_gap:
QUBO_dim64_t0: interact=200.699997, no_interact=202.860001, gap=-1.06% (no_interact better)
QUBO_dim64_t1: interact=145.279999, no_interact=152.279999, gap=-4.60% (no_interact better)
QUBO_dim64_t2: interact=138.699997, no_interact=141.339996, gap=-1.87% (no_interact better)
QUBO_dim64_t3: interact=412.179993, no_interact=419.619995, gap=-1.77% (no_interact better)
QUBO_dim64_t4: interact=324.880005, no_interact=338.640015, gap=-4.06% (no_interact better)
QUBO_dim64_t5: interact=310.320007, no_interact=314.119995, gap=-1.21% (no_interact better)
QUBO_dim128_t0: interact=576.140015, no_interact=571.679993, gap=0.78% (interact better)
QUBO_dim128_t1: interact=442.480011, no_interact=449.399994, gap=-1.54% (no_interact better)
QUBO_dim128_t2: interact=429.480011, no_interact=429.320007, gap=0.04% (interact better)
QUBO_dim128_t3: interact=1179.640015, no_interact=1165.520020, gap=1.21% (interact better)
QUBO_dim128_t4: interact=935.119995, no_interact=942.520020, gap=-0.79% (no_interact better)
QUBO_dim128_t5: interact=907.700012, no_interact=900.599976, gap=0.79% (interact better)
QUBO_dim256_t0: interact=1569.719971, no_interact=1505.420044, gap=4.27% (interact better)
QUBO_dim256_t1: interact=1284.719971, no_interact=1242.760010, gap=3.38% (interact better)
QUBO_dim256_t2: interact=1203.760010, no_interact=1167.599976, gap=3.10% (interact better)
QUBO_dim256_t3: interact=3188.840088, no_interact=3041.699951, gap=4.84% (interact better)
QUBO_dim256_t4: interact=2580.239990, no_interact=2490.520020, gap=3.60% (interact better)
QUBO_dim256_t5: interact=2500.659912, no_interact=2390.860107, gap=4.59% (interact better)
NK_dim128_t1: interact=0.710235, no_interact=0.709762, gap=0.07% (interact better)
NK_dim128_t2: interact=0.736875, no_interact=0.735112, gap=0.24% (interact better)
NK_dim128_t4: interact=0.754473, no_interact=0.749737, gap=0.63% (interact better)
NK_dim128_t8: interact=0.725875, no_interact=0.719745, gap=0.85% (interact better)
NK_dim256_t1: interact=0.706757, no_interact=0.701916, gap=0.69% (interact better)
NK_dim256_t2: interact=0.732858, no_interact=0.724393, gap=1.17% (interact better)
NK_dim256_t4: interact=0.739448, no_interact=0.724313, gap=2.09% (interact better)
NK_dim256_t8: interact=0.694648, no_interact=0.680793, gap=2.04% (interact better)
NK_dim64_t1: interact=0.711625, no_interact=0.711959, gap=-0.05% (no_interact better)
NK_dim64_t2: interact=0.744153, no_interact=0.745468, gap=-0.18% (no_interact better)
NK_dim64_t4: interact=0.750926, no_interact=0.755945, gap=-0.66% (no_interact better)
NK_dim64_t8: interact=0.738273, no_interact=0.739356, gap=-0.15% (no_interact better)
