problem,n,type_instance,M,mean,median,q1,q3,p2,p98
QUBO,128,3,18,1226.400024,1224.500000,1177.000000,1270.250000,1129.959961,1347.520020
QUBO,256,4,18,2576.679932,2557.500000,2468.250000,2661.750000,2302.939941,2895.120117
QUBO,256,2,18,1188.119995,1172.500000,1144.500000,1232.000000,1057.000000,1338.479980
QUBO,256,5,18,2443.040039,2427.500000,2335.500000,2536.500000,2203.679932,2762.000000
QUBO,256,3,18,3191.659912,3183.000000,3080.000000,3261.000000,2914.360107,3543.340088
QUBO,128,0,18,594.719971,595.000000,578.000000,612.000000,540.979980,639.000000
QUBO,128,4,18,953.880005,950.500000,908.000000,996.750000,846.520020,1074.040039
QUBO,64,1,18,153.179993,154.000000,144.750000,158.000000,134.979996,179.000000
QUBO,128,2,18,437.679993,436.500000,420.000000,457.000000,393.980011,487.000000
QUBO,256,0,18,1572.880005,1564.500000,1524.500000,1620.750000,1410.939941,1732.439941
QUBO,64,0,18,207.600006,205.000000,200.000000,217.000000,186.000000,224.000000
QUBO,64,2,19,143.240005,143.000000,134.000000,151.000000,127.000000,160.020004
QUBO,128,5,19,918.359985,912.000000,874.750000,961.500000,809.979980,1043.219971
QUBO,64,3,19,430.519989,427.000000,414.000000,452.000000,384.000000,477.119995
QUBO,256,1,19,1272.140015,1265.000000,1211.000000,1330.250000,1127.000000,1411.060059
QUBO,64,5,19,318.739990,324.000000,284.500000,340.500000,267.959991,396.040009
QUBO,64,4,19,340.059998,340.500000,332.000000,350.000000,307.920013,372.000000
QUBO,128,1,19,451.920013,454.000000,437.000000,467.250000,405.959991,489.059998
QUBO,128,3,19,1218.699951,1208.000000,1181.000000,1259.000000,1141.560059,1361.119995
QUBO,256,4,19,2551.320068,2554.500000,2449.250000,2658.000000,2328.939941,2836.860107
QUBO,256,2,19,1166.819946,1151.000000,1113.000000,1216.250000,1057.000000,1317.300049
QUBO,256,5,19,2400.540039,2377.500000,2272.000000,2504.750000,2136.520020,2707.060059
QUBO,256,3,19,3154.120117,3125.500000,3053.500000,3273.000000,2860.899902,3476.060059
QUBO,128,0,19,592.580017,590.000000,576.750000,610.000000,536.960022,636.099976
QUBO,128,4,19,950.000000,949.500000,900.000000,991.750000,840.960022,1074.079956
QUBO,64,1,19,153.580002,154.000000,146.000000,158.000000,135.979996,179.000000
QUBO,128,2,19,438.220001,437.500000,422.750000,455.000000,393.959991,487.040009
QUBO,256,0,19,1554.020020,1547.500000,1493.750000,1600.000000,1420.959961,1741.359985
QUBO,64,0,19,207.720001,207.000000,201.000000,215.000000,182.979996,224.000000
QUBO,64,2,20,143.160004,143.000000,133.750000,149.000000,126.959999,160.020004
QUBO,128,5,20,912.059998,909.500000,866.000000,960.500000,784.880005,1044.400024
QUBO,64,3,20,431.279999,428.000000,418.750000,446.750000,391.920013,473.079987
QUBO,256,1,20,1257.800049,1248.500000,1195.000000,1314.000000,1132.680054,1420.199951
QUBO,64,5,20,318.119995,322.000000,286.500000,340.000000,272.000000,394.040009
QUBO,64,4,20,340.459991,341.000000,334.000000,350.000000,308.000000,372.000000
QUBO,128,1,20,446.940002,448.000000,429.750000,462.250000,403.920013,489.059998
QUBO,128,3,20,1213.439941,1203.500000,1174.000000,1241.250000,1131.880005,1351.239990
QUBO,256,4,20,2529.239990,2529.000000,2403.250000,2638.250000,2250.780029,2825.020020
QUBO,256,2,20,1142.800049,1147.000000,1087.750000,1188.000000,1022.919983,1271.060059
QUBO,256,5,20,2359.500000,2337.000000,2243.000000,2473.500000,2125.159912,2675.020020
QUBO,256,3,20,3086.879883,3075.500000,2931.500000,3221.750000,2802.080078,3467.159912
QUBO,128,0,20,587.960022,587.000000,566.000000,611.250000,538.919983,639.020020
QUBO,128,4,20,954.200012,956.000000,903.750000,1009.000000,818.960022,1076.040039
QUBO,64,1,20,152.759995,154.000000,144.000000,158.000000,135.979996,179.000000
QUBO,128,2,20,435.059998,433.000000,417.000000,455.250000,393.920013,485.000000
QUBO,256,0,20,1536.420044,1529.000000,1474.500000,1601.500000,1350.959961,1680.459961
QUBO,64,0,20,208.539993,208.000000,203.000000,215.250000,185.919998,224.000000
