score
-3378.0
-3230.0
-3488.0
-3332.0
-3396.0
-3306.0
-3370.0
-3276.0
-3412.0
-3424.0
-3376.0
-3422.0
-3270.0
-3458.0
-3420.0
-3512.0
-3372.0
-3122.0
-3348.0
-3436.0
-3522.0
-3562.0
-3348.0
-3146.0
-3390.0
-3476.0
-3300.0
-3280.0
-3566.0
-3412.0
-3339.0
-3473.0
-3497.0
-3381.0
-3407.0
-3457.0
-3547.0
-3439.0
-3329.0
-3381.0
-3262.0
-3282.0
-3348.0
-3254.0
-3212.0
-3116.0
-3414.0
-3280.0
-3368.0
-3374.0
-3588.0
-3606.0
-3428.0
-3392.0
-3460.0
-3514.0
-3234.0
-3402.0
-3358.0
-3308.0
-3185.0
-3525.0
-3237.0
-3189.0
-3463.0
-3209.0
-3537.0
-3569.0
-3339.0
-3485.0
-3573.0
-3277.0
-3457.0
-3461.0
-3427.0
-3435.0
-3387.0
-3559.0
-3335.0
-3491.0
-3554.0
-3484.0
-3484.0
-3448.0
-3524.0
-3454.0
-3402.0
-3340.0
-3480.0
-3380.0
-3371.0
-3439.0
-3283.0
-3489.0
-3485.0
-3275.0
-3289.0
-3369.0
-3339.0
-3413.0
