Job démarré sur gnode5 à Mon Mar  9 19:32:04 CET 2026
Run main_expe
Job name: expe_7
[GRID 1] M_values=[7]
[CONFIG] kfr__advglobalrankweighted__M7__L5__eps0p05__g0p003__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-203.059998 | runtime=23.58s
  -> run QUBO_dim64_t1
     avg_score=-150.600006 | runtime=22.58s
  -> run QUBO_dim64_t2
     avg_score=-140.160004 | runtime=22.47s
  -> run QUBO_dim64_t3
     avg_score=-417.480011 | runtime=22.90s
  -> run QUBO_dim64_t4
     avg_score=-331.700012 | runtime=22.66s
  -> run QUBO_dim64_t5
     avg_score=-312.440002 | runtime=22.75s
  -> run QUBO_dim128_t0
     avg_score=-583.020020 | runtime=23.03s
  -> run QUBO_dim128_t1
     avg_score=-444.260010 | runtime=22.58s
  -> run QUBO_dim128_t2
     avg_score=-434.519989 | runtime=22.46s
  -> run QUBO_dim128_t3
     avg_score=-1194.939941 | runtime=22.68s
  -> run QUBO_dim128_t4
     avg_score=-945.119995 | runtime=22.74s
  -> run QUBO_dim128_t5
     avg_score=-916.179993 | runtime=23.08s
  -> run QUBO_dim256_t0
     avg_score=-1617.119995 | runtime=23.41s
     -> TOP 1
  -> run QUBO_dim256_t1
     avg_score=-1302.119995 | runtime=23.79s
     -> TOP 1
  -> run QUBO_dim256_t2
     avg_score=-1230.099976 | runtime=23.38s
  -> run QUBO_dim256_t3
     avg_score=-3279.620117 | runtime=23.51s
  -> run QUBO_dim256_t4
     avg_score=-2638.060059 | runtime=23.80s
     -> TOP 1
  -> run QUBO_dim256_t5
     avg_score=-2582.560059 | runtime=23.44s
  -> run NK_dim128_t1
     avg_score=0.710372 | runtime=22.97s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.737795 | runtime=22.65s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.756675 | runtime=22.32s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.730478 | runtime=23.21s
  -> run NK_dim256_t1
     avg_score=0.707284 | runtime=24.40s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.734338 | runtime=24.02s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.741870 | runtime=24.40s
     -> TOP 1
  -> run NK_dim256_t8
     avg_score=0.717868 | runtime=26.64s
     -> TOP 1
  -> run NK_dim64_t1
     avg_score=0.711595 | runtime=22.58s
  -> run NK_dim64_t2
     avg_score=0.746071 | runtime=22.85s
     -> TOP 1
  -> run NK_dim64_t4
     avg_score=0.755052 | runtime=22.98s
  -> run NK_dim64_t8
     avg_score=0.742102 | runtime=22.58s

  *** SUMMARY FOR CONFIG: kfr__advglobalrankweighted__M7__L5__eps0p05__g0p003__ds0p01__dm0p01 ***
  NOMBRE DE TOP 1 : 0 (NK: 0, QUBO: 0)
  NOMBRE DE TOP 3 : 0
  NOMBRE DE TOP 5 : 0
  NOMBRE DE TOP 10 : 0
  Instances: 0/0

[CONFIG] kfr__advglobalrankweighted__M7__L5__eps0p05__g0p005__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-203.660004 | runtime=22.83s
  -> run QUBO_dim64_t1
     avg_score=-150.699997 | runtime=22.40s
  -> run QUBO_dim64_t2
     avg_score=-141.580002 | runtime=22.33s
  -> run QUBO_dim64_t3
     avg_score=-419.299988 | runtime=22.88s
  -> run QUBO_dim64_t4
     avg_score=-334.859985 | runtime=22.50s
  -> run QUBO_dim64_t5
     avg_score=-314.899994 | runtime=22.52s
  -> run QUBO_dim128_t0
     avg_score=-585.239990 | runtime=22.87s
  -> run QUBO_dim128_t1
     avg_score=-448.279999 | runtime=22.46s
  -> run QUBO_dim128_t2
     avg_score=-432.079987 | runtime=22.36s
  -> run QUBO_dim128_t3
     avg_score=-1210.459961 | runtime=22.95s
  -> run QUBO_dim128_t4
     avg_score=-952.679993 | runtime=22.84s
  -> run QUBO_dim128_t5
     avg_score=-923.179993 | runtime=22.90s
  -> run QUBO_dim256_t0
     avg_score=-1640.579956 | runtime=23.38s
     -> TOP 1
  -> run QUBO_dim256_t1
     avg_score=-1311.459961 | runtime=23.62s
     -> TOP 1
  -> run QUBO_dim256_t2
     avg_score=-1258.040039 | runtime=23.38s
     -> TOP 1
  -> run QUBO_dim256_t3
     avg_score=-3314.560059 | runtime=23.49s
  -> run QUBO_dim256_t4
     avg_score=-2674.540039 | runtime=23.87s
     -> TOP 1
  -> run QUBO_dim256_t5
     avg_score=-2619.419922 | runtime=23.39s
     -> TOP 1
  -> run NK_dim128_t1
     avg_score=0.711413 | runtime=22.71s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.739993 | runtime=22.63s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.762057 | runtime=22.33s
     -> TOP 1
  -> run NK_dim128_t8
     avg_score=0.735847 | runtime=23.19s
  -> run NK_dim256_t1
     avg_score=0.708355 | runtime=23.93s
     -> TOP 1
  -> run NK_dim256_t2
