Job démarré sur gnode5 à Mon Mar  9 16:59:20 CET 2026
Run main_expe
Job name: expe_4_7_10
[GRID 1] M_values=[4, 7, 10]
[CONFIG] kfr__advglobalrankweighted__M4__L5__eps0p05__g0p003__ds0p01__dm0p01
  -> run QUBO_dim64_t0
     avg_score=-197.160004 | runtime=26.87s
  -> run QUBO_dim64_t1
     avg_score=-146.899994 | runtime=22.43s
  -> run QUBO_dim64_t2
     avg_score=-138.119995 | runtime=22.41s
  -> run QUBO_dim64_t3
     avg_score=-407.920013 | runtime=22.69s
  -> run QUBO_dim64_t4
     avg_score=-328.100006 | runtime=22.55s
  -> run QUBO_dim64_t5
     avg_score=-305.739990 | runtime=22.53s
  -> run QUBO_dim128_t0
     avg_score=-562.580017 | runtime=22.66s
  -> run QUBO_dim128_t1
     avg_score=-431.559998 | runtime=22.49s
  -> run QUBO_dim128_t2
     avg_score=-417.760010 | runtime=22.51s
  -> run QUBO_dim128_t3
     avg_score=-1162.859985 | runtime=22.64s
  -> run QUBO_dim128_t4
     avg_score=-908.619995 | runtime=22.67s
  -> run QUBO_dim128_t5
     avg_score=-890.400024 | runtime=22.78s
  -> run QUBO_dim256_t0
     avg_score=-1563.099976 | runtime=23.09s
  -> run QUBO_dim256_t1
     avg_score=-1263.180054 | runtime=22.88s
  -> run QUBO_dim256_t2
     avg_score=-1207.040039 | runtime=22.98s
  -> run QUBO_dim256_t3
     avg_score=-3168.080078 | runtime=22.97s
  -> run QUBO_dim256_t4
     avg_score=-2580.280029 | runtime=23.57s
  -> run QUBO_dim256_t5
     avg_score=-2519.840088 | runtime=22.96s
  -> run NK_dim128_t1
     avg_score=0.707685 | runtime=22.89s
     -> TOP 1
  -> run NK_dim128_t2
     avg_score=0.731393 | runtime=22.89s
     -> TOP 1
  -> run NK_dim128_t4
     avg_score=0.742633 | runtime=22.61s
  -> run NK_dim128_t8
     avg_score=0.719097 | runtime=23.23s
  -> run NK_dim256_t1
     avg_score=0.703405 | runtime=24.27s
     -> TOP 1
  -> run NK_dim256_t2
     avg_score=0.726482 | runtime=24.07s
     -> TOP 1
  -> run NK_dim256_t4
     avg_score=0.730685 | runtime=24.35s
  -> run NK_dim256_t8
     avg_score=0.708501 | runtime=26.57s
  -> run NK_dim64_t1
     avg_score=0.709628 | runtime=22.84s
